gait,gait_id,grid_mode,frequency_residual,frequency,duration_residual,duration,footswing_height_residual,footswing_height,stance_width_residual,stance_width,body_pitch_residual,body_pitch,task_id,condition,cmd_vx,target_gait,samples,reward_mean,weighted_metric_reward_mean,measured_vx_mean,vx_abs_error_mean,vy_abs_mean,yaw_abs_mean,lateral_offset_abs_mean,lateral_vel_abs_mean,lateral_vel_sq_mean,base_z_vel_abs_mean,base_z_vel_sq_mean,roll_rate_abs_mean,roll_rate_sq_mean,pitch_rate_abs_mean,pitch_rate_sq_mean,yaw_rate_abs_mean,yaw_rate_sq_mean,gravity_x_sq_mean,gravity_y_sq_mean,torque_penalty_mean,slip_penalty_mean,mechanical_power_abs_mean,positive_mechanical_power_mean,contact_force_mean_mean,stance_contact_force_mean_mean,peak_contact_force_mean,swing_foot_clearance_mean_mean,scuffing_ratio_mean,foot_impact_vel_sum_mean,foot_impact_vel_sq_sum_mean,foot_impact_count_mean,forward_distance_mean,target_forward_distance_mean,actual_frequency_mean,actual_duration_mean,actual_footswing_height_mean,actual_stance_width_mean,actual_body_pitch_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,done_rate,edge_reset_rate,fall_rate,foot_impact_rate,foot_impact_vel_mean,foot_impact_vel_rms,lateral_vel_rms,base_z_vel_rms,roll_rate_rms,pitch_rate_rms,yaw_rate_rms,orientation_rms,forward_distance_ratio,progress_deficit,transport_cost_proxy,progress_score,yaw_score,orientation_score,lateral_score,slip_score,energy_score,impact_score,scuffing_score,smoothness_score,survival_score,neutral_score,pareto_objectives
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,1.0,0.10999999940395355,0.0,0.33000001311302185,-1.0,-0.03999999910593033,ramp_up_trot_robustness,ramp_up,2.0,trotting,1000,0.6764489412307739,0.6764489412307739,1.5123038291931152,0.5122368931770325,0.14568397402763367,0.2791024446487427,1.3822338581085205,0.14568397402763367,0.05281919986009598,0.5347432494163513,0.4943368434906006,0.7563709020614624,1.2070870399475098,0.7175182700157166,1.312723159790039,0.2791024446487427,0.20387709140777588,0.015395939350128174,0.008904119953513145,0.49286752939224243,0.05767654627561569,311.04278564453125,217.9671630859375,33.702369689941406,40.93201446533203,250.6660919189453,0.06557847559452057,0.05866667255759239,0.8204472064971924,3.227268934249878,0.9880000352859497,0.030246075242757797,0.04000015929341316,2.617523670196533,0.5,0.10868558287620544,0.33000147342681885,-0.03824711591005325,0.599374532699585,0.6071836948394775,0.7146046161651611,0.4243597388267517,0.4064057767391205,0.7516480684280396,0.32787370681762695,0.23578333854675293,0.7400917410850525,0.4930901527404785,0.8585669994354248,0.9749249219894409,0.955834686756134,0.12499438971281052,0.2247336357831955,1.0,0.029000001028180122,0.010999999940395355,0.018000001087784767,0.988,0.8304120886181048,1.8073368240521814,0.22982428039721126,0.7030909212119018,1.098675129393357,1.1457413145165183,0.45152750902661054,0.15588476289760111,0.151230376213789,0.048770420253276825,205.67479870132124,0.3500964939594269,0.45887303352355957,0.6150810718536377,0.08728139847517014,0.315520703792572,0.3731648325920105,0.4419243335723877,0.7457734942436218,0.955834686756134,0.9819999989122152,0.5670961751960791,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,-1.0,0.2900000214576721,1.0,0.03999999910593033,ramp_up_trot_robustness,ramp_up,2.0,trotting,1000,0.6870672702789307,0.6870672702789307,1.4828531742095947,0.5278844237327576,0.1365165263414383,0.29214829206466675,1.2523343563079834,0.1365165263414383,0.04873906075954437,0.5031346082687378,0.44712111353874207,0.7382627725601196,1.2991611957550049,0.7768003344535828,1.4300867319107056,0.29214829206466675,0.26552027463912964,0.016664741560816765,0.008714776486158371,0.4706885516643524,0.04674682766199112,288.52325439453125,200.56471252441406,33.90641784667969,41.608726501464844,580.8883056640625,0.06304372847080231,0.06916667520999908,0.85017329454422,3.2809195518493652,1.125,0.029657065868377686,0.04000015929341316,3.000000238418579,0.5,0.05135331675410271,0.2918042838573456,0.03819555789232254,0.5924229621887207,0.6236332654953003,0.7728514671325684,0.4018084406852722,0.43037521839141846,0.761462926864624,0.3627529740333557,0.24414196610450745,0.7543767690658569,0.5121017694473267,0.14191655814647675,0.9740602374076843,0.9543423652648926,0.12607064843177795,0.22827750444412231,0.9998000264167786,0.030000001192092896,0.00800000037997961,0.02199999988079071,1.125,0.7557095269097223,1.7077390988851637,0.22076924776685808,0.6686711550072592,1.1398075257494156,1.1958623381939517,0.5152865946627465,0.15930950394428806,0.14828532934188843,0.05171546712517738,194.57304297731488,0.3280307650566101,0.42591893672943115,0.6019443273544312,0.10783903300762177,0.3926107883453369,0.3900902569293976,0.48234617710113525,0.7076303958892822,0.9543423652648926,0.9780000001192093,0.5705637565025916,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,0.0,0.33000001311302185,-1.0,-0.03999999910593033,ramp_up_trot_robustness,ramp_up,2.0,trotting,1000,0.6989682912826538,0.6989682912826538,1.4963161945343018,0.517946720123291,0.143773153424263,0.29768872261047363,1.4182322025299072,0.143773153424263,0.05433344841003418,0.5013571977615356,0.4324983060359955,0.7549673318862915,1.657724380493164,0.7201950550079346,1.2869086265563965,0.29768872261047363,0.22560414671897888,0.014499438926577568,0.007645808160305023,0.46771377325057983,0.03745183348655701,286.3780517578125,197.50299072265625,34.431312561035156,41.808937072753906,478.5150451660156,0.062348127365112305,0.06458333134651184,0.933205246925354,3.5867087841033936,1.130000114440918,0.029926316812634468,0.04000015929341316,3.000000238418579,0.5,0.051331982016563416,0.33000147342681885,-0.03822401911020279,0.5991244316101074,0.5700842142105103,0.7472094297409058,0.44854798913002014,0.4635848104953766,0.7273815870285034,0.3194744884967804,0.25406479835510254,0.7653766870498657,0.5125930905342102,0.14164970815181732,0.9749249219894409,0.960213840007782,0.24001531302928925,0.3288132846355438,1.0,0.029000001028180122,0.009000000543892384,0.020000001415610313,1.13,0.8258453099073562,1.781594318336027,0.2330953633387721,0.6576460340000504,1.287526458172089,1.134419951586006,0.4749780486706506,0.14881279208079726,0.14963158406317234,0.05036921240389347,191.38872706443033,0.3419553339481354,0.41222506761550903,0.6421682238578796,0.0816836729645729,0.47282183170318604,0.3924180567264557,0.45225027203559875,0.7240341901779175,0.960213840007782,0.9799999985843897,0.5898732692958453,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,0.0,0.33000001311302185,1.0,0.03999999910593033,ramp_up_trot_robustness,ramp_up,2.0,trotting,1000,0.7061275243759155,0.7061275243759155,1.5202577114105225,0.49726319313049316,0.12724924087524414,0.272514283657074,1.4301701784133911,0.12724924087524414,0.036671869456768036,0.49470406770706177,0.4435276389122009,0.6298739910125732,0.9101927280426025,0.6898959279060364,1.1463273763656616,0.272514283657074,0.14381319284439087,0.012378973886370659,0.00568047072738409,0.4692215621471405,0.029882637783885002,285.9378967285156,196.966552734375,33.835365295410156,39.66602325439453,582.837890625,0.06260698288679123,0.062166668474674225,0.8600153923034668,3.3419814109802246,1.1130001544952393,0.03040517121553421,0.04000015929341316,3.000000238418579,0.5,0.05134997516870499,0.33000147342681885,0.038200005888938904,0.6272349953651428,0.5788664221763611,0.7909482717514038,0.42237019538879395,0.47298744320869446,0.7403122186660767,0.32000732421875,0.25183820724487305,0.7615966796875,0.51430344581604,0.14187486469745636,0.9740602374076843,0.9592196345329285,0.24058783054351807,0.32961326837539673,1.0,0.030000001192092896,0.003000000026077032,0.027000000700354576,1.113,0.7727002523444519,1.7328238593572745,0.19149900641196035,0.6659787075516761,0.9540402130112768,1.0706667905402043,0.37922709930118503,0.13438543304151215,0.15202585607767105,0.04797494038939476,188.08514805244258,0.3719176650047302,0.47585582733154297,0.6968473792076111,0.114909827709198,0.5501013398170471,0.39123645424842834,0.47205033898353577,0.7328360080718994,0.9592196345329285,0.9729999992996454,0.6191085627636848,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,1.0,0.3700000047683716,0.0,0.0,ramp_up_trot_robustness,ramp_up,2.0,trotting,1000,0.7029602527618408,0.7029602527618408,1.4795112609863281,0.5418840646743774,0.1402607262134552,0.2843467593193054,1.2251231670379639,0.1402607262134552,0.04842722415924072,0.4953593313694,0.43758347630500793,0.6567742228507996,1.545457363128662,0.7805840969085693,1.5032134056091309,0.2843467593193054,0.1940477341413498,0.020402906462550163,0.006237397436052561,0.46868896484375,0.04087994992733002,281.17864990234375,198.89041137695312,33.39830780029297,39.6240348815918,475.4205322265625,0.06364074349403381,0.06700000166893005,0.811194658279419,3.085101842880249,1.1170001029968262,0.02959023416042328,0.04000015929341316,3.000000238418579,0.5,0.05127035453915596,0.36830586194992065,0.0,0.5808253884315491,0.579525351524353,0.7531949877738953,0.41520634293556213,0.4970139265060425,0.7385555505752563,0.3765265643596649,0.25080129504203796,0.7686313390731812,0.5120006799697876,0.14087964594364166,0.9757895469665527,0.9618868231773376,0.2382507622241974,0.32306161522865295,0.9998000264167786,0.02800000086426735,0.0060000005178153515,0.02199999988079071,1.117,0.7262261236151522,1.6619124691325327,0.22006186439099512,0.6615009269116771,1.2431642542836654,1.226056036896002,0.4405084949706984,0.16321857706340515,0.1479511708021164,0.05204962566494942,190.048333741572,0.30895692110061646,0.4455121159553528,0.5869556069374084,0.11150702834129333,0.44149041175842285,0.391653448343277,0.5013312101364136,0.7153380513191223,0.9618868231773376,0.9780000001192093,0.571340181124516,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,1.0,0.3700000047683716,1.0,0.03999999910593033,ramp_up_trot_robustness,ramp_up,2.0,trotting,1000,0.6917878985404968,0.6917878985404968,1.5853906869888306,0.43936634063720703,0.12673798203468323,0.24951988458633423,1.53787362575531,0.12673798203468323,0.03388766944408417,0.500171422958374,0.4536762237548828,0.6472162008285522,1.0149917602539062,0.6695101261138916,0.9284677505493164,0.24951988458633423,0.13715669512748718,0.012236705049872398,0.004931233823299408,0.4635566473007202,0.029956258833408356,283.1904296875,194.74835205078125,33.22456359863281,39.39105224609375,498.5939025878906,0.06300149112939835,0.05391667038202286,0.8986128568649292,3.5102243423461914,1.128000020980835,0.03170781210064888,0.04000015929341316,3.000000238418579,0.5,0.0513492152094841,0.36820071935653687,0.038201019167900085,0.6684302091598511,0.6235619783401489,0.7977536916732788,0.4278029203414917,0.4693301022052765,0.7690944671630859,0.26999083161354065,0.24407219886779785,0.7703962326049805,0.5171197056770325,0.14186541736125946,0.9740602374076843,0.9543912410736084,0.12599599361419678,0.22738811373710632,1.0,0.030000001192092896,0.006000000052154064,0.024000000208616257,1.128,0.7966425469581117,1.7640580536287556,0.18408603815630387,0.6735549151738727,1.0074679946548706,0.963570314273596,0.370346722852366,0.13102648157213032,0.1585390605032444,0.04146173596382141,178.6250114950342,0.46200889348983765,0.5365466475486755,0.7093836665153503,0.1090850979089737,0.5492919683456421,0.3956943154335022,0.4593351185321808,0.763697624206543,0.9543912410736084,0.9759999997913837,0.646986542412868,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,0.0,0.07999999821186066,-1.0,0.2900000214576721,0.0,0.0,ramp_up_trot_robustness,ramp_up,2.0,trotting,1000,0.7536797523498535,0.7536797523498535,1.5086851119995117,0.5048784017562866,0.12613245844841003,0.2826167047023773,1.1379895210266113,0.12613245844841003,0.04519703984260559,0.4913182854652405,0.4363833963871002,0.7592617273330688,1.6187533140182495,0.7153851389884949,1.1211867332458496,0.2826167047023773,0.22658872604370117,0.01443851925432682,0.011498828418552876,0.4885018467903137,0.03664069622755051,321.05401611328125,229.55084228515625,32.05508041381836,38.293434143066406,433.3069763183594,0.07024834305047989,0.0572500005364418,0.732511043548584,2.866225004196167,1.0810000896453857,0.030173685401678085,0.04000015929341316,3.000000238418579,0.5,0.08000031858682632,0.2917522192001343,0.0,0.6357161998748779,0.6403340697288513,0.7473670244216919,0.41050294041633606,0.4325951933860779,0.7677015066146851,0.4231383502483368,0.25525400042533875,0.7743536233901978,0.5047856569290161,0.5,0.9749248623847961,0.9656897187232971,0.48150697350502014,0.5421794652938843,0.9998000264167786,0.029000001028180122,0.00800000037997961,0.021000001579523087,1.081,0.6776235405765784,1.628329465668914,0.21259595443612184,0.660593215517008,1.2723023673711567,1.0588610547403514,0.47601336750526363,0.16105076116827172,0.15086842700839043,0.049132369458675385,212.80386050060335,0.36073601245880127,0.44990354776382446,0.5952659845352173,0.1297779679298401,0.48055481910705566,0.37643733620643616,0.5153731107711792,0.7510748505592346,0.9656897187232971,0.9789999984204769,0.5912716975196814,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,0.0,0.07999999821186066,-1.0,0.2900000214576721,1.0,0.03999999910593033,ramp_up_trot_robustness,ramp_up,2.0,trotting,1000,0.7245578169822693,0.7245578169822693,1.584439754486084,0.42953020334243774,0.10829943418502808,0.2285124808549881,1.2198312282562256,0.10829943418502808,0.026349011808633804,0.49494683742523193,0.4416431188583374,0.6904292702674866,1.253406286239624,0.7161960601806641,1.186061143875122,0.2285124808549881,0.13230164349079132,0.010653170756995678,0.0045692333951592445,0.45474594831466675,0.03824692964553833,295.0417175292969,201.8709716796875,33.8780632019043,40.771610260009766,393.8901672363281,0.06354355067014694,0.06225000321865082,0.9563450813293457,3.8035287857055664,1.124000072479248,0.03168879449367523,0.04000015929341316,3.000000238418579,0.5,0.08000031858682632,0.29186171293258667,0.03813813254237175,0.6794469356536865,0.6659684181213379,0.8077054619789124,0.41530507802963257,0.4481128454208374,0.8017761707305908,0.4040638208389282,0.25188136100769043,0.7585932016372681,0.5187633037567139,0.5,0.9731955528259277,0.9578560590744019,0.2419092208147049,0.33413657546043396,1.0,0.03200000151991844,0.007000000216066837,0.02500000037252903,1.124,0.8508408298696063,1.8395439633671675,0.16232378694644173,0.6645623513699354,1.119556289893288,1.0890643433126999,0.3637329287963785,0.12337910743782726,0.15844397246837616,0.04155682399868965,186.21201386416502,0.47807636857032776,0.5932261943817139,0.7375303506851196,0.17432890832424164,0.4653625190258026,0.402728796005249,0.42913636565208435,0.7325307130813599,0.9578560590744019,0.974999999627471,0.6459270596313171,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,0.0,0.07999999821186066,0.0,0.33000001311302185,0.0,0.0,ramp_up_trot_robustness,ramp_up,2.0,trotting,1000,0.8142694234848022,0.8142694234848022,1.4466532468795776,0.5665432214736938,0.14967679977416992,0.33668482303619385,1.3066422939300537,0.14967679977416992,0.053192757070064545,0.502052903175354,0.4515668451786041,0.8628869652748108,2.273226737976074,0.7837195992469788,1.5198581218719482,0.33668482303619385,0.28182318806648254,0.0185930784791708,0.009832472540438175,0.4955470561981201,0.049272485077381134,315.08441162109375,224.34979248046875,33.74604034423828,41.61456298828125,672.3399658203125,0.06908966600894928,0.05391667038202286,0.8904809951782227,3.4233789443969727,1.0940001010894775,0.028933070600032806,0.04000015929341316,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0,0.597304105758667,0.5583221912384033,0.7501662373542786,0.4130805730819702,0.42629238963127136,0.7082890272140503,0.32692426443099976,0.25604021549224854,0.7585421800613403,0.49494677782058716,0.5,0.9723309278488159,0.9683759212493896,1.0,1.0,0.9995999932289124,0.03200000151991844,0.013000000268220901,0.01900000125169754,1.094,0.8139679680358776,1.7689632422885402,0.23063555031708477,0.6719872358747628,1.5077223676712084,1.2328252600721434,0.5308702177241463,0.1685987871237779,0.14466535300016403,0.05533544346690178,217.80230494123518,0.27695924043655396,0.3218831419944763,0.5663681030273438,0.09343423694372177,0.3732713460922241,0.37117037177085876,0.45734935998916626,0.763697624206543,0.9683759212493896,0.9809999987483025,0.5423137197891872,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,0.0,0.07999999821186066,0.0,0.33000001311302185,1.0,0.03999999910593033,ramp_up_trot_robustness,ramp_up,2.0,trotting,1000,0.7453886270523071,0.7453886270523071,1.5071691274642944,0.5075166821479797,0.12272538244724274,0.27448394894599915,1.2734968662261963,0.12272538244724274,0.03303807973861694,0.4890863299369812,0.4414517283439636,0.6367062330245972,0.9746980667114258,0.7317619323730469,1.2220368385314941,0.27448394894599915,0.15420006215572357,0.01329338550567627,0.005099601112306118,0.4861760437488556,0.03281417489051819,300.87249755859375,219.1153564453125,33.28371810913086,40.14494705200195,364.4745178222656,0.06302303075790405,0.06258333474397659,0.8380550742149353,3.1871986389160156,1.1119999885559082,0.03014339879155159,0.04000015929341316,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.03824646770954132,0.6018937826156616,0.5743693113327026,0.7900526523590088,0.406717449426651,0.48251432180404663,0.7376002073287964,0.37437161803245544,0.260762095451355,0.7633082866668701,0.5003499388694763,0.5,0.9749249219894409,0.965676486492157,0.4815293550491333,0.5422090291976929,1.0,0.029000001028180122,0.004999999888241291,0.024000000208616257,1.112,0.7536466310350157,1.6929812372241684,0.18176380205810216,0.6644183383561622,0.9872679812044072,1.105457750676838,0.3926831574637797,0.13562074552951842,0.15071699395775795,0.04928380250930786,199.62756141693964,0.35690245032310486,0.470756471157074,0.6922142505645752,0.14453139901161194,0.5187757611274719,0.3781924545764923,0.488436222076416,0.7313108444213867,0.965676486492157,0.9759999997913837,0.6110309150356514,"progress_score,survival_score,orientation_score,slip_score,energy_score,impact_score"
