metric,early10,late10,delta,final,min,max
gait_pronk_ratio,0.28189697265625,0.187353515625,-0.09454345703125003,0.193359375,0.1405029296875,0.2933349609375
gait_trot_ratio,0.2317626953125,0.25914306640625,0.027380371093750022,0.2587890625,0.189208984375,0.2789306640625
gait_bound_ratio,0.26065673828125,0.33365478515625,0.072998046875,0.3128662109375,0.2518310546875,0.3978271484375
gait_pace_ratio,0.22568359375,0.2198486328125,-0.0058349609374999944,0.2349853515625,0.208251953125,0.2730712890625
flat_trot_efficiency_trot_ratio,0.23131010532379145,0.2678485706448555,0.036538465321064056,0.2662259638309479,0.1760817319154739,0.2830528914928436
ramp_up_trot_robustness_trot_ratio,0.23388480991125102,0.2748161882162094,0.04093137830495838,0.2818627655506134,0.1954656988382339,0.3014706075191498
rough_slope_trot_robustness_trot_ratio,0.23302696943283077,0.2680759847164154,0.035049015283584645,0.28125,0.2015931457281112,0.2886029481887817
push_lateral_pace_recovery_pace_ratio,0.2336397156119346,0.23308824300765987,-0.0005514726042747387,0.2579656839370727,0.2101715803146362,0.2873774468898773
stepping_stones_easy_bound_highspeed_bound_ratio,0.2622549146413803,0.3602941244840622,0.09803920984268188,0.3412990272045135,0.2365196198225021,0.4240196347236633
