metric,early10,late10,delta,final,min,max
frequency_mean,2.8582675457000732,2.883157658576965,0.024890112876891912,2.8599350452423096,2.798818588256836,2.943868398666382
duration_mean,0.5026740312576294,0.4984447151422501,-0.004229316115379356,0.4968770742416382,0.4912360310554504,0.5109696984291077
footswing_height_mean,0.09301619529724117,0.10291825309395783,0.009902057796716657,0.1009100973606109,0.0914724245667457,0.1061453074216842
stance_width_mean,0.3508633762598038,0.3506608307361603,-0.00020254552364351586,0.3479970097541809,0.3468413352966308,0.3581653237342834
body_pitch_mean,-0.0027774206071626,0.0031704073189757196,0.00594782792613832,0.0012428112095221,-0.0094388965517282,0.0056480481289327
