iteration,reward,done_rate,edge_reset_rate,vx_err,weighted_metric_reward,selector_reference_penalty,orientation_penalty,slip_penalty,lateral_velocity_penalty,clearance_reward,policy_loss,value_loss,entropy,log_std_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_action_smoothness,score_action_magnitude,score_survival,gait_pronk_ratio,gait_trot_ratio,gait_bound_ratio,gait_pace_ratio,flat_trot_efficiency_trot_ratio,flat_trot_efficiency_count,flat_trot_efficiency_pronk_ratio,flat_trot_efficiency_bound_ratio,flat_trot_efficiency_pace_ratio,ramp_up_trot_robustness_trot_ratio,ramp_up_trot_robustness_count,ramp_up_trot_robustness_pronk_ratio,ramp_up_trot_robustness_bound_ratio,ramp_up_trot_robustness_pace_ratio,rough_slope_trot_robustness_trot_ratio,rough_slope_trot_robustness_count,rough_slope_trot_robustness_pronk_ratio,rough_slope_trot_robustness_bound_ratio,rough_slope_trot_robustness_pace_ratio,push_lateral_pace_recovery_pace_ratio,push_lateral_pace_recovery_count,push_lateral_pace_recovery_pronk_ratio,push_lateral_pace_recovery_trot_ratio,push_lateral_pace_recovery_bound_ratio,stepping_stones_easy_bound_highspeed_bound_ratio,stepping_stones_easy_bound_highspeed_count,stepping_stones_easy_bound_highspeed_pronk_ratio,stepping_stones_easy_bound_highspeed_trot_ratio,stepping_stones_easy_bound_highspeed_pace_ratio,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,action_clip_rate
10,0.6643100269138813,0.0179443359375,0.003466796930297278,0.48690280970185995,0.6643100269138813,0.37493896484375,0.033478399098385125,0.1381962129380554,0.050487907021306455,0.7121282573789358,-0.02709643036359921,45.47053289413452,5.060614436864853,-0.6714159846305847,0.5593678783625364,0.415170406922698,0.6452235877513885,0.27179597644135356,0.28924606554210186,0.5710274484008551,0.633921779692173,0.4356490094214678,0.6802983786910772,0.42370369005948305,0.7121282573789358,0.1300237092655152,0.7407376356422901,0.9998779315501451,0.2674560546875,0.2325439453125,0.257568359375,0.242431640625,0.23076924681663513,52,0.2578125,0.2572115361690521,0.25420674681663513,0.2561274468898773,51,0.2665441334247589,0.24264706671237946,0.2346813827753067,0.23651961982250214,51,0.2708333432674408,0.2598039209842682,0.23284314572811127,0.25183823704719543,51,0.2671568691730499,0.22855393588542938,0.25245100259780884,0.2757353186607361,51,0.2751225531101227,0.21078431606292725,0.23835785686969757,2.8128223419189453,0.5063107013702393,0.09637321531772614,0.35388070344924927,-0.004310444928705692,0.11481934040784836
11,0.6591196823865175,0.017333984375,0.003271484451033757,0.5044486718252301,0.6591196823865175,0.378173828125,0.03375196689739823,0.13423132337629795,0.05402179714292288,0.715435890480876,-0.025112295639701188,44.5476188659668,5.070358008146286,-0.67002272605896,0.5358927417546511,0.41214105393737555,0.6519556846469641,0.2736521507613361,0.28848598431795835,0.567711690440774,0.6304135620594025,0.4362410781905055,0.6807504892349243,0.4238665858283639,0.715435890480876,0.12892877007834613,0.7326520569622517,0.9998046904802322,0.2635498046875,0.2340087890625,0.2659912109375,0.2364501953125,0.24338942766189575,52,0.2680288553237915,0.2602163553237915,0.22836539149284363,0.24571079015731812,51,0.2720588445663452,0.24325981736183167,0.2389705926179886,0.23223039507865906,51,0.2567402124404907,0.27328431606292725,0.23774510622024536,0.23161765933036804,51,0.25857844948768616,0.22181373834609985,0.2879902124404907,0.2653186321258545,51,0.262254923582077,0.22671569883823395,0.24571079015731812,2.8551299571990967,0.5046381950378418,0.09551785886287689,0.3530600666999817,-0.005573874339461327,0.11767578125
12,0.6627437938004732,0.0174560546875,0.003369140735230758,0.5111422641202807,0.6627437938004732,0.381103515625,0.0360132516361773,0.1387325234245509,0.049145217053592205,0.7169132139533758,-0.024727647134568542,45.91849184036255,5.076018989086151,-0.668125569820404,0.5404689572751522,0.4141065552830696,0.6515291333198547,0.27029509795829654,0.28828716836869717,0.5682948399335146,0.6424411032348871,0.4398678317666054,0.6812314577400684,0.4222457828000188,0.7169132139533758,0.13158618193119764,0.733826307579875,0.9998779315501451,0.2655029296875,0.23681640625,0.25927734375,0.2384033203125,0.24098558723926544,52,0.2584134638309479,0.2680288553237915,0.23257212340831757,0.2395833432674408,51,0.2708333432674408,0.2389705926179886,0.2506127655506134,0.23161765933036804,51,0.2549019753932953,0.26286765933036804,0.2506127655506134,0.2138480395078659,51,0.27450981736183167,0.24816177785396576,0.26348039507865906,0.26286765933036804,51,0.26899510622024536,0.2236519753932953,0.2444853037595749,2.8344717025756836,0.5028141736984253,0.0968407541513443,0.3541257977485657,-0.006484470330178738,0.1175537109375
13,0.6535570118576288,0.0159912109375,0.0030517578743456397,0.5191754046827555,0.6535570118576288,0.37811279296875,0.038214609026908875,0.14820005744695663,0.050602491246536374,0.7329289112240076,-0.025115011376328766,45.44434189796448,5.083234548568726,-0.6671730875968933,0.5302088027819991,0.39978708047419786,0.632068308070302,0.2638903413899243,0.279577131383121,0.553858608007431,0.6283427514135838,0.4443198973312974,0.6763540711253881,0.4183819033205509,0.7329289112240076,0.13015636103227735,0.7362520638853312,0.9998535178601742,0.24072265625,0.2347412109375,0.2716064453125,0.2529296875,0.24639424681663513,52,0.22475962340831757,0.27704328298568726,0.25180289149284363,0.22794118523597717,51,0.2512255012989044,0.26776960492134094,0.25306373834609985,0.2236519753932953,51,0.27267158031463623,0.2659313678741455,0.23774510622024536,0.2542892098426819,51,0.23774510622024536,0.22732843458652496,0.280637264251709,0.2665441334247589,51,0.21752451360225677,0.24816177785396576,0.26776960492134094,2.798818588256836,0.4957520663738251,0.09841141104698181,0.35813939571380615,-0.006489954423159361,0.11865234375
14,0.6629009451717138,0.0186767578125,0.0035888672719011083,0.49471027683466673,0.6629009451717138,0.374267578125,0.03407572390278801,0.13722613640129566,0.04912243294529617,0.7252761274576187,-0.025902096764184535,46.98237466812134,5.08682706952095,-0.6664475798606873,0.5516481474041939,0.41441031638532877,0.6486373692750931,0.26933526806533337,0.2861706716939807,0.5704556908458471,0.6320543736219406,0.4432401731610298,0.683076148852706,0.4225376369431615,0.7252761274576187,0.1350095416419208,0.7290353588759899,0.9998535178601742,0.235107421875,0.2470703125,0.2730712890625,0.2447509765625,0.23798078298568726,52,0.2421875149011612,0.26442307233810425,0.2554086744785309,0.24264706671237946,51,0.24754902720451355,0.27267158031463623,0.23713235557079315,0.2598039209842682,51,0.23223039507865906,0.26838237047195435,0.2395833432674408,0.2346813827753067,51,0.24632354080677032,0.24142158031463623,0.27757352590560913,0.2824755012989044,51,0.20710785686969757,0.25367647409439087,0.2567402124404907,2.808577299118042,0.5013614892959595,0.09820185601711273,0.3546398878097534,-0.0048047457821667194,0.12255859375
15,0.6662224922329187,0.0162353515625,0.003149414138533757,0.4835606198757887,0.6662224922329187,0.373046875,0.03777661046478897,0.13424901850521564,0.05162425234448165,0.7339102774858475,-0.025182201468851417,43.8553671836853,5.092404633760452,-0.6653198599815369,0.5639739520847797,0.41794005036354065,0.636563228443265,0.2749758097343147,0.28551945462822914,0.5735631864517927,0.6311121303588152,0.4540791418403387,0.6832576207816601,0.42572854552417994,0.7339102774858475,0.13248258247040212,0.727243110537529,0.9999023452401161,0.2342529296875,0.2320556640625,0.2752685546875,0.2584228515625,0.2506009638309479,52,0.24278846383094788,0.25661057233810425,0.25,0.22610294818878174,51,0.25735294818878174,0.262254923582077,0.2542892098426819,0.23284314572811127,51,0.21629902720451355,0.2879902124404907,0.26286765933036804,0.2653186321258545,51,0.22181373834609985,0.23774510622024536,0.2751225531101227,0.29473039507865906,51,0.23284314572811127,0.21262255311012268,0.2598039209842682,2.873502731323242,0.5059283375740051,0.09549417346715927,0.3530956506729126,-0.005020142532885075,0.121337890625
16,0.6628355644643307,0.0157470703125,0.0030273438151198206,0.48282803036272526,0.6628355644643307,0.37249755859375,0.030856292985845357,0.13718048413284123,0.04876999370753765,0.7241434510797262,-0.02404759032651782,42.474365234375,5.095960557460785,-0.6639692783355713,0.5517372265458107,0.40910965111106634,0.6550693791359663,0.27072071516886353,0.28342164773494005,0.5659827850759029,0.6306341979652643,0.4566097194328904,0.682194247841835,0.4258517250418663,0.7241434510797262,0.13433035905472934,0.7293704356998205,0.9998779315501451,0.22802734375,0.2503662109375,0.266357421875,0.2552490234375,0.25,52,0.23617789149284363,0.2530048191547394,0.2608173191547394,0.2444853037595749,51,0.22794118523597717,0.28125,0.24632354080677032,0.2567402124404907,51,0.23223039507865906,0.24632354080677032,0.2647058963775635,0.2555147111415863,51,0.2132353037595749,0.24816177785396576,0.28308823704719543,0.26838237047195435,51,0.23039215803146362,0.25245100259780884,0.24877451360225677,2.8451874256134033,0.5059519410133362,0.09501232206821442,0.35492849349975586,-0.004216894507408142,0.11970215290784836
17,0.6551749967038631,0.0191650390625,0.0037597656719299266,0.5199836743995547,0.6551749967038631,0.36871337890625,0.033886523626279086,0.1435594609938562,0.05016498488839716,0.7296211887151003,-0.020084380244952627,50.42706823348999,5.0964295566082,-0.6624777913093567,0.5248001795262098,0.4054898852482438,0.6432832572609186,0.2695536222308874,0.28245397470891476,0.5615357849746943,0.6251743193715811,0.4500274434685707,0.6736357547342777,0.42254167795181274,0.7296211887151003,0.13348216679878533,0.7260305266827345,0.9999267589300871,0.22705078125,0.2435302734375,0.2867431640625,0.24267578125,0.24038462340831757,52,0.23137019574642181,0.2884615361690521,0.2397836595773697,0.23590686917304993,51,0.24264706671237946,0.27389708161354065,0.24754902720451355,0.2506127655506134,51,0.23284314572811127,0.28921568393707275,0.22732843458652496,0.2696078419685364,51,0.21691177785396576,0.24816177785396576,0.2653186321258545,0.3167892396450043,51,0.21139706671237946,0.24264706671237946,0.2291666716337204,2.847986936569214,0.5020030736923218,0.0974731370806694,0.35489287972450256,-0.003393494989722967,0.1243896484375
18,0.6628274992108345,0.016357421875,0.0031005859946162673,0.47785365860909224,0.6628274992108345,0.36920166015625,0.03589654469396919,0.13718050927855074,0.04960699507500976,0.7301027476787567,-0.02386406848381739,39.21682143211365,5.099771112203598,-0.6607888340950012,0.5586540047079325,0.409280002117157,0.6376945525407791,0.2654343224130571,0.27882373705506325,0.5651925653219223,0.6259011775255203,0.4586264109238982,0.6798999309539795,0.42031104303896427,0.7301027476787567,0.1287171756848693,0.7285327855497599,0.9998291041702032,0.2176513671875,0.257568359375,0.2762451171875,0.24853515625,0.2608173191547394,52,0.22295673191547394,0.25,0.2662259638309479,0.2616421580314636,51,0.2132353037595749,0.2598039209842682,0.2653186321258545,0.2549019753932953,51,0.23100490868091583,0.28125,0.23284314572811127,0.23713235557079315,51,0.21507354080677032,0.2506127655506134,0.2971813976764679,0.293504923582077,51,0.20588235557079315,0.2598039209842682,0.24080882966518402,2.8878402709960938,0.5001310706138611,0.09569042176008224,0.3516732156276703,-0.0031683268025517464,0.12485351413488388
19,0.6628250926733017,0.018310546875,0.0036376953903527465,0.49242990277707577,0.6628250926733017,0.37078857421875,0.033807899337261915,0.14075412694364786,0.05067680182401091,0.7314105052500963,-0.022092102211900055,43.99503684043884,5.102798938751221,-0.6592075228691101,0.5526418630033731,0.40807947237044573,0.6424946952611208,0.26884050061926246,0.2829610137268901,0.5654665809124708,0.620152972638607,0.4535678308457136,0.680080084130168,0.4236607765778899,0.7314105052500963,0.12790642422623932,0.7253936547785997,0.999975586310029,0.215087890625,0.2515869140625,0.2799072265625,0.25341796875,0.2524038553237915,52,0.20673078298568726,0.27944713830947876,0.26141828298568726,0.25857844948768616,51,0.22058823704719543,0.27267158031463623,0.24816177785396576,0.24264706671237946,51,0.22855393588542938,0.2879902124404907,0.24080882966518402,0.25,51,0.21813726425170898,0.2610294222831726,0.2708333432674408,0.28860294818878174,51,0.20159314572811127,0.24325981736183167,0.2665441334247589,2.8242478370666504,0.5039834976196289,0.09744876623153687,0.3551194667816162,-0.00623181089758873,0.126220703125
20,0.659620713442564,0.017333984375,0.0032226563071162673,0.5064757028594613,0.659620713442564,0.36712646484375,0.03828366566449404,0.1387826707214117,0.05307994096074253,0.7360365968197584,-0.02253284107428044,42.425771713256836,5.104059934616089,-0.6576571464538574,0.5444761663675308,0.4058655072003603,0.6392259802669287,0.2671723086386919,0.28073005098849535,0.5622228011488914,0.621058713644743,0.44984562415629625,0.6818793024867773,0.41946420446038246,0.7360365968197584,0.12630100664682686,0.7272117473185062,0.9997558631002903,0.21435546875,0.25244140625,0.277587890625,0.255615234375,0.24819712340831757,52,0.2241586595773697,0.27223557233810425,0.2554086744785309,0.2616421580314636,51,0.21507354080677032,0.27818629145622253,0.2450980544090271,0.2591911852359772,51,0.21813726425170898,0.2702206075191498,0.25245100259780884,0.26286765933036804,51,0.21629902720451355,0.2506127655506134,0.2702206075191498,0.2971813976764679,51,0.1979166716337204,0.24264706671237946,0.262254923582077,2.8419108390808105,0.5076495409011841,0.09702169895172119,0.356361985206604,-0.008010869845747948,0.13349609076976776
21,0.6578927244991064,0.016845703125,0.003320312558571459,0.5153525620698929,0.6578927244991064,0.365966796875,0.03559800033690408,0.14259689068421721,0.04942245502024889,0.745413314551115,-0.024559304845752195,43.13175082206726,5.110330283641815,-0.6567770838737488,0.5298078013584018,0.3986841421574354,0.6448260750621557,0.26782391173765063,0.2827630704268813,0.5543570928275585,0.6232071351259947,0.46201869286596775,0.6756868772208691,0.42253016121685505,0.745413314551115,0.12944825063459575,0.7250512521713972,0.9999511726200581,0.2083740234375,0.2371826171875,0.291015625,0.263427734375,0.24098558723926544,52,0.21274039149284363,0.301682710647583,0.2445913553237915,0.25367647409439087,51,0.20465686917304993,0.27879902720451355,0.26286765933036804,0.24877451360225677,51,0.20955882966518402,0.27941176295280457,0.262254923582077,0.2763480544090271,51,0.21200981736183167,0.23774510622024536,0.27389708161354065,0.32107844948768616,51,0.2028186321258545,0.20465686917304993,0.2714460790157318,2.8703699111938477,0.5020548105239868,0.09845271706581116,0.3559609055519104,-0.008615631610155106,0.1314697265625
22,0.6636460889130831,0.0167236328125,0.003222656301659299,0.49248266499489546,0.6636460889130831,0.364501953125,0.03353743255138397,0.1338434547651559,0.04762203153222799,0.7445412389934063,-0.023651647265069187,39.419522285461426,5.112111955881119,-0.655452311038971,0.5499238334596157,0.40613070130348206,0.6500736065208912,0.27162302238866687,0.2829054417088628,0.5617575272917747,0.6343898959457874,0.4618728179484606,0.6799796968698502,0.4230976356193423,0.7445412389934063,0.12466628313995898,0.7208769824355841,0.9998779315501451,0.2078857421875,0.250244140625,0.2825927734375,0.25927734375,0.25120192766189575,52,0.2187500149011612,0.27463942766189575,0.2554086744785309,0.25245100259780884,51,0.20404411852359772,0.28921568393707275,0.2542892098426819,0.25857844948768616,51,0.22303922474384308,0.26409316062927246,0.2542892098426819,0.28308823704719543,51,0.19178922474384308,0.25,0.2751225531101227,0.31004902720451355,51,0.20159314572811127,0.2389705926179886,0.24938726425170898,2.8206658363342285,0.5016730427742004,0.09619159996509552,0.3560401201248169,-0.0038189992774277925,0.13525390625
