task_id,condition,cmd_vx,target_gait,requested_gait,samples,reward_mean,weighted_metric_reward,done_rate,vx_err_mean,lateral_offset_mean,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,pronk_ratio,trot_ratio,bound_ratio,pace_ratio,requested_gait_actual_ratio,score_action_boundary_margin,score_action_magnitude,score_action_smoothness,score_clearance,score_energy,score_gait_stability,score_lateral_drift,score_orientation,score_pitch_rate,score_progress,score_roll_rate,score_slip,score_survival,score_vertical_bounce,score_yaw_rate,score_yaw_tracking
flat_trot_efficiency,flat,0.5,trotting,pronking,32000.0,0.8578431877493858,0.8578431877493858,0.009375,0.060780817525461314,1.5341706309318544,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9907350957393646,0.5,0.6149458325654268,0.9918937737345696,0.44406677278131246,0.8775956794023514,0.4609019341468811,0.9604260142445564,0.5741565475761891,0.9262813670635224,1.0,0.23235530939884483,0.9506941896677017,0.8938399097323417
flat_trot_efficiency,flat,0.5,trotting,trotting,32000.0,0.9131544271111488,0.9131544271111488,0.0099375,0.06285788875818253,1.5972757952213288,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5469466518163681,1.0,0.4101726943701506,0.9090912624001503,0.6998063500225544,0.95937542283535,0.5343358097970485,0.9353177661895752,1.0,0.8764191359877587,0.904562261044979,0.8110548241734504
flat_trot_efficiency,flat,0.5,trotting,bounding,32000.0,0.8979494383335114,0.8979494383335114,0.010125,0.11598155430518091,1.5842732470035552,3.0,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9899939033985138,1.0,0.5298741452097893,0.9912452755570411,0.4142335627581924,0.738980258256197,0.13139769583057204,0.919993067920208,0.6306579008102416,0.9105256804227829,0.9999749999046326,0.8454737395048142,0.9356695061922073,0.8674066158533096
flat_trot_efficiency,flat,0.5,trotting,pacing,32000.0,0.8793626243472099,0.8793626243472099,0.00959375,0.05423840826004744,1.641601493537426,2.5,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9905189146399498,1.0,0.5789348965883255,0.9917046282291412,0.2142006155103445,0.9153338283896446,0.7135944291353226,0.9088404724001884,0.3083362715058029,0.9004575749635696,1.0,0.823382297217846,0.9015669534206391,0.8074195162057877
flat_trot_efficiency,flat,1.0,trotting,pronking,32000.0,0.8394543045163154,0.8394543045163154,0.01796875,0.13478654910996557,1.5188435776233673,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9822731498479843,0.5,0.5914592809081077,0.9844900860786437,0.42310311982780696,0.8995356274843216,0.540716520935297,0.8921462646126748,0.5495623191893101,0.8763619748950005,1.0,0.2327679962180555,0.9189988102912903,0.8380585567951202
flat_trot_efficiency,flat,1.0,trotting,trotting,32000.0,0.890444921374321,0.890444921374321,0.01834375,0.12182206458039582,1.5197400971651078,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5164202090501785,1.0,0.4069257336258888,0.916594364643097,0.6569539443254471,0.9029840688705444,0.5953848626613617,0.8763184586167335,1.0,0.8045070208907127,0.8669014601707459,0.7542289934754371
flat_trot_efficiency,flat,1.0,trotting,bounding,32000.0,0.8756109579205513,0.8756109579205513,0.0185625,0.16781169956177472,1.53263479334116,3.0,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9816246065497398,1.0,0.49669527810812,0.9839226507544517,0.40985501486063003,0.7641659115552902,0.15336387810856103,0.8688181648254395,0.6376542344093322,0.8535169926285744,0.9999499998092651,0.7820312456190586,0.8901357911229134,0.7884451221823693
flat_trot_efficiency,flat,1.0,trotting,pacing,32000.0,0.8598378057479859,0.8598378057479859,0.0186875,0.13543052388355137,1.4888510788083076,2.5,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9814701914787293,1.0,0.5336064256727695,0.9837875464558601,0.23889015793055296,0.9220333425998688,0.6033516774475575,0.8436561998128891,0.3367506314516068,0.8384777423739433,1.0,0.7830210781395436,0.8688191421627999,0.7601448793411255
flat_trot_efficiency,flat,1.5,trotting,pronking,32000.0,0.8197459363937378,0.8197459363937378,0.02390625,0.27427629351615906,1.4379126209020614,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9764053771495819,0.5,0.5538856248557568,0.9793561416864395,0.4323254281431437,0.8947720301151275,0.5633453715443612,0.7866059164702892,0.5407249604165554,0.8204532688260079,1.0,0.24870070730149746,0.8904224237203598,0.7870332887172699
flat_trot_efficiency,flat,1.5,trotting,trotting,32000.0,0.8649054993987083,0.8649054993987083,0.02571875,0.21655998220294714,1.4797969608902932,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.47982036346197127,1.0,0.3861500804498792,0.9214746239185333,0.5962397192716599,0.8334827808737755,0.6092764745652676,0.81074349963665,1.0,0.7541775959432125,0.8074425864219665,0.675263590067625
flat_trot_efficiency,flat,1.5,trotting,bounding,32000.0,0.8462177910208702,0.8462177910208702,0.02596875,0.2636335865482688,1.457344033241272,3.0,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9743670982122421,1.0,0.44520992508530616,0.9775727722644806,0.41134100034832954,0.7636759645938873,0.14691118723154067,0.7912931330800056,0.6032870979905128,0.7829435442090035,0.9998999996185303,0.694409032702446,0.8425971266627311,0.7130790870189667
flat_trot_efficiency,flat,1.5,trotting,pacing,32000.0,0.8289042165875435,0.8289042165875435,0.02646875,0.2621185999251902,1.3802060982584954,2.5,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9738729699850083,1.0,0.4707724795639515,0.9771404404640198,0.25348375483602287,0.9057054001092911,0.6077455481290818,0.7536707274913788,0.3345821082293987,0.7607955634593964,1.0,0.6833324991166592,0.8347637555599212,0.722966363966465
flat_trot_efficiency,flat,2.0,trotting,pronking,32000.0,0.7936141129732132,0.7936141129732132,0.029625,0.48473782105743884,1.3961578773856163,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9707846685647964,0.5,0.5040575395226479,0.9744383640885353,0.416762561686337,0.8812474519014358,0.4301796276569366,0.6316800557523966,0.5217633875906468,0.769609517455101,0.9999937499761582,0.2696912699788809,0.864669117629528,0.75034816801548
flat_trot_efficiency,flat,2.0,trotting,trotting,32000.0,0.8399600324630737,0.8399600324630737,0.03221875,0.38949445268511773,1.3869071078300477,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.4323704750239849,1.0,0.38942487235367296,0.9157882663011551,0.5528281001448632,0.7278926119506359,0.5042978022396565,0.7544390417933464,1.0,0.7342790178358555,0.7260899258852005,0.5624162503182888
flat_trot_efficiency,flat,2.0,trotting,bounding,32000.0,0.8035851845145225,0.8035851845145225,0.0315,0.45875528059899806,1.40386849796772,3.0,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9689316877126694,1.0,0.3887714173197746,0.9728171180486679,0.40259631168842314,0.7222032161355019,0.12821827836334707,0.6286132501065731,0.5278635715842247,0.7315729428529739,0.9999249997138977,0.5539309149384498,0.8020967547893524,0.6543174951970577
flat_trot_efficiency,flat,2.0,trotting,pacing,32000.0,0.7997414005994796,0.7997414005994796,0.0316875,0.4281938842535019,1.3261049402952194,2.5,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9686846235990524,1.0,0.4133326500058174,0.9726009514927864,0.26012371049076316,0.882727915585041,0.5972951464354992,0.6535631411224604,0.29880393654108045,0.6934601096510887,0.9999937499761582,0.6295343178510666,0.766831433057785,0.6277698350846768
ramp_up_trot_robustness,ramp_up,0.5,trotting,pronking,32000.0,0.9058243252635002,0.9058243252635002,0.00984375,0.0748650088943541,1.6813836347460747,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9902718505263328,0.5,0.61978998619318,0.9914884626865387,0.3675222841352224,0.8646787852048874,0.5574373335540295,0.9483013079166412,0.5831317949295044,0.9205222994089126,1.0,0.22629924359172582,0.9359371520280838,0.8720470367670059
ramp_up_trot_robustness,ramp_up,0.5,trotting,trotting,32000.0,0.9052972260713578,0.9052972260713578,0.00934375,0.07868196748197079,1.6499003267288208,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5540219053030014,1.0,0.3660990212708712,0.8801164481043816,0.6606457785367966,0.9420177085399628,0.5146292103826999,0.9251759186983108,0.9999937499761582,0.8177864157557487,0.8851077023148537,0.7878897098898887
ramp_up_trot_robustness,ramp_up,0.5,trotting,bounding,32000.0,0.8783668216466903,0.8783668216466903,0.009375,0.11704411470517516,1.781963911473751,3.0,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9907350957393646,1.0,0.5117358734905719,0.9918937739133835,0.3413658455610275,0.7148920831680298,0.12545464564750727,0.9151371254324913,0.6023350362181663,0.8963605684041976,0.9999874999523163,0.7793147853314877,0.8760646779537201,0.7597697961330414
ramp_up_trot_robustness,ramp_up,0.5,trotting,pacing,32000.0,0.8800211549401283,0.8800211549401283,0.00928125,0.10166304643824696,1.5372396209836006,2.5,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.990827744781971,1.0,0.5867348368167877,0.9919748361110687,0.22782194902747868,0.8884996981620789,0.703161138176918,0.8792319052219391,0.30356582398712634,0.8985025613904,0.9999374997615814,0.7204188186526298,0.8692458983063698,0.7581492278575898
ramp_up_trot_robustness,ramp_up,1.0,trotting,pronking,32000.0,0.8873931773900986,0.8873931773900986,0.01803125,0.1374193723499775,1.5495538919568062,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9821496177911758,0.5,0.5920406678318977,0.9843820034265518,0.3672668425887823,0.8701718796491623,0.5898609575331211,0.8869035210609436,0.5291015293300152,0.8658663607239723,1.0,0.22721747776865958,0.8806767441034317,0.781430628657341
ramp_up_trot_robustness,ramp_up,1.0,trotting,trotting,32000.0,0.8813970149755478,0.8813970149755478,0.018,0.15593784028664232,1.4840570248961449,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5206057476699353,1.0,0.3544906411021948,0.8600608983039856,0.5971669391989708,0.8626964211463928,0.5228038342893123,0.8625432686209679,0.9999499998092651,0.6732636067271233,0.8239174591898918,0.7024140746891498
ramp_up_trot_robustness,ramp_up,1.0,trotting,bounding,32000.0,0.8593743794560432,0.8593743794560432,0.01840625,0.19552849274873735,1.5708356199264526,3.0,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9816863725781441,1.0,0.49119253039360045,0.9839766924977302,0.3500334675759077,0.7129877433180809,0.1572406746894121,0.8352504426240921,0.5804980239868164,0.8361364565491677,0.9998812496066093,0.6573641162216664,0.8536704205870629,0.7368479048013687
ramp_up_trot_robustness,ramp_up,1.0,trotting,pacing,32000.0,0.8601466117501259,0.8601466117501259,0.019,0.16294912739098072,1.4667094836831094,2.5,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9811613613367081,1.0,0.5426193462014198,0.9835173391103744,0.2353471187725663,0.8731088216900825,0.6321455136239529,0.8146567728519439,0.32404327009618283,0.8327882844209671,0.9998999996185303,0.5953650318980217,0.83716467410326,0.7215766814947129
ramp_up_trot_robustness,ramp_up,1.5,trotting,pronking,32000.0,0.8596284695267677,0.8596284695267677,0.02490625,0.2844942704960704,1.3886423316597938,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9754171206951141,0.5,0.5520748859047889,0.9784914781451225,0.3700053690522909,0.8266494213938713,0.5422159445583821,0.7781821812987327,0.49008921182155607,0.8141449473500252,0.9998562494516373,0.23758751882612705,0.8152536675930023,0.6880778207480908
ramp_up_trot_robustness,ramp_up,1.5,trotting,trotting,32000.0,0.8535548287630081,0.8535548287630081,0.02440625,0.2846551115885377,1.4071038973629475,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.4816856283545494,1.0,0.3233901605308056,0.8355463848114014,0.5465170364677906,0.7723882376253605,0.5025699971020222,0.801577576816082,0.9998999996185303,0.5662006691396236,0.7409139060974121,0.5978015140295029
ramp_up_trot_robustness,ramp_up,1.5,trotting,bounding,32000.0,0.8321366199851036,0.8321366199851036,0.02559375,0.3209746436178684,1.4544124540686607,3.0,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9747685773968696,1.0,0.4458050021529198,0.977924042403698,0.3466508874595165,0.6880457068681717,0.14619144479185342,0.7322590063214303,0.5641944099068642,0.7720906308293343,0.9998312493562699,0.526695172727108,0.7964660613536835,0.6555975861847401
ramp_up_trot_robustness,ramp_up,1.5,trotting,pacing,32000.0,0.8331118402481079,0.8331118402481079,0.02540625,0.29465698153525594,1.3545807936191558,2.5,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9749229924678803,1.0,0.4863712914288044,0.9780591458678246,0.23933813408017157,0.8327487931251526,0.5998086260557175,0.7240587857067585,0.31165445621311666,0.7649333074092864,0.9998874996304512,0.49021409296989443,0.7704045237898827,0.6388942565619945
ramp_up_trot_robustness,ramp_up,2.0,trotting,pronking,32000.0,0.8199950281977654,0.8199950281977654,0.03025,0.5152826226651669,1.3363017416596412,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9701052422523498,0.5,0.5005047927498818,0.9738439065814019,0.32913351884484293,0.7569026560783386,0.41241280883550646,0.616860592097044,0.45424365684390067,0.7694653013348579,0.9998062492609024,0.2581066857427359,0.7337613106369972,0.5822839642763138
ramp_up_trot_robustness,ramp_up,2.0,trotting,trotting,32000.0,0.822717837870121,0.822717837870121,0.0305,0.49591259445250035,1.343837795138359,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.4337254506647587,1.0,0.2954144044518471,0.8060307691097259,0.5026274513304233,0.6521405965089798,0.42381283193826674,0.7452245600223542,0.9998374993801117,0.49362293803691865,0.6508335163891316,0.49377237087488174
ramp_up_trot_robustness,ramp_up,2.0,trotting,bounding,32000.0,0.7940184725522995,0.7940184725522995,0.03059375,0.5516208183765411,1.3327411929965018,3.0,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9697964121103286,1.0,0.3911622219979763,0.9735736998319626,0.3344440020173788,0.6324026959836483,0.1257475134804845,0.5661199000477791,0.48301438441872596,0.7146419635415078,0.9998562494516373,0.43535859921574593,0.7085404168963433,0.5446377222836017
