iteration,reward,done_rate,edge_reset_rate,vx_err,weighted_metric_reward,selector_reference_penalty,orientation_penalty,slip_penalty,lateral_velocity_penalty,lateral_position_penalty,clearance_reward,gait_switch_penalty,action_boundary_penalty,policy_loss,value_loss,entropy,log_std_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,gait_pronk_ratio,gait_trot_ratio,gait_bound_ratio,gait_pace_ratio,gait_switch_rate,flat_trot_efficiency_trot_ratio,flat_trot_efficiency_count,flat_trot_efficiency_gait_switch_rate,flat_trot_efficiency_pronk_ratio,flat_trot_efficiency_bound_ratio,flat_trot_efficiency_pace_ratio,ramp_up_trot_robustness_trot_ratio,ramp_up_trot_robustness_count,ramp_up_trot_robustness_gait_switch_rate,ramp_up_trot_robustness_pronk_ratio,ramp_up_trot_robustness_bound_ratio,ramp_up_trot_robustness_pace_ratio,rough_slope_trot_robustness_trot_ratio,rough_slope_trot_robustness_count,rough_slope_trot_robustness_gait_switch_rate,rough_slope_trot_robustness_pronk_ratio,rough_slope_trot_robustness_bound_ratio,rough_slope_trot_robustness_pace_ratio,push_lateral_pace_recovery_pace_ratio,push_lateral_pace_recovery_count,push_lateral_pace_recovery_gait_switch_rate,push_lateral_pace_recovery_pronk_ratio,push_lateral_pace_recovery_trot_ratio,push_lateral_pace_recovery_bound_ratio,stepping_stones_easy_bound_highspeed_bound_ratio,stepping_stones_easy_bound_highspeed_count,stepping_stones_easy_bound_highspeed_gait_switch_rate,stepping_stones_easy_bound_highspeed_pronk_ratio,stepping_stones_easy_bound_highspeed_trot_ratio,stepping_stones_easy_bound_highspeed_pace_ratio,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,action_clip_rate,flat_trot_efficiency_action_clip_rate,flat_trot_efficiency_frequency_mean,flat_trot_efficiency_duration_mean,flat_trot_efficiency_footswing_height_mean,flat_trot_efficiency_stance_width_mean,flat_trot_efficiency_body_pitch_mean,ramp_up_trot_robustness_action_clip_rate,ramp_up_trot_robustness_frequency_mean,ramp_up_trot_robustness_duration_mean,ramp_up_trot_robustness_footswing_height_mean,ramp_up_trot_robustness_stance_width_mean,ramp_up_trot_robustness_body_pitch_mean,rough_slope_trot_robustness_action_clip_rate,rough_slope_trot_robustness_frequency_mean,rough_slope_trot_robustness_duration_mean,rough_slope_trot_robustness_footswing_height_mean,rough_slope_trot_robustness_stance_width_mean,rough_slope_trot_robustness_body_pitch_mean,push_lateral_pace_recovery_action_clip_rate,push_lateral_pace_recovery_frequency_mean,push_lateral_pace_recovery_duration_mean,push_lateral_pace_recovery_footswing_height_mean,push_lateral_pace_recovery_stance_width_mean,push_lateral_pace_recovery_body_pitch_mean,stepping_stones_easy_bound_highspeed_action_clip_rate,stepping_stones_easy_bound_highspeed_frequency_mean,stepping_stones_easy_bound_highspeed_duration_mean,stepping_stones_easy_bound_highspeed_footswing_height_mean,stepping_stones_easy_bound_highspeed_stance_width_mean,stepping_stones_easy_bound_highspeed_body_pitch_mean
15,0.6689409427344799,0.0191650390625,0.0036621094586735126,0.4214677205309272,0.6689409427344799,0.36376953125,0.03056894929613918,0.11552252131514251,0.05553223588503897,3.4253829941153526,0.7412875629961491,0.1177978515625,2.9695359501147323e-05,-0.02471763305948116,20.80876886844635,5.000050663948059,-0.6778278350830078,0.6151618845760822,0.4677611542865634,0.6894177254289389,0.3104677079245448,0.3207671772688627,0.6203589737415314,0.2891634749248624,0.4734452348202467,0.7078215312212706,0.45408303663134575,0.7412875629961491,0.7962887082248926,0.398169063962996,0.7214063759893179,0.9998878352344036,0.9998291041702032,0.1981201171875,0.2821044921875,0.2574462890625,0.2623291015625,0.23739919066429138,0.2680288553237915,52,0.23697270452976227,0.21033655107021332,0.25961539149284363,0.26201924681663513,0.2696078419685364,51,0.23655913770198822,0.19975490868091583,0.27450981736183167,0.2561274468898773,0.2922794222831726,51,0.23782415688037872,0.1985294222831726,0.23774510622024536,0.2714460790157318,0.2653186321258545,51,0.24098670482635498,0.19056373834609985,0.2959558963775635,0.24816177785396576,0.2671568691730499,51,0.23466159403324127,0.19117647409439087,0.28492647409439087,0.2567402124404907,2.7684783935546875,0.5020652413368225,0.09899149090051651,0.3535589873790741,-0.005643866956233978,0.0,0.0,2.7987992763519287,0.4998897910118103,0.09999731928110123,0.3552849292755127,-0.004706092178821564,0.0,2.803658962249756,0.5002368688583374,0.09966522455215454,0.3546668291091919,-0.00518326461315155,0.0,2.801992177963257,0.50196772813797,0.09926727414131165,0.3541806936264038,-0.003641493385657668,0.0,2.797010898590088,0.5045713782310486,0.09876617789268494,0.35359740257263184,-0.008022256195545197,0.0,2.79152250289917,0.5042106509208679,0.09880542755126953,0.35292601585388184,-0.00942598283290863
16,0.6646381709724665,0.0167236328125,0.0032470703772560228,0.4365957258269191,0.6646381709724665,0.37225341796875,0.03404041432077065,0.12149532907642424,0.05814473063219339,3.4825485423207283,0.7495499029755592,0.1175537109375,4.176540710232324e-05,-0.02665063110180199,19.603585600852966,5.002215772867203,-0.6772437691688538,0.6139484886080027,0.47089166939258575,0.6736067794263363,0.3059502840042114,0.3165166499093175,0.6229601297527552,0.27348402980715036,0.48179902881383896,0.702105026692152,0.45420917589217424,0.7495499029755592,0.7967109084129333,0.4005117677152157,0.7241010647267103,0.999846113845706,0.9999023452401161,0.2044677734375,0.255615234375,0.2718505859375,0.26806640625,0.23324091732501984,0.24879808723926544,52,0.2295285314321518,0.23016828298568726,0.25600963830947876,0.2650240361690521,0.25245100259780884,51,0.23592661321163177,0.1979166716337204,0.262254923582077,0.2873774468898773,0.2395833432674408,51,0.23339657485485077,0.19730393588542938,0.29901960492134094,0.26409316062927246,0.2714460790157318,51,0.23402908444404602,0.1930147111415863,0.25857844948768616,0.2769607901573181,0.2653186321258545,51,0.23339657485485077,0.2034313827753067,0.27879902720451355,0.25245100259780884,2.7727460861206055,0.5006345510482788,0.1018308624625206,0.35621172189712524,-0.006668496411293745,0.0,0.0,2.797027111053467,0.49875205755233765,0.1001388356089592,0.35514628887176514,-0.005200817249715328,0.0,2.7996630668640137,0.49615946412086487,0.10035169124603271,0.3556267321109772,-0.004388813860714436,0.0,2.801814079284668,0.4988539516925812,0.10110064595937729,0.35647082328796387,-0.006004150956869125,0.0,2.7929563522338867,0.5027015805244446,0.10015695542097092,0.35407257080078125,-0.00656833965331316,0.0,2.788756847381592,0.5027867555618286,0.09806840866804123,0.35295823216438293,-0.008439796045422554
17,0.6670713759958744,0.0194091796875,0.0037109375934960553,0.43597574438899755,0.6670713759958744,0.3699951171875,0.032268071838188916,0.11272595077753067,0.055302301538176835,3.403301402926445,0.7404708340764046,0.11859130859375,1.3009201698110928e-05,-0.023499835398979485,23.058907508850098,4.996160954236984,-0.6770114898681641,0.6076774410903454,0.47015753481537104,0.6841346509754658,0.3061431907117367,0.32401067297905684,0.6214902587234974,0.28977331798523664,0.4701195415109396,0.7114741839468479,0.456452582962811,0.7404708340764046,0.7949165645986795,0.39409839641302824,0.7255619261413813,0.9999494682997465,0.9998291041702032,0.201416015625,0.2706298828125,0.2708740234375,0.257080078125,0.23790322244167328,0.24819712340831757,52,0.2338709682226181,0.1850961595773697,0.29266828298568726,0.2740384638309479,0.2861519753932953,51,0.23466159403324127,0.20649510622024536,0.27757352590560913,0.2297794222831726,0.2561274468898773,51,0.24414926767349243,0.21139706671237946,0.2751225531101227,0.25735294818878174,0.25857844948768616,51,0.23908917605876923,0.1881127506494522,0.2959558963775635,0.25735294818878174,0.2512255012989044,51,0.23782415688037872,0.21629902720451355,0.2671568691730499,0.2653186321258545,2.7933216094970703,0.49870574474334717,0.099786177277565,0.3553513288497925,-0.006042704917490482,0.0,0.0,2.7912728786468506,0.4987327754497528,0.10157685726881027,0.356970876455307,-0.003905033925548196,0.0,2.813182830810547,0.4987141191959381,0.09902090579271317,0.3530831038951874,-0.004263696260750294,0.0,2.806837558746338,0.49927014112472534,0.0994175598025322,0.3545452952384949,-0.004457599949091673,0.0,2.7920243740081787,0.5016778707504272,0.0984707772731781,0.3534958064556122,-0.005545327439904213,0.0,2.792836904525757,0.5017369389533997,0.09765637665987015,0.35297641158103943,-0.0077685886062681675
18,0.6666692029684782,0.0194091796875,0.0035156250651198206,0.4445691341534257,0.6666692029684782,0.35791015625,0.035331635328475386,0.12104324088431895,0.06331843498628587,3.2109090462327003,0.7392895184457302,0.1185302734375,1.1378999388966804e-05,-0.02228696725796908,22.774312496185303,4.986793547868729,-0.6770541071891785,0.5993356946855783,0.4516800604760647,0.675892848521471,0.30903714522719383,0.3189680026844144,0.6042342893779278,0.31098130624741316,0.47731056436896324,0.7097462173551321,0.44984078127890825,0.7392895184457302,0.7950221076607704,0.3936913376674056,0.7283687386661768,0.9999554306268692,0.9996337946504354,0.17919921875,0.295166015625,0.2730712890625,0.2525634765625,0.23891128599643707,0.29086539149284363,52,0.2431761771440506,0.17367789149284363,0.28305289149284363,0.2524038553237915,0.29411765933036804,51,0.23845666646957397,0.18688726425170898,0.262254923582077,0.2567402124404907,0.2873774468898773,51,0.23592661321163177,0.1936274617910385,0.27818629145622253,0.24080882966518402,0.26899510622024536,51,0.23719164729118347,0.1672794222831726,0.3014706075191498,0.262254923582077,0.27941176295280457,51,0.23972168564796448,0.17463235557079315,0.3020833432674408,0.24387255311012268,2.814713954925537,0.4989399313926697,0.09929223358631134,0.3535793423652649,-0.004028556868433952,0.0,0.0,2.8046677112579346,0.49760445952415466,0.10008574277162552,0.35454532504081726,-0.002856461564078927,0.0,2.8205435276031494,0.4979691803455353,0.09890308231115341,0.3537508249282837,-0.0035690627992153168,0.0,2.830350875854492,0.49971136450767517,0.09901370853185654,0.35456302762031555,-0.003472746117040515,0.0,2.801393985748291,0.5013402700424194,0.09945428371429443,0.3544890582561493,-0.005388469435274601,0.0,2.808649778366089,0.5025839805603027,0.09824053198099136,0.3531065583229065,-0.007801959756761789
19,0.6683876477181911,0.01953125,0.00375976572286163,0.44533509854227304,0.6683876477181911,0.36322021484375,0.031398575578350574,0.11464053043164313,0.05760043009649962,2.9096392542123795,0.7441178932785988,0.11724853515625,4.172351532369389e-06,-0.025717667187564075,27.44185495376587,4.979442924261093,-0.6777512431144714,0.605473842471838,0.4583637462928891,0.6820580773055553,0.3079670537263155,0.3229307811707258,0.610355569049716,0.30554379243403673,0.4818498995155096,0.711310712620616,0.45688277669250965,0.7441178932785988,0.7972386572510004,0.3959834333509207,0.7330195959657431,0.9999835826456547,0.9998535178601742,0.1923828125,0.2755126953125,0.265380859375,0.2667236328125,0.23525704443454742,0.286057710647583,52,0.2295285314321518,0.22295673191547394,0.2343750149011612,0.25661057233810425,0.2665441334247589,51,0.23592661321163177,0.19730393588542938,0.2855392396450043,0.2506127655506134,0.27757352590560913,51,0.23529410362243652,0.1881127506494522,0.27450981736183167,0.2598039209842682,0.2665441334247589,51,0.23592661321163177,0.18933823704719543,0.2818627655506134,0.262254923582077,0.2708333432674408,51,0.23972168564796448,0.16360294818878174,0.2653186321258545,0.30024510622024536,2.812478542327881,0.4939163327217102,0.09945632517337799,0.3533867597579956,-0.003495507873594761,0.0,0.0,2.8282761573791504,0.49510905146598816,0.09854111075401306,0.35294291377067566,-0.0025470785330981016,0.0,2.826849937438965,0.49642807245254517,0.09968870133161545,0.3543144166469574,-0.002962260041385889,0.0,2.826446533203125,0.4960772395133972,0.10009992867708206,0.35461777448654175,-0.002590985270217061,0.0,2.814802885055542,0.49950748682022095,0.099474236369133,0.3538084030151367,-0.0053976308554410934,0.0,2.7829952239990234,0.5001795291900635,0.09986256808042526,0.35505422949790955,-0.006811666768044233
20,0.6676891706883907,0.019287109375,0.0037109375807631295,0.43347285501658916,0.6676891706883907,0.36102294921875,0.03482646483462304,0.11464656377211213,0.05562767724040896,3.547160267829895,0.7409702800214291,0.11749267578125,4.1240324203384304e-05,-0.025870450510410592,22.587419152259827,4.970186322927475,-0.6784395575523376,0.6114875059574842,0.4591898852959275,0.6772852037101984,0.3184100640937686,0.320514271967113,0.6116487663239241,0.29029343370348215,0.48584763053804636,0.711931049823761,0.456125664524734,0.7409702800214291,0.79681646078825,0.3928968058899045,0.7349235881119967,0.9998502228409052,0.9998535178601742,0.18310546875,0.28564453125,0.259765625,0.271484375,0.23550906777381897,0.28245192766189575,52,0.23697270452976227,0.18329328298568726,0.2572115361690521,0.27704328298568726,0.27941176295280457,51,0.23276406526565552,0.1930147111415863,0.24816177785396576,0.27941176295280457,0.3026960790157318,51,0.23908917605876923,0.14889706671237946,0.28492647409439087,0.26348039507865906,0.27389708161354065,51,0.23719164729118347,0.1985294222831726,0.2702206075191498,0.25735294818878174,0.2512255012989044,51,0.23149904608726501,0.19178922474384308,0.293504923582077,0.26348039507865906,2.8272628784179688,0.4951922297477722,0.1001548022031784,0.3553215265274048,-0.0027936215046793222,0.0,0.0,2.8222813606262207,0.49385783076286316,0.09977645426988602,0.35536789894104004,-0.001376381958834827,0.0,2.818122625350952,0.49341270327568054,0.10017307847738266,0.354130357503891,-0.0019117105985060334,0.0,2.8219106197357178,0.49613192677497864,0.09964205324649811,0.35490044951438904,-0.003751467913389206,0.0,2.8056371212005615,0.4977554678916931,0.09885665029287338,0.35349470376968384,-0.004842763766646385,0.0,2.8121345043182373,0.49803197383880615,0.09793008863925934,0.35296422243118286,-0.007453663740307093
21,0.6664271168410778,0.01708984375,0.003247070369980065,0.44697857089340687,0.6664271168410778,0.35601806640625,0.034456195891834795,0.11943839280866086,0.0582635352620855,3.2653604820370674,0.7423100937157869,0.1180419921875,5.540464923109445e-05,-0.025555422151228413,19.521280169487,4.963186502456665,-0.678541362285614,0.5996120758354664,0.4667060961946845,0.6814937330782413,0.309152128174901,0.3171369172632694,0.6184910424053669,0.29980605747550726,0.49212669767439365,0.7105286456644535,0.44890589267015457,0.7423100937157869,0.7958665210753679,0.39271802082657814,0.7285311464220285,0.9997954796999693,0.9998291041702032,0.179931640625,0.2958984375,0.261962890625,0.26220703125,0.23853325843811035,0.31911060214042664,52,0.23759305477142334,0.16466346383094788,0.2836538553237915,0.23257212340831757,0.2965686321258545,51,0.23466159403324127,0.1979166716337204,0.27328431606292725,0.23223039507865906,0.2904411852359772,51,0.23655913770198822,0.18443627655506134,0.2598039209842682,0.2653186321258545,0.293504923582077,51,0.24225172400474548,0.1764705926179886,0.2769607901573181,0.25306373834609985,0.2395833432674408,51,0.24161921441555023,0.1764705926179886,0.2959558963775635,0.2879902124404907,2.8216068744659424,0.49563777446746826,0.09928130358457565,0.3530981242656708,-0.005099276080727577,0.0,0.0,2.8424577713012695,0.49407097697257996,0.10025804489850998,0.3544536232948303,-0.0014362178044393659,0.0,2.84846568107605,0.49554815888404846,0.09902483224868774,0.35318925976753235,-0.0013914814917370677,0.0,2.82148814201355,0.4958881437778473,0.09920591115951538,0.3527987599372864,-0.002240025671198964,0.0,2.796625852584839,0.4977940022945404,0.1001833975315094,0.35405442118644714,-0.004557229578495026,0.0,2.798661231994629,0.5008769631385803,0.09823474287986755,0.3531905710697174,-0.007026327773928642
22,0.6648354027420282,0.0198974609375,0.003784179785725428,0.4591529108583927,0.6648354027420282,0.35888671875,0.034890341688878834,0.1234084249008447,0.05652690457645804,3.7030667662620544,0.7508699558675289,0.11981201171875,3.3163362420651765e-05,-0.022905268764588982,22.759530544281006,4.9595052897930145,-0.6786234378814697,0.5981410816311836,0.4608806371688843,0.677479850128293,0.31593723129481077,0.319186182692647,0.6117743905633688,0.2908136220648885,0.48385129403322935,0.7076192386448383,0.4527456099167466,0.7508699558675289,0.7928055711090565,0.39236072078347206,0.7274177856743336,0.9998790435492992,0.9998046904802322,0.1798095703125,0.28271484375,0.252197265625,0.2852783203125,0.23828125,0.2992788553237915,52,0.23759305477142334,0.1796875,0.23798078298568726,0.28305289149284363,0.2904411852359772,51,0.23466159403324127,0.19178922474384308,0.25735294818878174,0.2604166865348816,0.3033088445663452,51,0.24288424849510193,0.1458333432674408,0.2555147111415863,0.29534316062927246,0.2696078419685364,51,0.23972168564796448,0.20220589637756348,0.2659313678741455,0.262254923582077,0.24816177785396576,51,0.23655913770198822,0.17953431606292725,0.2542892098426819,0.3180147111415863,2.817958116531372,0.49478626251220703,0.09971215575933456,0.3551258444786072,-0.0036506156902760267,0.0,0.0,2.815160036087036,0.4955877363681793,0.1006183847784996,0.35447826981544495,-0.0021435439120978117,0.0,2.8372626304626465,0.496128112077713,0.09936858713626862,0.3526972830295563,-0.002361797261983156,0.0,2.822019100189209,0.4959181547164917,0.10053695738315582,0.35480940341949463,-0.0032536655198782682,0.0,2.820185661315918,0.4979633390903473,0.09974785149097443,0.3540647029876709,-0.0054268604144454,0.0,2.783407211303711,0.4980134665966034,0.10006546974182129,0.354671835899353,-0.008248521015048027
23,0.6662131156772375,0.0184326171875,0.0035644532144942787,0.45005380641669035,0.6662131156772375,0.36114501953125,0.032112703716848046,0.12587337172590196,0.059593285783194005,3.1818718388676643,0.7391362097114325,0.1173095703125,2.615687956009083e-05,-0.02329719701083377,22.72473931312561,4.9544128477573395,-0.679336667060852,0.5978985670953989,0.4641068521887064,0.685859864577651,0.3150287326425314,0.32350462954491377,0.613599855452776,0.2906494587659836,0.4964312016963959,0.7092973608523607,0.45238354802131653,0.7391362097114325,0.7971331086009741,0.39339708257466555,0.7289955262094736,0.9999017380177975,0.9998779315501451,0.1846923828125,0.295654296875,0.249755859375,0.2698974609375,0.23954132199287415,0.28305289149284363,52,0.2406947910785675,0.19471155107021332,0.24579328298568726,0.2764423191547394,0.2610294222831726,51,0.23592661321163177,0.22610294818878174,0.26899510622024536,0.24387255311012268,0.3069853186607361,51,0.24098670482635498,0.17585784196853638,0.24877451360225677,0.26838237047195435,0.28308823704719543,51,0.24351675808429718,0.16421569883823395,0.3216911852359772,0.23100490868091583,0.2542892098426819,51,0.23655913770198822,0.1623774617910385,0.30575981736183167,0.27757352590560913,2.841763496398926,0.4936775863170624,0.09837831556797028,0.3522002398967743,-0.004082223400473595,0.0,0.0,2.8149945735931396,0.4948769509792328,0.10022125393152237,0.3532099723815918,-0.0022132655140012503,0.0,2.850321054458618,0.4952157139778137,0.09936287254095078,0.35308805108070374,-0.001895979163236916,0.0,2.8225250244140625,0.49320536851882935,0.09919826686382294,0.3529738783836365,-0.000618506979662925,0.0,2.810009717941284,0.4974583089351654,0.09828264266252518,0.3516869843006134,-0.004494610708206892,0.0,2.8000738620758057,0.4983510971069336,0.09856808185577393,0.3526058793067932,-0.007201397325843573
24,0.664178341627121,0.017333984375,0.00336914066792815,0.45229900907725096,0.664178341627121,0.3619384765625,0.036669760127551854,0.11991738830693066,0.06220034568104893,3.7012684270739555,0.7403150908648968,0.11767578125,5.026108668682028e-05,-0.024727532174438238,18.597954630851746,4.946589797735214,-0.6797536611557007,0.6024874970316887,0.4679503608494997,0.6795952636748552,0.30913407634943724,0.3212490687146783,0.6169084273278713,0.2638474819250405,0.4912800043821335,0.7132761832326651,0.4540512328967452,0.7403150908648968,0.7964998055249453,0.3938621962442994,0.7257831376045942,0.9998189210891724,0.9999023452401161,0.18505859375,0.288818359375,0.2652587890625,0.2608642578125,0.23651713132858276,0.2764423191547394,52,0.2388337403535843,0.18149039149284363,0.2710336744785309,0.2710336744785309,0.2855392396450043,51,0.23213155567646027,0.17892158031463623,0.2855392396450043,0.25,0.30453431606292725,51,0.23782415688037872,0.18995098769664764,0.2647058963775635,0.24080882966518402,0.2702206075191498,51,0.24035419523715973,0.1875,0.28125,0.2610294222831726,0.24387255311012268,51,0.23339657485485077,0.1875,0.2965686321258545,0.2720588445663452,2.8081915378570557,0.49433600902557373,0.10095950961112976,0.3542387783527374,-0.002954792231321335,0.0,0.0,2.8298721313476562,0.49354827404022217,0.10068968683481216,0.3541053533554077,-0.0010412087431177497,0.0,2.850670337677002,0.4926966726779938,0.09981006383895874,0.35392090678215027,-0.000785311684012413,0.0,2.829787015914917,0.4938381314277649,0.09856394678354263,0.352664053440094,-0.0019256110535934567,0.0,2.806389331817627,0.49762189388275146,0.09910256415605545,0.35305750370025635,-0.004932826384902,0.0,2.802165985107422,0.49639683961868286,0.09793107956647873,0.3522348403930664,-0.007200528401881456
25,0.6618822310119867,0.0174560546875,0.0033935547653527465,0.44902327936142683,0.6618822310119867,0.35919189453125,0.03402496129274368,0.12881251540966332,0.05774705926887691,3.4514117017388344,0.7517490927129984,0.1165771484375,6.182981264135634e-05,-0.022270050481893122,21.869617342948914,4.936798840761185,-0.6800857782363892,0.5963705386966467,0.45361890085041523,0.6760802660137415,0.30887286085635424,0.3205899726599455,0.6065235435962677,0.2752774655818939,0.492054620757699,0.7032496891915798,0.4504249254241586,0.7517490927129984,0.7983997147530317,0.3910577520728111,0.7258275207132101,0.9997792337089777,0.9999023452401161,0.1614990234375,0.2906494140625,0.267333984375,0.280517578125,0.23324091732501984,0.2728365361690521,52,0.23076923191547394,0.18028846383094788,0.25661057233810425,0.29026442766189575,0.27757352590560913,51,0.23276406526565552,0.1617647111415863,0.28002452850341797,0.280637264251709,0.3229166865348816,51,0.23402908444404602,0.15379902720451355,0.2616421580314636,0.2616421580314636,0.2610294222831726,51,0.23719164729118347,0.17340686917304993,0.3008578419685364,0.2647058963775635,0.27389708161354065,51,0.23149904608726501,0.13786765933036804,0.27941176295280457,0.30882352590560913,2.8281078338623047,0.4962022304534912,0.09878114610910416,0.3523940443992615,-0.0036327792331576347,0.0,0.0,2.8080461025238037,0.4941187798976898,0.10059886425733566,0.353704035282135,-0.0021873011719435453,0.0,2.82442045211792,0.49501943588256836,0.10127187520265579,0.3550599217414856,-0.0010710546048358083,0.0,2.826874256134033,0.4949812889099121,0.09982709586620331,0.3525558412075043,-0.003070152597501874,0.0,2.816098213195801,0.4953985810279846,0.09891027957201004,0.3520636558532715,-0.004426950588822365,0.0,2.7770612239837646,0.49697843194007874,0.10008252412080765,0.3546011745929718,-0.006950621027499437
26,0.6665012873709202,0.0185546875,0.0034667969775910024,0.45147653203457594,0.6665012873709202,0.36187744140625,0.03090703033376485,0.11801752378232777,0.053302668035030365,3.53692364692688,0.7515306640416384,0.1177978515625,6.636803270509972e-05,-0.024721474590478465,20.511666536331177,4.930311977863312,-0.679631233215332,0.6018926911056042,0.46723214723169804,0.6884330715984106,0.31074642203748226,0.3276358498260379,0.6194577496498823,0.2836395129561424,0.4885846246033907,0.7161495313048363,0.4546705251559615,0.7515306640416384,0.7962887119501829,0.3911346001550555,0.7266259528696537,0.9997630678117275,0.9997558631002903,0.1776123046875,0.2840576171875,0.257080078125,0.28125,0.23550906777381897,0.2734375,52,0.23759305477142334,0.18149039149284363,0.2740384638309479,0.2710336744785309,0.280637264251709,51,0.24161921441555023,0.17401961982250214,0.2610294222831726,0.28431373834609985,0.30392158031463623,51,0.2302340269088745,0.17585784196853638,0.24938726425170898,0.2708333432674408,0.2818627655506134,51,0.23782415688037872,0.19424019753932953,0.2647058963775635,0.2591911852359772,0.24142158031463623,51,0.2302340269088745,0.1623774617910385,0.2977941334247589,0.2984068691730499,2.818145275115967,0.49296343326568604,0.09826135635375977,0.3507726192474365,-0.002763626631349325,0.0,0.0,2.827803134918213,0.49349066615104675,0.1009603887796402,0.35476091504096985,-0.001151556265540421,0.0,2.826730489730835,0.4905679225921631,0.10088283568620682,0.35374191403388977,-0.0014849124709144235,0.0,2.8241381645202637,0.4946194589138031,0.09990640729665756,0.35356175899505615,-0.002529425546526909,0.0,2.7979049682617188,0.49740833044052124,0.09964729845523834,0.3532603085041046,-0.005150035489350557,0.0,2.773566484451294,0.49522802233695984,0.09919892251491547,0.3528994619846344,-0.005728562828153372
27,0.6675706636160612,0.0194091796875,0.0036376953939907253,0.4497657399624586,0.6675706636160612,0.361328125,0.03011459409026429,0.11943429824896157,0.05659528751857579,3.4207393005490303,0.756516931578517,0.11859130859375,5.9189368218692806e-05,-0.023612304634298198,24.073915719985962,4.9330869019031525,-0.6791043281555176,0.6047447789460421,0.4683673782274127,0.6927058342844248,0.31631620042026043,0.3243460403755307,0.6209963243454695,0.2833098005503416,0.48863270226866007,0.7083041146397591,0.45616856776177883,0.756516931578517,0.7949165627360344,0.3913232246413827,0.7231509555131197,0.9997992031276226,0.9997558631002903,0.1663818359375,0.2862548828125,0.2630615234375,0.2843017578125,0.23865926265716553,0.27704328298568726,52,0.23697270452976227,0.16105769574642181,0.25,0.3118990361690521,0.2910539209842682,51,0.23592661321163177,0.16360294818878174,0.2757353186607361,0.2696078419685364,0.29473039507865906,51,0.23466159403324127,0.15992647409439087,0.2769607901573181,0.26838237047195435,0.26899510622024536,51,0.24098670482635498,0.17892158031463623,0.29411765933036804,0.25796568393707275,0.2549019753932953,51,0.24478177726268768,0.16850490868091583,0.27450981736183167,0.3020833432674408,2.821735382080078,0.49172109365463257,0.100737564265728,0.3556675910949707,-0.003577250987291336,0.0,0.0,2.807852029800415,0.49298107624053955,0.10179320722818375,0.35595500469207764,-0.0013734950916841626,0.0,2.8262338638305664,0.49138209223747253,0.1008543074131012,0.3545966148376465,-0.0016176297795027494,0.0,2.818723678588867,0.491976797580719,0.10081803053617477,0.3537638783454895,-0.0023431568406522274,0.0,2.8082778453826904,0.49326053261756897,0.09906832873821259,0.35211628675460815,-0.004819137509912252,0.0,2.780991554260254,0.4927408695220947,0.10004797577857971,0.3539912700653076,-0.007033234462141991
28,0.663038544356823,0.0181884765625,0.003540039157087449,0.44205500092357397,0.663038544356823,0.360595703125,0.03159049357054755,0.1258689914830029,0.060030273627489805,3.462229810655117,0.7503483798354864,0.11749267578125,1.9593558553410162e-05,-0.024960075272247195,18.950527667999268,4.9253310561180115,-0.6785243153572083,0.5984000694006681,0.45447145495563745,0.682340744882822,0.3123238142579794,0.31355394795536995,0.6075339242815971,0.2788148852996528,0.4904799610376358,0.703682865947485,0.4505117740482092,0.7503483798354864,0.79681646078825,0.389725255779922,0.7215811721980572,0.9999261312186718,0.9999023452401161,0.176513671875,0.288330078125,0.2515869140625,0.2835693359375,0.23563507199287415,0.3197115361690521,52,0.231389582157135,0.13942308723926544,0.2680288553237915,0.2728365361690521,0.280637264251709,51,0.23972168564796448,0.1666666716337204,0.25306373834609985,0.29963237047195435,0.2904411852359772,51,0.24035419523715973,0.18566177785396576,0.240196093916893,0.28370100259780884,0.26409316062927246,51,0.23529410362243652,0.21200981736183167,0.2659313678741455,0.25796568393707275,0.23835785686969757,51,0.23149904608726501,0.17953431606292725,0.28431373834609985,0.2977941334247589,2.820518970489502,0.49396175146102905,0.10049296915531158,0.3527873158454895,-0.005106731317937374,0.0,0.0,2.8230600357055664,0.4936884045600891,0.10082991421222687,0.3538071811199188,-0.0025740680284798145,0.0,2.8132669925689697,0.49178794026374817,0.10052232444286346,0.3541173040866852,-0.0030844572465866804,0.0,2.8106484413146973,0.49187204241752625,0.09970232099294662,0.3520697057247162,-0.004202030133455992,0.0,2.819185256958008,0.4951658844947815,0.09940978139638901,0.35237234830856323,-0.005522686522454023,0.0,2.7860257625579834,0.49298784136772156,0.09965930879116058,0.3526078760623932,-0.007542136125266552
