task_id,condition,cmd_vx,target_gait,requested_gait,samples,reward_mean,weighted_metric_reward,done_rate,vx_err_mean,lateral_offset_mean,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,pronk_ratio,trot_ratio,bound_ratio,pace_ratio,requested_gait_actual_ratio,score_action_boundary_margin,score_action_magnitude,score_action_smoothness,score_clearance,score_energy,score_gait_stability,score_lateral_drift,score_orientation,score_pitch_rate,score_progress,score_roll_rate,score_slip,score_survival,score_vertical_bounce,score_yaw_rate,score_yaw_tracking
ramp_up_trot_robustness,ramp_up,1.5,trotting,bounding,32000,0.8321366199851036,0.8321366199851036,0.02559375,0.3209746436178684,1.4544124540686607,3.0,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9747685773968696,1.0,0.4458050021529198,0.977924042403698,0.3466508874595165,0.6880457068681717,0.14619144479185342,0.7322590063214303,0.5641944099068642,0.7720906308293343,0.9998312493562699,0.526695172727108,0.7964660613536835,0.6555975861847401
