iteration,reward,done_rate,edge_reset_rate,vx_err,weighted_metric_reward,selector_reference_penalty,orientation_penalty,slip_penalty,lateral_velocity_penalty,lateral_position_penalty,clearance_reward,gait_switch_penalty,action_boundary_penalty,policy_loss,value_loss,entropy,adaptation_loss,alpha,z_teacher_mean,z_teacher_std,z_student_mean,z_student_std,z_error,log_std_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,gait_pronk_ratio,gait_trot_ratio,gait_bound_ratio,gait_pace_ratio,gait_switch_rate,rough_slope_trot_robustness_trot_ratio,rough_slope_trot_robustness_count,rough_slope_trot_robustness_gait_switch_rate,rough_slope_trot_robustness_pronk_ratio,rough_slope_trot_robustness_bound_ratio,rough_slope_trot_robustness_pace_ratio,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,action_clip_rate,rough_slope_trot_robustness_action_clip_rate,rough_slope_trot_robustness_frequency_mean,rough_slope_trot_robustness_duration_mean,rough_slope_trot_robustness_footswing_height_mean,rough_slope_trot_robustness_stance_width_mean,rough_slope_trot_robustness_body_pitch_mean
10,0.7367247436195612,0.0177001953125,0.0034423828983563,0.3195629622787237,0.7367247436195612,0.376708984375,0.03847417759243399,0.08340324158780277,0.05101998895406723,3.3167683333158493,0.75335693359375,0.1175537109375,0.0,-0.01207410791539587,30.129114985466003,1.2217422723770142,0.0016330921716871671,1.0,-0.01943761110305786,0.09573043882846832,-0.01901078410446644,0.09737643599510193,0.0015045104082673788,-0.6931471824645996,0.6918510943651199,0.45396376494318247,0.6307163201272488,0.3113879105076194,0.3217071620747447,0.6148094460368156,0.29775326419621706,0.46084965858608484,0.7363225892186165,0.49563188571482897,0.75335693359375,0.7967109065502882,0.7676535733044147,1.0,1.0,0.9999023452401161,0.2467041015625,0.24658203125,0.2530517578125,0.253662109375,0.23399697244167328,0.24658203125,256,0.23399697244167328,0.2467041015625,0.2530517578125,0.253662109375,2.888671875,0.5,0.09953124821186066,0.35441410541534424,0.0,0.0,0.0,2.8731689453125,0.5,0.10026855021715164,0.35533571243286133,0.0
11,0.7367633897811174,0.01708984375,0.00327148444193881,0.34215430449694395,0.7367633897811174,0.365966796875,0.04244842322077602,0.08436462236568332,0.0530588150722906,3.086144007742405,0.74468994140625,0.1171875,0.0,-0.011079974996391684,30.22231948375702,1.2030774354934692,0.0014903624469297938,1.0,-0.020264042541384697,0.09600798785686493,-0.020291591063141823,0.09757845848798752,0.0013902906794101,-0.6931471824645996,0.6758363302797079,0.4590837489813566,0.6278274320065975,0.3097319593653083,0.32516236044466496,0.6160223949700594,0.3157045776024461,0.4733454482629895,0.7367698699235916,0.48947082832455635,0.74468994140625,0.7973442170768976,0.7683773934841156,1.0,1.0,0.9998535178601742,0.2425537109375,0.26806640625,0.246826171875,0.2425537109375,0.23576107621192932,0.26806640625,256,0.23576107621192932,0.2425537109375,0.246826171875,0.2425537109375,2.87890625,0.5,0.09828124940395355,0.3528515696525574,0.0,0.0,0.0,2.87872314453125,0.5,0.09957519173622131,0.3544690012931824,0.0
12,0.7325387261807919,0.01904296875,0.003637695370343863,0.337864700704813,0.7325387261807919,0.38153076171875,0.04413571965415031,0.08189283555839211,0.05665367085020989,3.4921307116746902,0.7642822265625,0.11767578125,0.0,-0.012146442080847919,29.693094611167908,1.1885085254907608,0.0014361349458340555,1.0,-0.0180649533867836,0.0950455591082573,-0.017316818237304688,0.09651052951812744,0.0013332548551261425,-0.6931471824645996,0.683508075773716,0.44630331080406904,0.6139161325991154,0.3033126760274172,0.3181803226470947,0.6047122366726398,0.28749230736866593,0.46244118455797434,0.737329663708806,0.4919835142791271,0.7642822265625,0.7964998055249453,0.7674122974276543,1.0,1.0,0.9998291041702032,0.2344970703125,0.2369384765625,0.28515625,0.243408203125,0.23626510798931122,0.2369384765625,256,0.23626510798931122,0.2344970703125,0.28515625,0.243408203125,2.853515625,0.5,0.10249999165534973,0.3581250309944153,0.0,0.0,0.0,2.8782958984375,0.5,0.10114257037639618,0.35642823576927185,0.0
13,0.7342640962451696,0.01513671875,0.002929687567302608,0.3195031099021435,0.7342640962451696,0.36865234375,0.04206131282262504,0.08185450045857579,0.05697628587950021,3.298850901424885,0.7559814453125,0.1170654296875,0.0,-0.010701003702706657,26.569507122039795,1.174440361559391,0.0013030397676629946,1.0,-0.020353088155388832,0.0960698276758194,-0.020680909976363182,0.09710370004177094,0.0012151140253990889,-0.6931471824645996,0.6949136778712273,0.45317427907139063,0.6173284389078617,0.3028926830738783,0.31687626894563437,0.6101555228233337,0.2841129759326577,0.4851491414010525,0.7387300971895456,0.4929074663668871,0.7559814453125,0.7975553143769503,0.7686186600476503,1.0,1.0,0.9999023452401161,0.225341796875,0.2626953125,0.2825927734375,0.2293701171875,0.2363911271095276,0.2626953125,256,0.2363911271095276,0.225341796875,0.2825927734375,0.2293701171875,2.857421875,0.5,0.10140624642372131,0.35675784945487976,0.0,0.0,0.0,2.88531494140625,0.5,0.10047851502895355,0.3555981516838074,0.0
14,0.7375578805804253,0.0177001953125,0.0033691406897560228,0.32116671930998564,0.7375578805804253,0.36962890625,0.03966267989017069,0.07993054727558047,0.05321955343242735,3.3197553157806396,0.7491455078125,0.116943359375,0.0,-0.010752600457635708,25.396339297294617,1.1636371538043022,0.0011921441764570773,1.0,-0.01962953805923462,0.09568173438310623,-0.01950892060995102,0.09600596129894257,0.0011243075132369995,-0.6931471824645996,0.7000700477510691,0.4564060354605317,0.6279755514115095,0.3136285962536931,0.3240376925095916,0.6167288776487112,0.28894753102213144,0.47788333240896463,0.7417909223586321,0.49602698627859354,0.7491455078125,0.7977664135396481,0.7688599415123463,1.0,1.0,0.9998291041702032,0.240966796875,0.2607421875,0.263427734375,0.23486328125,0.23702116310596466,0.2607421875,256,0.23702116310596466,0.240966796875,0.263427734375,0.23486328125,2.865234375,0.5,0.09984374046325684,0.3548046946525574,0.0,0.0,0.0,2.882568359375,0.5,0.09993163496255875,0.3549145758152008,0.0
15,0.7333766743540764,0.017333984375,0.0032958985266304808,0.3373304922133684,0.7333766743540764,0.36572265625,0.04140757233835757,0.08770259143784642,0.05486838356591761,3.2173433527350426,0.74334716796875,0.11724853515625,0.0,-0.010787164705106989,25.57331919670105,1.1440003365278244,0.0011722828858182766,1.0,-0.019634217023849487,0.09574553370475769,-0.0195027906447649,0.09579668194055557,0.0011093546636402607,-0.6931471824645996,0.6821707915514708,0.43926201295107603,0.6226128581911325,0.3090065671131015,0.31971477810293436,0.5995631869882345,0.2923145117238164,0.468118735589087,0.7333743087947369,0.4901775699108839,0.74334716796875,0.7972386628389359,0.7682567574083805,1.0,1.0,0.9998291041702032,0.2447509765625,0.2685546875,0.2528076171875,0.23388671875,0.2348790317773819,0.2685546875,256,0.2348790317773819,0.2447509765625,0.2528076171875,0.23388671875,2.865234375,0.5,0.10109373927116394,0.35636720061302185,0.0,0.0,0.0,2.883056640625,0.5,0.09946776926517487,0.3543347120285034,0.0
16,0.7302941083908081,0.0167236328125,0.0032226563271251507,0.33959907852113247,0.7302941083908081,0.36614990234375,0.041349055361934006,0.08793860021978617,0.053075362695381045,3.678053967654705,0.75701904296875,0.1180419921875,0.0,-0.01073924673255533,21.449337363243103,1.14362321048975,0.0011189500655746087,1.0,-0.02021156996488571,0.09567360579967499,-0.020123466849327087,0.09537894278764725,0.0010621648980304599,-0.6931471824645996,0.6803042311221361,0.45197669230401516,0.6106095667928457,0.2991766482591629,0.3174502747133374,0.6106145083904266,0.27874582074582577,0.48269442189484835,0.7304263152182102,0.4851536015048623,0.75701904296875,0.7958665117621422,0.7666884791105986,1.0,1.0,0.9998779315501451,0.21826171875,0.2677001953125,0.28466796875,0.2293701171875,0.237273171544075,0.2677001953125,256,0.237273171544075,0.21826171875,0.28466796875,0.2293701171875,2.888671875,0.5,0.09984374046325684,0.3548046946525574,0.0,0.0,0.0,2.88531494140625,0.5,0.10056151449680328,0.35570192337036133,0.0
17,0.728136770427227,0.018798828125,0.0035888672500732355,0.36256839521229267,0.728136770427227,0.3553466796875,0.05036290385760367,0.08704207360278815,0.05843123001977801,3.7780003026127815,0.73779296875,0.11749267578125,0.0,-0.012539905088488013,25.180755853652954,1.126262590289116,0.001141668573836796,1.0,-0.01844204217195511,0.09545011818408966,-0.01826990209519863,0.09522663801908493,0.0010675442172214389,-0.6931471824645996,0.6669866740703583,0.44664353132247925,0.6032092608511448,0.3033841922879219,0.3088932456448674,0.6037283856421709,0.28743637539446354,0.46495930664241314,0.7316819746047258,0.4788649883121252,0.73779296875,0.7968164533376694,0.7677742075175047,1.0,1.0,0.9998291041702032,0.235107421875,0.289306640625,0.2647705078125,0.2108154296875,0.23840725421905518,0.289306640625,256,0.23840725421905518,0.235107421875,0.2647705078125,0.2108154296875,2.90234375,0.5,0.10015624761581421,0.3551953434944153,0.0,0.0,0.0,2.89459228515625,0.5,0.09902343899011612,0.35377928614616394,0.0
18,0.7375053185969591,0.01611328125,0.0029052734917058842,0.3247683448716998,0.7375053185969591,0.3614501953125,0.038942527025938034,0.08448206190951169,0.050605345400981605,3.1550954207777977,0.7408447265625,0.11669921875,0.0,-0.011700513830874115,21.326955914497375,1.1241636127233505,0.0010435659787617624,1.0,-0.020123492926359177,0.09566515684127808,-0.02038901299238205,0.09531068801879883,0.0009829660411924124,-0.6931471824645996,0.6934927515685558,0.45659766905009747,0.6250706426799297,0.30650999397039413,0.3234768807888031,0.6180159505456686,0.3079726239666343,0.47933758795261383,0.7372122053056955,0.48535548336803913,0.7408447265625,0.7981886137276888,0.7693424858152866,1.0,1.0,0.9996826220303774,0.2412109375,0.277099609375,0.2838134765625,0.1978759765625,0.23450100421905518,0.277099609375,256,0.23450100421905518,0.2412109375,0.2838134765625,0.1978759765625,2.892578125,0.5,0.0989062488079071,0.3536328375339508,0.0,0.0,0.0,2.90106201171875,0.5,0.09926757216453552,0.35408449172973633,0.0
19,0.7359418552368879,0.0186767578125,0.0036132813311269274,0.33013417571783066,0.7359418552368879,0.3546142578125,0.04527774138841778,0.08258738159202039,0.05678474064916372,3.371572718024254,0.73858642578125,0.11724853515625,0.0,-0.01138299860758707,25.151570200920105,1.099791333079338,0.0010028308824985288,1.0,-0.018948407843708992,0.09568241238594055,-0.018697969615459442,0.09431232511997223,0.0009526804205961525,-0.6931471824645996,0.6889303270727396,0.46210294123739004,0.6223259530961514,0.31135711912065744,0.3240111265331507,0.6191878095269203,0.291265650652349,0.4727903138846159,0.7410205770283937,0.4925301279872656,0.73858642578125,0.7972386535257101,0.7682567685842514,1.0,1.0,0.9998779315501451,0.2320556640625,0.290771484375,0.2679443359375,0.209228515625,0.23714716732501984,0.290771484375,256,0.23714716732501984,0.2320556640625,0.2679443359375,0.209228515625,2.89453125,0.5,0.09874999523162842,0.35343751311302185,0.0,0.0,0.0,2.8953857421875,0.5,0.09908691048622131,0.35385867953300476,0.0
20,0.7352039311081171,0.0159912109375,0.003002929763169959,0.32514728605747223,0.7352039311081171,0.35760498046875,0.044585616094991565,0.08267065905965865,0.055809397366829216,3.4244898855686188,0.73870849609375,0.1165771484375,0.0,-0.010798555129440501,22.345170974731445,1.0906362161040306,0.0009740689274622127,1.0,-0.019867761060595512,0.0957445576786995,-0.020234044641256332,0.09449122101068497,0.0009256842895410955,-0.6931471824645996,0.6971957758069038,0.45056185591965914,0.6117284912616014,0.3098843628540635,0.32158648036420345,0.6080170813947916,0.29117404483258724,0.4770332733169198,0.7422275189310312,0.4895810419693589,0.73870849609375,0.7983997128903866,0.7695837672799826,1.0,1.0,0.9998046904802322,0.23779296875,0.2847900390625,0.26904296875,0.2083740234375,0.23513104021549225,0.2847900390625,256,0.23513104021549225,0.23779296875,0.26904296875,0.2083740234375,2.89453125,0.5,0.09874999523162842,0.35343748331069946,0.0,0.0,0.0,2.89581298828125,0.5,0.09909667074680328,0.35387086868286133,0.0
21,0.7354950178414583,0.0172119140625,0.003320312576761353,0.3389169266447425,0.7354950178414583,0.35791015625,0.03953214059583843,0.08985919470433146,0.05015561683103442,3.520038165152073,0.746826171875,0.1158447265625,0.0,-0.010645043133990839,22.699218273162842,1.0887523218989372,0.0009189796619466506,1.0,-0.02011748217046261,0.09571154415607452,-0.019746406003832817,0.09469076991081238,0.0008816838962957263,-0.6931471824645996,0.6843320745974779,0.4554232070222497,0.6256142295897007,0.3132851757109165,0.3236420648172498,0.6136562526226044,0.2985647674649954,0.48148581851273775,0.7325371894985437,0.4890632499009371,0.746826171875,0.7996663078665733,0.7710314020514488,1.0,1.0,0.9998779315501451,0.22216796875,0.2841796875,0.2744140625,0.21923828125,0.23235885798931122,0.2841796875,256,0.23235885798931122,0.22216796875,0.2744140625,0.21923828125,2.89453125,0.5,0.1003124937415123,0.35539060831069946,0.0,0.0,0.0,2.890380859375,0.5,0.09974609315395355,0.3546826243400574,0.0
22,0.7348323464393616,0.0179443359375,0.003320312576761353,0.3514449084177613,0.7348323464393616,0.36480712890625,0.046056719147600234,0.08460407517850399,0.052146476693451405,3.3081468418240547,0.74456787109375,0.1158447265625,0.0,-0.011437862238381058,21.004326343536377,1.0639133900403976,0.0008863208859111182,1.0,-0.019040118902921677,0.09566829353570938,-0.01871471107006073,0.09459434449672699,0.0008442597463726997,-0.6931471824645996,0.6805096659809351,0.45110247284173965,0.6183671727776527,0.30512457247823477,0.32423857040703297,0.6095761470496655,0.2938653640449047,0.4701811922714114,0.741617240011692,0.486854312941432,0.74456787109375,0.7996663153171539,0.7710313927382231,1.0,1.0,0.9997314494103193,0.240478515625,0.2703857421875,0.2823486328125,0.206787109375,0.23374494910240173,0.2703857421875,256,0.23374494910240173,0.240478515625,0.2823486328125,0.206787109375,2.8984375,0.5,0.0990624949336052,0.3538281321525574,0.0,0.0,0.0,2.8966064453125,0.5,0.09956542402505875,0.3544567823410034,0.0
23,0.7327346503734589,0.016357421875,0.0030273438133008312,0.33602291252464056,0.7327346503734589,0.35870361328125,0.043301278608851135,0.08473431621678174,0.055226019816473126,3.2546609193086624,0.75238037109375,0.1168212890625,0.0,-0.010679215018171817,21.44967794418335,1.066171795129776,0.0008685090033395682,1.0,-0.019584622234106064,0.09580841660499573,-0.019659927114844322,0.09439888596534729,0.0008367063128389418,-0.6931471824645996,0.686293438076973,0.44826513063162565,0.6105709858238697,0.30638020019978285,0.3134036222472787,0.6074284091591835,0.29474290180951357,0.476698437705636,0.7364582978188992,0.4879084313288331,0.75238037109375,0.797977501526475,0.7691012099385262,1.0,1.0,0.9997558631002903,0.212646484375,0.2825927734375,0.279541015625,0.2252197265625,0.23462700843811035,0.2825927734375,256,0.23462700843811035,0.212646484375,0.279541015625,0.2252197265625,2.90234375,0.5,0.10062499344348907,0.3557812571525574,0.0,0.0,0.0,2.88739013671875,0.5,0.1001904234290123,0.35523805022239685,0.0
24,0.7370467185974121,0.018798828125,0.003466796957582119,0.3467195313423872,0.7370467185974121,0.36090087890625,0.04131686384789646,0.08499194192700088,0.050832176697440445,3.1943758577108383,0.7486572265625,0.1160888671875,0.0,-0.01133322119130753,21.958083868026733,1.0630172193050385,0.0008151452675519977,1.0,-0.01975197158753872,0.09548215568065643,-0.01924091950058937,0.09449013322591782,0.0007862092461436987,-0.6931471824645996,0.6740894615650177,0.46511062420904636,0.6222104411572218,0.3090731268748641,0.3275383170694113,0.6234592255204916,0.31860463693737984,0.4657680634409189,0.7394764665514231,0.48827045410871506,0.7486572265625,0.799244113266468,0.7705488558858633,1.0,1.0,0.9997070357203484,0.2244873046875,0.2781982421875,0.28759765625,0.209716796875,0.2338709533214569,0.2781982421875,256,0.2338709533214569,0.2244873046875,0.28759765625,0.209716796875,2.873046875,0.5,0.10312499105930328,0.35890626907348633,0.0,0.0,0.0,2.8951416015625,0.5,0.09989257156848907,0.3548657298088074,0.0
