gait,gait_id,grid_mode,frequency_residual,frequency,duration_residual,duration,footswing_height_residual,footswing_height,stance_width_residual,stance_width,body_pitch_residual,body_pitch,task_id,condition,cmd_vx,target_gait,samples,reward_mean,weighted_metric_reward_mean,measured_vx_mean,vx_abs_error_mean,vy_abs_mean,yaw_abs_mean,lateral_offset_abs_mean,lateral_vel_abs_mean,lateral_vel_sq_mean,base_z_vel_abs_mean,base_z_vel_sq_mean,roll_rate_abs_mean,roll_rate_sq_mean,pitch_rate_abs_mean,pitch_rate_sq_mean,yaw_rate_abs_mean,yaw_rate_sq_mean,gravity_x_sq_mean,gravity_y_sq_mean,torque_penalty_mean,slip_penalty_mean,mechanical_power_abs_mean,positive_mechanical_power_mean,contact_force_mean_mean,stance_contact_force_mean_mean,peak_contact_force_mean,swing_foot_clearance_mean_mean,scuffing_ratio_mean,foot_impact_vel_sum_mean,foot_impact_vel_sq_sum_mean,foot_impact_count_mean,forward_distance_mean,target_forward_distance_mean,actual_frequency_mean,actual_duration_mean,actual_footswing_height_mean,actual_stance_width_mean,actual_body_pitch_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,done_rate,edge_reset_rate,fall_rate,foot_impact_rate,foot_impact_vel_mean,foot_impact_vel_rms,lateral_vel_rms,base_z_vel_rms,roll_rate_rms,pitch_rate_rms,yaw_rate_rms,orientation_rms,forward_distance_ratio,progress_deficit,transport_cost_proxy,progress_score,yaw_score,orientation_score,lateral_score,slip_score,energy_score,impact_score,scuffing_score,smoothness_score,survival_score,neutral_score,pareto_objectives
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,-1.0,0.2900000214576721,1.0,0.03999999910593033,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,1000,0.5615794062614441,0.5615794062614441,1.1027052402496338,0.898461103439331,0.15833204984664917,0.5382985472679138,1.5979506969451904,0.15833204984664917,0.05077330768108368,0.4154234528541565,0.2590334415435791,1.076341152191162,2.8069896697998047,1.2830160856246948,3.005768299102783,0.5382985472679138,0.611154317855835,0.03914885222911835,0.02439400553703308,0.5856211185455322,0.2543926537036896,334.1297302246094,249.76535034179688,33.03675842285156,45.44068145751953,335.06597900390625,0.06713666021823883,0.12324998527765274,0.6317779421806335,2.147130012512207,0.9560000896453857,0.022054100409150124,0.04000015929341316,2.613192558288574,0.5,0.05098992586135864,0.2913198173046112,0.038680046796798706,0.31220728158950806,0.41431814432144165,0.6460765600204468,0.26029518246650696,0.339870423078537,0.5524733066558838,0.3217388391494751,0.27792757749557495,0.6238287091255188,0.4446867108345032,0.1373749077320099,0.9809775352478027,0.9633173942565918,0.06259170919656754,0.14110824465751648,0.9996000528335571,0.02199999988079071,0.005000000353902578,0.017000000923871994,0.956,0.660855600524647,1.4986500644384413,0.22532933160395183,0.508953280315177,1.6754073145954105,1.7337151724267694,0.7817635946089041,0.2520770869518914,0.11027050204575062,0.0897302944213152,303.0091070837462,0.039599865674972534,0.055152490735054016,0.2805910110473633,0.07328370958566666,0.006171255838125944,0.30998164415359497,0.5703597068786621,0.5399655699729919,0.9633173942565918,0.982999999076128,0.4689075078227018,"progress_score,survival_score,scuffing_score,impact_score,lateral_score,orientation_score"
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,-1.0,0.04999999701976776,0.0,0.33000001311302185,1.0,0.03999999910593033,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,1000,0.5736293196678162,0.5736293196678162,1.1241178512573242,0.8767520189285278,0.17385506629943848,0.5662823915481567,1.42488431930542,0.17385506629943848,0.05752527341246605,0.4207674264907837,0.26611411571502686,1.0870916843414307,3.262697219848633,1.1928250789642334,2.550802230834961,0.5662823915481567,0.7469503879547119,0.0326041579246521,0.02369241788983345,0.5816580057144165,0.23667922616004944,331.1586608886719,243.54672241210938,33.374656677246094,46.5421142578125,596.6406860351562,0.06518623232841492,0.12800002098083496,0.6344007253646851,2.0845136642456055,0.9600000381469727,0.022482356056571007,0.04000015929341316,2.61289381980896,0.5,0.0509675070643425,0.33000147342681885,0.03870992735028267,0.3057824373245239,0.4248647093772888,0.6624842882156372,0.26942771673202515,0.35077983140945435,0.5537495017051697,0.34213611483573914,0.27411842346191406,0.64151930809021,0.4491144120693207,0.137094646692276,0.9809775352478027,0.966825008392334,0.11618339270353317,0.18691286444664001,0.9995999932289124,0.02200000174343586,0.005000000353902578,0.017000000923871994,0.96,0.6608340581258138,1.4735563810737358,0.23984426908405806,0.5158624969069052,1.806293780050364,1.5971231107322192,0.8642629159895222,0.23726899463369744,0.11241178028285503,0.08758901618421078,294.59425496914884,0.04619995877146721,0.040487680584192276,0.3243502080440521,0.07612413913011551,0.008794889785349369,0.3124483823776245,0.5810943841934204,0.5272923707962036,0.966825008392334,0.982999999076128,0.474261778161714,"progress_score,survival_score,scuffing_score,impact_score,lateral_score,orientation_score"
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,0.0,0.07999999821186066,0.0,0.33000001311302185,-1.0,-0.03999999910593033,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,1000,0.6097099781036377,0.6097099781036377,0.9986138343811035,1.0022233724594116,0.15236839652061462,0.5505026578903198,1.3665924072265625,0.15236839652061462,0.04466937482357025,0.4004819989204407,0.2528727650642395,1.2105234861373901,3.620419502258301,1.1888521909713745,2.5722832679748535,0.5505026578903198,0.6545735597610474,0.043401822447776794,0.03365417569875717,0.6603481769561768,0.219954252243042,405.32403564453125,312.11700439453125,29.855567932128906,40.772701263427734,309.56170654296875,0.08818890154361725,0.1133333295583725,0.6334838271141052,2.2228922843933105,0.8830000162124634,0.01997227594256401,0.04000015929341316,2.6118688583374023,0.5,0.08000031858682632,0.33000147342681885,-0.038812413811683655,0.2771373987197876,0.3968367576599121,0.5863298773765564,0.2768978476524353,0.3194296061992645,0.5312450528144836,0.3377271294593811,0.3118436336517334,0.6698086261749268,0.4141086935997009,0.5,0.9827067852020264,0.9728641510009766,0.22747260332107544,0.2852444648742676,0.9994000196456909,0.020000001415610313,0.005000000353902578,0.015000000596046448,0.883,0.7174222261422353,1.5866416058225028,0.21135130665214788,0.5028645593638903,1.902739998596314,1.60383392780389,0.8090572042575527,0.27758962182785935,0.09986137971282005,0.10013941675424576,405.8866617802597,0.01799238659441471,0.048289958387613297,0.2141411453485489,0.10435257852077484,0.012288577854633331,0.2669493556022644,0.5329338908195496,0.5674136877059937,0.9728641510009766,0.9849999994039536,0.46021743550112376,"progress_score,survival_score,scuffing_score,impact_score,lateral_score,orientation_score"
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,0.0,0.07999999821186066,0.0,0.33000001311302185,1.0,0.03999999910593033,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,1000,0.6292253732681274,0.6292253732681274,1.1572391986846924,0.8431664705276489,0.1456243395805359,0.5107682943344116,1.3710147142410278,0.1456243395805359,0.040902696549892426,0.41591617465019226,0.25694993138313293,1.0183607339859009,2.59564208984375,1.2207636833190918,2.7141494750976562,0.5107682943344116,0.5747766494750977,0.030179928988218307,0.01742047443985939,0.5573421716690063,0.26295173168182373,318.9894714355469,235.15533447265625,33.56843566894531,45.461944580078125,414.12701416015625,0.06174611300230026,0.12583331763744354,0.6186497211456299,2.085343360900879,0.9930000305175781,0.023144790902733803,0.04000015929341316,2.6144089698791504,0.5,0.08000031858682632,0.33000147342681885,0.03855841979384422,0.3075656294822693,0.4239045977592468,0.673119843006134,0.2619324028491974,0.3570525050163269,0.5569580793380737,0.3976941406726837,0.27629315853118896,0.6422494053840637,0.45150381326675415,0.5,0.9792482256889343,0.9673749208450317,0.2328757345676422,0.3042559027671814,0.9996000528335571,0.024000000208616257,0.004999999888241291,0.01900000125169754,0.993,0.6230107948018945,1.4491527064755974,0.2022441508422244,0.5069022897789405,1.6110996523628667,1.6474675945516064,0.7581402571260134,0.21817516684553653,0.11572395451366901,0.0842768419533968,275.64696373758113,0.05820879712700844,0.07361970096826553,0.3859651982784271,0.11202104389667511,0.005200322717428207,0.32801881432533264,0.5915489196777344,0.5330358743667603,0.9673749208450317,0.9809999987483025,0.48922558991532583,"progress_score,survival_score,scuffing_score,impact_score,lateral_score,orientation_score"
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,0.0,0.07999999821186066,1.0,0.3700000047683716,-1.0,-0.03999999910593033,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,1000,0.6046503782272339,0.6046503782272339,1.1998686790466309,0.8017482757568359,0.15375414490699768,0.5156840085983276,1.442901372909546,0.15375414490699768,0.04305723309516907,0.4210699796676636,0.2675352692604065,1.0359013080596924,3.2224836349487305,1.1180729866027832,2.384078025817871,0.5156840085983276,0.6104422807693481,0.03269466012716293,0.015931056812405586,0.555994987487793,0.23217013478279114,305.97528076171875,224.5205841064453,33.97090148925781,45.34508514404297,251.24021911621094,0.06379096210002899,0.12783333659172058,0.6082293391227722,2.148353099822998,0.9810000658035278,0.023997381329536438,0.04000015929341316,2.613198757171631,0.5,0.08000031858682632,0.3686789870262146,-0.03867941349744797,0.35271739959716797,0.42247140407562256,0.6411613821983337,0.2909443974494934,0.35064178705215454,0.5626617670059204,0.32592007517814636,0.27541565895080566,0.6459288597106934,0.449729859828949,0.5,0.9809775352478027,0.9665530920028687,0.11660352349281311,0.19104894995689392,0.9998000264167786,0.02200000174343586,0.003000000026077032,0.01900000125169754,0.981,0.6200094893802561,1.4798521247941112,0.20750236889049983,0.5172381165966082,1.7951277489217112,1.5440459921316694,0.7813080575351493,0.22051239633990766,0.11998690664768219,0.08001388981938362,255.00730713700673,0.07644367218017578,0.06999721378087997,0.37813109159469604,0.0998539999127388,0.009624892845749855,0.32890379428863525,0.5783994197845459,0.5277320146560669,0.9665530920028687,0.9809999987483025,0.48870266307341437,"progress_score,survival_score,scuffing_score,impact_score,lateral_score,orientation_score"
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,0.0,0.07999999821186066,1.0,0.3700000047683716,0.0,0.0,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,1000,0.6291993856430054,0.6291993856430054,1.1633543968200684,0.8385200500488281,0.14602014422416687,0.5031520128250122,1.3572580814361572,0.14602014422416687,0.039152614772319794,0.42567381262779236,0.2674931585788727,0.9865424633026123,2.381714344024658,1.2411340475082397,2.849672794342041,0.5031520128250122,0.5658549666404724,0.03671679273247719,0.014212274923920631,0.5759875774383545,0.2699825167655945,326.3677978515625,237.12179565429688,34.17667770385742,46.5035400390625,275.9588623046875,0.06304314732551575,0.12516668438911438,0.6906880140304565,2.3665199279785156,0.9790000319480896,0.02326708287000656,0.04000015929341316,2.6137924194335938,0.5,0.08000031858682632,0.3686196804046631,0.0,0.3306315541267395,0.43059980869293213,0.6480032801628113,0.2635532319545746,0.3531724810600281,0.5725662112236023,0.388245552778244,0.27041444182395935,0.6455979347229004,0.44355541467666626,0.5,0.9801128506660461,0.9687350988388062,0.2315599024295807,0.299812376499176,0.9998000264167786,0.023000001907348633,0.004999999888241291,0.018000001087784767,0.979,0.7055035631064862,1.5547613039788373,0.19787019677637102,0.5171974077457008,1.5432803841248868,1.6880973888795756,0.7522333192836331,0.2256746943199388,0.1163354143500328,0.083665382117033,280.5403054681028,0.06005685776472092,0.07953011244535446,0.36110684275627136,0.11761834472417831,0.004518159199506044,0.3160119652748108,0.5464454889297485,0.5348155498504639,0.9687350988388062,0.9819999989122152,0.4829330678637091,"progress_score,survival_score,scuffing_score,impact_score,lateral_score,orientation_score"
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,1.0,0.10999999940395355,-1.0,0.2900000214576721,1.0,0.03999999910593033,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,1000,0.6258227825164795,0.6258227825164795,1.2591125965118408,0.7417275309562683,0.14848622679710388,0.4760752320289612,1.7190020084381104,0.14848622679710388,0.039386600255966187,0.407783567905426,0.2564215064048767,0.905312180519104,1.6083983182907104,1.1585450172424316,2.4894461631774902,0.4760752320289612,0.49756309390068054,0.024004168808460236,0.007907208055257797,0.5385669469833374,0.270798921585083,304.99896240234375,224.05990600585938,33.440303802490234,45.658653259277344,349.39019775390625,0.05941322073340416,0.13124999403953552,0.6919478178024292,2.590653419494629,0.9900000095367432,0.025182243436574936,0.04000015929341316,2.6131930351257324,0.5,0.10901027917861938,0.2913198471069336,0.03868003189563751,0.3722609281539917,0.4482713043689728,0.6916127800941467,0.28068333864212036,0.36344027519226074,0.5878673791885376,0.2812230885028839,0.2887916564941406,0.6540188789367676,0.4582005739212036,0.862625241279602,0.9809775352478027,0.9633173942565918,0.06259171664714813,0.1411081850528717,1.0,0.02200000174343586,0.004999999888241291,0.017000000923871994,0.99,0.6989371868095012,1.6176592767542837,0.19846057607486225,0.5063807918996106,1.2682264459830155,1.5777978841339249,0.7053815236456655,0.17863755725971522,0.12591121718287468,0.07408957928419113,242.23327067594428,0.11073237657546997,0.10367687791585922,0.5282278656959534,0.08153410255908966,0.004444986581802368,0.34057024121284485,0.5198549628257751,0.5187931656837463,0.9633173942565918,0.982999999076128,0.5030878333276825,"progress_score,survival_score,scuffing_score,impact_score,lateral_score,orientation_score"
pronking,0,action_space,-1.0,2.5999999046325684,0.0,0.5,1.0,0.10999999940395355,0.0,0.33000001311302185,0.0,0.0,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,1000,0.6547621488571167,0.6547621488571167,1.1964335441589355,0.8055822849273682,0.14583909511566162,0.5113126039505005,1.5653188228607178,0.14583909511566162,0.038075920194387436,0.4141398072242737,0.2659391164779663,0.9909749031066895,2.497037172317505,1.2154226303100586,2.801147937774658,0.5113126039505005,0.5932474136352539,0.030881647020578384,0.011741972528398037,0.5369740724563599,0.24923020601272583,303.2237548828125,222.84182739257812,33.739662170410156,45.23352813720703,235.38796997070312,0.06223835423588753,0.11891666054725647,0.6851467490196228,2.484170436859131,0.974000096321106,0.023928681388497353,0.04000015929341316,2.6131210327148438,0.5,0.10901571065187454,0.33000147342681885,0.0,0.3387554883956909,0.43215709924697876,0.6591647863388062,0.27436935901641846,0.35539400577545166,0.5729082226753235,0.350567102432251,0.2871384620666504,0.6477839946746826,0.4516245126724243,0.8626930713653564,0.9809775352478027,0.9701129198074341,0.23014646768569946,0.2945202589035034,1.0,0.02200000174343586,0.004999999888241291,0.017000000923871994,0.974,0.703436066237808,1.5970231580369183,0.19513052091968452,0.515692850908335,1.5802016239447119,1.6736630299360318,0.7702255602323607,0.20645488502085976,0.11964340694248676,0.08035738952457905,253.43969697537327,0.07458236813545227,0.07321127504110336,0.42635950446128845,0.09760395437479019,0.006842487957328558,0.34165695309638977,0.5285484790802002,0.5517924427986145,0.9701129198074341,0.982999999076128,0.49304849987751564,"progress_score,survival_score,scuffing_score,impact_score,lateral_score,orientation_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,-1.0,0.2900000214576721,-1.0,-0.03999999910593033,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,1000,0.5730563402175903,0.5730563402175903,1.1420949697494507,0.8581897020339966,0.1678033322095871,0.5447069406509399,1.5296335220336914,0.1678033322095871,0.051994189620018005,0.38487574458122253,0.23464420437812805,1.0456711053848267,2.776477336883545,1.133004903793335,2.3163771629333496,0.5447069406509399,0.6646646857261658,0.0341038852930069,0.01980399340391159,0.5744894742965698,0.20779234170913696,335.77935791015625,250.1851806640625,33.181968688964844,44.882110595703125,378.8426818847656,0.06130174547433853,0.1264999955892563,0.6748024225234985,2.144976854324341,1.0789999961853027,0.022841911762952805,0.04000015929341316,3.000000238418579,0.5,0.05101846158504486,0.29135793447494507,-0.038641996681690216,0.3287011384963989,0.4171096086502075,0.6372559070587158,0.27650782465934753,0.3476810157299042,0.5498994588851929,0.324232280254364,0.3121364116668701,0.6518533229827881,0.44824910163879395,0.13773152232170105,0.9801128506660461,0.9652384519577026,0.1174665093421936,0.19279250502586365,0.9996000528335571,0.023000001907348633,0.004999999888241291,0.018000001087784767,1.079,0.6253961345683213,1.4099398256639057,0.22802234456302303,0.48440087157036377,1.6662764887267494,1.5219649020044286,0.8152697012192749,0.23218070267987065,0.11420955881476402,0.08579123765230179,294.0030092101872,0.052551671862602234,0.05145454406738281,0.3402217924594879,0.0765724927186966,0.01567251794040203,0.31696024537086487,0.6083635687828064,0.5312619805335999,0.9652384519577026,0.9819999989122152,0.48078126372083246,"progress_score,survival_score,scuffing_score,impact_score,lateral_score,orientation_score"
pronking,0,action_space,0.0,3.0,0.0,0.5,-1.0,0.04999999701976776,0.0,0.33000001311302185,-1.0,-0.03999999910593033,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,1000,0.5985828638076782,0.5985828638076782,1.2136187553405762,0.7864910364151001,0.16606676578521729,0.5143370628356934,1.433097243309021,0.16606676578521729,0.04904212802648544,0.39665693044662476,0.2418288141489029,0.9650390148162842,2.298069953918457,1.1365565061569214,2.316133975982666,0.5143370628356934,0.6154197454452515,0.028191424906253815,0.012781990692019463,0.5455386638641357,0.21868577599525452,302.94842529296875,221.14990234375,34.404457092285156,45.50447082519531,390.8509826660156,0.05542757734656334,0.12258334457874298,0.8149060010910034,2.715334892272949,1.1150000095367432,0.024272361770272255,0.04000015929341316,3.000000238418579,0.5,0.05107992887496948,0.33000147342681885,-0.03856006637215614,0.33372169733047485,0.4237317442893982,0.6614030599594116,0.2851388454437256,0.3660022020339966,0.5659842491149902,0.34592342376708984,0.30034053325653076,0.6652414798736572,0.45943185687065125,0.13849961757659912,0.9792481660842896,0.9673757553100586,0.2328491508960724,0.30406659841537476,0.9998000264167786,0.024000000208616257,0.00800000037997961,0.01600000075995922,1.115,0.7308574043581838,1.560537655076607,0.22145457327968066,0.49176093190584275,1.5159386379133084,1.521885007476802,0.7844869313412758,0.20241891116759145,0.12136180885136127,0.07863898761570454,249.62404705747377,0.08422423899173737,0.07097510993480682,0.4406658709049225,0.08946214616298676,0.012604323215782642,0.3358544707298279,0.5439926981925964,0.5417683720588684,0.9673757553100586,0.9839999992400408,0.49567244446983466,"progress_score,survival_score,scuffing_score,impact_score,lateral_score,orientation_score"
