iteration,reward,done_rate,edge_reset_rate,vx_err,policy_loss,value_loss,entropy,log_std_mean,gait_pronk_ratio,gait_trot_ratio,gait_bound_ratio,gait_pace_ratio,flat_trot_efficiency_trot_ratio,flat_trot_efficiency_count,flat_trot_efficiency_pronk_ratio,flat_trot_efficiency_bound_ratio,flat_trot_efficiency_pace_ratio,ramp_up_trot_robustness_trot_ratio,ramp_up_trot_robustness_count,ramp_up_trot_robustness_pronk_ratio,ramp_up_trot_robustness_bound_ratio,ramp_up_trot_robustness_pace_ratio,rough_slope_trot_robustness_trot_ratio,rough_slope_trot_robustness_count,rough_slope_trot_robustness_pronk_ratio,rough_slope_trot_robustness_bound_ratio,rough_slope_trot_robustness_pace_ratio,push_lateral_pace_recovery_pace_ratio,push_lateral_pace_recovery_count,push_lateral_pace_recovery_pronk_ratio,push_lateral_pace_recovery_trot_ratio,push_lateral_pace_recovery_bound_ratio,stepping_stones_easy_bound_highspeed_bound_ratio,stepping_stones_easy_bound_highspeed_count,stepping_stones_easy_bound_highspeed_pronk_ratio,stepping_stones_easy_bound_highspeed_trot_ratio,stepping_stones_easy_bound_highspeed_pace_ratio,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,action_clip_rate
10,0.9298094846308231,0.017822265625,0.003442382889261353,0.47107433527708054,-0.021499170688912272,168.71589851379395,5.056936889886856,-0.6742078065872192,0.28466796875,0.2232666015625,0.265625,0.2264404296875,0.20372596383094788,52,0.29807692766189575,0.2584134638309479,0.2397836595773697,0.23223039507865906,51,0.26838237047195435,0.25796568393707275,0.24142158031463623,0.23713235557079315,51,0.2659313678741455,0.2818627655506134,0.21507354080677032,0.22671569883823395,51,0.2922794222831726,0.22242647409439087,0.25857844948768616,0.2714460790157318,51,0.2984068691730499,0.22120098769664764,0.2089460790157318,2.845038890838623,0.5067223310470581,0.09153448045253754,0.3449086844921112,0.004878373816609383,0.11809082329273224
11,0.849979130551219,0.0174560546875,0.003247070391807938,0.5028964122757316,-0.02405457486747764,166.2938814163208,5.060055911540985,-0.6729779243469238,0.28125,0.2396240234375,0.2503662109375,0.228759765625,0.2343750149011612,52,0.28125,0.2554086744785309,0.2289663553237915,0.25183823704719543,51,0.28492647409439087,0.23713235557079315,0.22610294818878174,0.24325981736183167,51,0.26348039507865906,0.262254923582077,0.23100490868091583,0.23284314572811127,51,0.2971813976764679,0.2346813827753067,0.2352941334247589,0.2616421580314636,51,0.27941176295280457,0.2340686321258545,0.2248774617910385,2.882727861404419,0.5084459781646729,0.09166809916496277,0.34262844920158386,0.0031507215462625027,0.1214599609375
12,0.8574572037905455,0.0179443359375,0.003417968817302608,0.4955077162012458,-0.021268126845825464,166.10536670684814,5.064244508743286,-0.6716252565383911,0.2637939453125,0.248779296875,0.2471923828125,0.240234375,0.2475961595773697,52,0.26382213830947876,0.23918269574642181,0.24939905107021332,0.25,51,0.26838237047195435,0.23039215803146362,0.2512255012989044,0.25,51,0.25735294818878174,0.25796568393707275,0.2346813827753067,0.24142158031463623,51,0.25796568393707275,0.24632354080677032,0.2542892098426819,0.2542892098426819,51,0.2714460790157318,0.25,0.2242647111415863,2.8683524131774902,0.500276505947113,0.09295867383480072,0.34507864713668823,0.004093451891094446,0.1207275390625
13,0.837188882753253,0.0194091796875,0.0037841797748114914,0.5144516471773386,-0.021082842751638964,172.0625228881836,5.06955960392952,-0.6704398989677429,0.26904296875,0.241943359375,0.2509765625,0.238037109375,0.23617789149284363,52,0.2650240361690521,0.26201924681663513,0.2367788553237915,0.24816177785396576,51,0.2555147111415863,0.25,0.24632354080677032,0.2450980544090271,51,0.27941176295280457,0.23161765933036804,0.24387255311012268,0.2346813827753067,51,0.26776960492134094,0.24571079015731812,0.25183823704719543,0.2591911852359772,51,0.27757352590560913,0.2346813827753067,0.22855393588542938,2.8564813137054443,0.5037477016448975,0.0921889990568161,0.3441227972507477,0.005790184251964092,0.12761230766773224
14,0.9012333508580923,0.0169677734375,0.0033203125713043846,0.4854208305478096,-0.018807546148309484,177.72116374969482,5.069859653711319,-0.669339120388031,0.2689208984375,0.240234375,0.2386474609375,0.252197265625,0.2289663553237915,52,0.27524039149284363,0.24579328298568726,0.25,0.24387255311012268,51,0.2757353186607361,0.23345589637756348,0.24693627655506134,0.24754902720451355,51,0.26286765933036804,0.24203431606292725,0.24754902720451355,0.2395833432674408,51,0.26776960492134094,0.2512255012989044,0.24142158031463623,0.23039215803146362,51,0.26286765933036804,0.2297794222831726,0.2769607901573181,2.8925094604492188,0.5042715072631836,0.09276679903268814,0.3492799401283264,0.004500463604927063,0.12895508110523224
15,0.8681403659284115,0.016845703125,0.0032470703772560228,0.49243795964866877,-0.01922349794767797,181.7265501022339,5.074121415615082,-0.6683195233345032,0.26416015625,0.2435302734375,0.247802734375,0.2445068359375,0.23918269574642181,52,0.26923078298568726,0.24639424681663513,0.24519231915473938,0.25796568393707275,51,0.26899510622024536,0.23345589637756348,0.2395833432674408,0.23651961982250214,51,0.2555147111415863,0.2665441334247589,0.24142158031463623,0.2450980544090271,51,0.2855392396450043,0.23100490868091583,0.23835785686969757,0.2542892098426819,51,0.24142158031463623,0.25306373834609985,0.2512255012989044,2.8646554946899414,0.5074664950370789,0.0912996456027031,0.34357666969299316,0.005385987460613251,0.130126953125
16,0.8845703955739737,0.0174560546875,0.003417968817302608,0.4856417030096054,-0.020610933075658977,180.81737232208252,5.079487085342407,-0.6671499609947205,0.2701416015625,0.2298583984375,0.265625,0.234375,0.23317308723926544,52,0.28305289149284363,0.2554086744785309,0.22836539149284363,0.22181373834609985,51,0.2555147111415863,0.2861519753932953,0.23651961982250214,0.24325981736183167,51,0.2567402124404907,0.2512255012989044,0.24877451360225677,0.23835785686969757,51,0.2763480544090271,0.21752451360225677,0.26776960492134094,0.26776960492134094,51,0.27879902720451355,0.23345589637756348,0.21997550129890442,2.8475499153137207,0.5054949522018433,0.09300066530704498,0.34554851055145264,0.0037563445512205362,0.12595215439796448
17,0.8564327862113714,0.0181884765625,0.0035156251014996087,0.4945511296391487,-0.017357248871121556,205.6625919342041,5.087835431098938,-0.6660417318344116,0.2572021484375,0.2464599609375,0.260009765625,0.236328125,0.25360578298568726,52,0.25120192766189575,0.26382213830947876,0.23137019574642181,0.24264706671237946,51,0.26838237047195435,0.2616421580314636,0.22732843458652496,0.23651961982250214,51,0.25245100259780884,0.26286765933036804,0.24816177785396576,0.23223039507865906,51,0.2610294222831726,0.2610294222831726,0.24571079015731812,0.2659313678741455,51,0.25306373834609985,0.23835785686969757,0.24264706671237946,2.878528356552124,0.5090808272361755,0.09432660788297653,0.34592103958129883,0.005715522915124893,0.12895508110523224
18,0.9050660263746977,0.0179443359375,0.0034667969703150447,0.47654719185084105,-0.01968083274550736,184.84392547607422,5.090152144432068,-0.6655871868133545,0.265380859375,0.23828125,0.2545166015625,0.2418212890625,0.23798078298568726,52,0.25661057233810425,0.25360578298568726,0.25180289149284363,0.23100490868091583,51,0.25735294818878174,0.2561274468898773,0.2555147111415863,0.24632354080677032,51,0.26838237047195435,0.2555147111415863,0.2297794222831726,0.23100490868091583,51,0.28921568393707275,0.2291666716337204,0.2506127655506134,0.2567402124404907,51,0.2555147111415863,0.24693627655506134,0.24080882966518402,2.855567216873169,0.5053160190582275,0.09217143803834915,0.34750452637672424,0.003662393195554614,0.13100586831569672
19,0.8978220857679844,0.017578125,0.003393554745343863,0.4894470600411296,-0.019402653008000925,196.39359951019287,5.0896220207214355,-0.6648623943328857,0.2781982421875,0.2340087890625,0.2454833984375,0.2423095703125,0.24278846383094788,52,0.2728365361690521,0.24399039149284363,0.24038462340831757,0.24142158031463623,51,0.27818629145622253,0.24080882966518402,0.2395833432674408,0.24325981736183167,51,0.27450981736183167,0.24571079015731812,0.23651961982250214,0.2444853037595749,51,0.2867647111415863,0.21752451360225677,0.2512255012989044,0.24571079015731812,51,0.27879902720451355,0.2248774617910385,0.2506127655506134,2.869190216064453,0.5086550712585449,0.09276671707630157,0.3453338146209717,0.003487585810944438,0.13205567002296448
20,0.9044572338461876,0.018310546875,0.0035156250651198206,0.48095867969095707,-0.017799184017349035,183.65809726715088,5.088417947292328,-0.6639957427978516,0.260986328125,0.2314453125,0.2646484375,0.242919921875,0.25120192766189575,52,0.2680288553237915,0.25420674681663513,0.2265625149011612,0.2352941334247589,51,0.25183823704719543,0.25796568393707275,0.2549019753932953,0.2395833432674408,51,0.2506127655506134,0.27267158031463623,0.23713235557079315,0.24816177785396576,51,0.2610294222831726,0.2187500149011612,0.2720588445663452,0.2665441334247589,51,0.27328431606292725,0.21200981736183167,0.24816177785396576,2.8609399795532227,0.507404088973999,0.09086038172245026,0.3445083498954773,0.0033359499648213387,0.13330078125
21,0.8639938849955797,0.01708984375,0.003320312542200554,0.5031717466190457,-0.018913985783001408,189.61753368377686,5.08968386054039,-0.6632782816886902,0.2745361328125,0.22265625,0.257080078125,0.2457275390625,0.22536058723926544,52,0.27223557233810425,0.25180289149284363,0.2506009638309479,0.22549019753932953,51,0.24938726425170898,0.2659313678741455,0.2591911852359772,0.23100490868091583,51,0.28370100259780884,0.2555147111415863,0.2297794222831726,0.24693627655506134,51,0.280637264251709,0.2138480395078659,0.25857844948768616,0.25367647409439087,51,0.2867647111415863,0.21752451360225677,0.24203431606292725,2.862835168838501,0.5035113096237183,0.0946081131696701,0.3450133800506592,0.00034461310133337975,0.13469238579273224
22,0.888296527788043,0.0159912109375,0.00312500007385097,0.488544843159616,-0.01919482767698355,183.5374631881714,5.093298226594925,-0.6626994013786316,0.264892578125,0.2252197265625,0.2628173828125,0.2470703125,0.2163461595773697,52,0.24699519574642181,0.2740384638309479,0.262620210647583,0.23590686917304993,51,0.2702206075191498,0.24938726425170898,0.2444853037595749,0.2187500149011612,51,0.2696078419685364,0.2659313678741455,0.24571079015731812,0.2542892098426819,51,0.27389708161354065,0.22610294818878174,0.24571079015731812,0.27879902720451355,51,0.26409316062927246,0.2291666716337204,0.22794118523597717,2.877006769180298,0.507550835609436,0.09047137200832367,0.3466515839099884,0.0018182875355705619,0.13715820014476776
23,0.9212465491145849,0.016845703125,0.0033203125876752893,0.46700049098581076,-0.017566276132129133,189.4445858001709,5.095572203397751,-0.6621000170707703,0.258544921875,0.243408203125,0.2579345703125,0.2401123046875,0.265625,52,0.2421875149011612,0.25600963830947876,0.23617789149284363,0.2549019753932953,51,0.25796568393707275,0.24387255311012268,0.24325981736183167,0.23100490868091583,51,0.2665441334247589,0.27328431606292725,0.2291666716337204,0.24571079015731812,51,0.26776960492134094,0.22794118523597717,0.25857844948768616,0.25796568393707275,51,0.25857844948768616,0.23713235557079315,0.24632354080677032,2.8726515769958496,0.5045571327209473,0.09341831505298615,0.3441593050956726,0.003682994283735752,0.13493652641773224
24,0.894068518653512,0.017822265625,0.0033935547562577995,0.4948311746120453,-0.014242994104279205,256.6485118865967,5.097309798002243,-0.661493718624115,0.2623291015625,0.2293701171875,0.262451171875,0.245849609375,0.23497596383094788,52,0.26382213830947876,0.24519231915473938,0.25600963830947876,0.23223039507865906,51,0.2561274468898773,0.2671568691730499,0.2444853037595749,0.23223039507865906,51,0.2647058963775635,0.2665441334247589,0.23651961982250214,0.2506127655506134,51,0.25306373834609985,0.23284314572811127,0.26348039507865906,0.2702206075191498,51,0.27389708161354065,0.21446079015731812,0.24142158031463623,2.8465921878814697,0.5068243741989136,0.09180949628353119,0.3443409204483032,0.005021096207201481,0.13850097358226776
25,0.8451409973204136,0.017822265625,0.003466796966677066,0.4976846380159259,-0.02005367717356421,166.1214485168457,5.095465958118439,-0.6605775952339172,0.2694091796875,0.231201171875,0.260986328125,0.2384033203125,0.25120192766189575,52,0.25,0.25120192766189575,0.2475961595773697,0.23774510622024536,51,0.25857844948768616,0.26776960492134094,0.23590686917304993,0.22610294818878174,51,0.2720588445663452,0.2714460790157318,0.23039215803146362,0.2444853037595749,51,0.27941176295280457,0.21691177785396576,0.2591911852359772,0.2555147111415863,51,0.2873774468898773,0.2236519753932953,0.23345589637756348,2.8836734294891357,0.5021966695785522,0.09312476962804794,0.34134599566459656,0.004352140240371227,0.14152832329273224
26,0.8870042599737644,0.019775390625,0.0038574219652218744,0.47817104309797287,-0.02007741923443973,179.67845916748047,5.098643660545349,-0.6595453023910522,0.2698974609375,0.2366943359375,0.25732421875,0.236083984375,0.24158655107021332,52,0.2602163553237915,0.25180289149284363,0.24639424681663513,0.22794118523597717,51,0.2671568691730499,0.27267158031463623,0.23223039507865906,0.2450980544090271,51,0.24877451360225677,0.2708333432674408,0.2352941334247589,0.23713235557079315,51,0.28002452850341797,0.2297794222831726,0.25306373834609985,0.23835785686969757,51,0.293504923582077,0.2389705926179886,0.2291666716337204,2.873039484024048,0.505901575088501,0.09387411177158356,0.3428918719291687,0.0024474875535815954,0.13955079019069672
27,0.9098483081907034,0.016357421875,0.0031494141276198206,0.4798592971637845,-0.01998256855586078,156.8377628326416,5.1033971309661865,-0.6583865284919739,0.278564453125,0.2337646484375,0.2491455078125,0.238525390625,0.23737981915473938,52,0.2728365361690521,0.25420674681663513,0.23557692766189575,0.2549019753932953,51,0.2671568691730499,0.24816177785396576,0.2297794222831726,0.2089460790157318,51,0.293504923582077,0.262254923582077,0.2352941334247589,0.24632354080677032,51,0.2665441334247589,0.23651961982250214,0.2506127655506134,0.23039215803146362,51,0.2928921580314636,0.23100490868091583,0.24571079015731812,2.8607113361358643,0.5106335878372192,0.09437704086303711,0.34494566917419434,0.005919501185417175,0.14069823920726776
28,0.895233865827322,0.017822265625,0.0034667969466681825,0.48727129120379686,-0.018741338019026443,190.25430393218994,5.106033802032471,-0.6572713851928711,0.2918701171875,0.2432861328125,0.2364501953125,0.2283935546875,0.2572115361690521,52,0.28305289149284363,0.23737981915473938,0.22235578298568726,0.2444853037595749,51,0.2763480544090271,0.24816177785396576,0.23100490868091583,0.2291666716337204,51,0.29411765933036804,0.25367647409439087,0.22303922474384308,0.2297794222831726,51,0.3069853186607361,0.24264706671237946,0.22058823704719543,0.22242647409439087,51,0.29901960492134094,0.24264706671237946,0.23590686917304993,2.8542540073394775,0.5037455558776855,0.09242125600576401,0.34429067373275757,0.005975755862891674,0.1424560546875
29,0.9455134570598602,0.0185546875,0.0034423829019942787,0.47214342281222343,-0.018219487799797207,183.204363822937,5.107750594615936,-0.6562912464141846,0.2869873046875,0.252197265625,0.254150390625,0.2066650390625,0.24939905107021332,52,0.29507213830947876,0.23798078298568726,0.21754808723926544,0.25857844948768616,51,0.2708333432674408,0.2591911852359772,0.21139706671237946,0.24693627655506134,51,0.2818627655506134,0.2567402124404907,0.21446079015731812,0.19730393588542938,51,0.2867647111415863,0.2542892098426819,0.2616421580314636,0.2555147111415863,51,0.30024510622024536,0.25183823704719543,0.1924019604921341,2.8752992153167725,0.5085651874542236,0.0901850014925003,0.3422889709472656,0.004573945887386799,0.14030762016773224
30,0.9522906802594662,0.0145263671875,0.002832031332218321,0.45329640060663223,-0.01757333024579566,176.35962867736816,5.11149337887764,-0.6553177237510681,0.2891845703125,0.245361328125,0.2471923828125,0.21826171875,0.2554086744785309,52,0.293870210647583,0.22716346383094788,0.22355769574642181,0.2236519753932953,51,0.280637264251709,0.2598039209842682,0.23590686917304993,0.2542892098426819,51,0.28370100259780884,0.24693627655506134,0.21507354080677032,0.20955882966518402,51,0.2910539209842682,0.240196093916893,0.2591911852359772,0.24325981736183167,51,0.2965686321258545,0.25306373834609985,0.20710785686969757,2.8769922256469727,0.5036783814430237,0.09275989234447479,0.34249770641326904,0.0030329087749123573,0.145263671875
31,0.9044192805886269,0.0191650390625,0.00371093757894414,0.487702339887619,-0.017989884363487363,222.44551849365234,5.115104824304581,-0.6547529101371765,0.2935791015625,0.2415771484375,0.2513427734375,0.2135009765625,0.23918269574642181,52,0.26923078298568726,0.2686298191547394,0.22295673191547394,0.2671568691730499,51,0.2769607901573181,0.2444853037595749,0.21139706671237946,0.24080882966518402,51,0.29901960492134094,0.24264706671237946,0.21752451360225677,0.2083333432674408,51,0.30882352590560913,0.22671569883823395,0.2561274468898773,0.2444853037595749,51,0.31433823704719543,0.2340686321258545,0.20710785686969757,2.892387866973877,0.5043365955352783,0.09195457398891449,0.34023845195770264,0.004045647103339434,0.14865723252296448
32,0.9381850827485323,0.01953125,0.0038330079023580765,0.4562779376283288,-0.019843241316266358,164.81413078308105,5.112849861383438,-0.6536523103713989,0.30322265625,0.23486328125,0.2496337890625,0.2122802734375,0.23617789149284363,52,0.2944711744785309,0.24639424681663513,0.22295673191547394,0.2389705926179886,51,0.2928921580314636,0.2512255012989044,0.21691177785396576,0.22610294818878174,51,0.3180147111415863,0.24816177785396576,0.2077205926179886,0.2138480395078659,51,0.30392158031463623,0.22732843458652496,0.2549019753932953,0.24754902720451355,51,0.3069853186607361,0.24571079015731812,0.19975490868091583,2.873884916305542,0.5071449875831604,0.09068065881729126,0.3402709662914276,0.0025888606905937195,0.14777831733226776
33,0.9957748670130968,0.0159912109375,0.003100586038272013,0.451151211746037,-0.019238430249970406,187.8385591506958,5.117442816495895,-0.6523771286010742,0.2945556640625,0.24951171875,0.255126953125,0.2008056640625,0.24038462340831757,52,0.3100961744785309,0.2530048191547394,0.19651442766189575,0.2591911852359772,51,0.2665441334247589,0.25796568393707275,0.21629902720451355,0.24325981736183167,51,0.280637264251709,0.2604166865348816,0.21568627655506134,0.1819853037595749,51,0.31066176295280457,0.2591911852359772,0.24816177785396576,0.2561274468898773,51,0.30453431606292725,0.24571079015731812,0.1936274617910385,2.890233039855957,0.5093555450439453,0.0919419527053833,0.34325987100601196,0.004187373444437981,0.14980469644069672
34,0.933041175827384,0.017578125,0.0034179687972937245,0.4720188667997718,-0.01911180347087793,199.86334037780762,5.119742810726166,-0.6516488194465637,0.3154296875,0.244384765625,0.2379150390625,0.2022705078125,0.24158655107021332,52,0.3070913553237915,0.24579328298568726,0.2055288553237915,0.2659313678741455,51,0.30514708161354065,0.22242647409439087,0.20649510622024536,0.2340686321258545,51,0.311887264251709,0.24938726425170898,0.20465686917304993,0.21017158031463623,51,0.31004902720451355,0.2450980544090271,0.2346813827753067,0.23713235557079315,51,0.343137264251709,0.2352941334247589,0.18443627655506134,2.882206439971924,0.5058526992797852,0.0915624350309372,0.3424297571182251,0.0027653714641928673,0.14716796576976776
35,0.9158460684120655,0.0174560546875,0.003320312560390448,0.48818696569651365,-0.020374795072712004,204.57973670959473,5.109972238540649,-0.6510012745857239,0.320068359375,0.2496337890625,0.234375,0.1959228515625,0.2572115361690521,52,0.31370192766189575,0.22055289149284363,0.2085336595773697,0.2450980544090271,51,0.3131127655506134,0.23774510622024536,0.20404411852359772,0.2506127655506134,51,0.3069853186607361,0.25,0.1924019604921341,0.18443627655506134,51,0.33088237047195435,0.2512255012989044,0.23345589637756348,0.23039215803146362,51,0.33578431606292725,0.24387255311012268,0.18995098769664764,2.9008889198303223,0.5086728930473328,0.09154485166072845,0.3395819664001465,0.004239520989358425,0.1534423828125
36,0.8802115879952908,0.016845703125,0.003369140695212991,0.48984978906810284,-0.01874544774182141,187.33761024475098,5.1070051193237305,-0.6502479910850525,0.3377685546875,0.240234375,0.22412109375,0.1978759765625,0.25120192766189575,52,0.31850963830947876,0.21814905107021332,0.21213942766189575,0.24264706671237946,51,0.35232844948768616,0.2138480395078659,0.19117647409439087,0.23284314572811127,51,0.32046568393707275,0.23774510622024536,0.2089460790157318,0.19730393588542938,51,0.3443627655506134,0.23039215803146362,0.22794118523597717,0.22303922474384308,51,0.3535539209842682,0.24387255311012268,0.17953431606292725,2.85775089263916,0.5059366822242737,0.08922130614519119,0.33803120255470276,0.001417113933712244,0.15358887612819672
