iteration,reward,done_rate,edge_reset_rate,vx_err,policy_loss,value_loss,entropy,log_std_mean,gait_pronk_ratio,gait_trot_ratio,gait_bound_ratio,gait_pace_ratio,flat_trot_efficiency_trot_ratio,flat_trot_efficiency_count,flat_trot_efficiency_pronk_ratio,flat_trot_efficiency_bound_ratio,flat_trot_efficiency_pace_ratio,ramp_up_trot_robustness_trot_ratio,ramp_up_trot_robustness_count,ramp_up_trot_robustness_pronk_ratio,ramp_up_trot_robustness_bound_ratio,ramp_up_trot_robustness_pace_ratio,rough_slope_trot_robustness_trot_ratio,rough_slope_trot_robustness_count,rough_slope_trot_robustness_pronk_ratio,rough_slope_trot_robustness_bound_ratio,rough_slope_trot_robustness_pace_ratio,push_lateral_pace_recovery_pace_ratio,push_lateral_pace_recovery_count,push_lateral_pace_recovery_pronk_ratio,push_lateral_pace_recovery_trot_ratio,push_lateral_pace_recovery_bound_ratio,stepping_stones_easy_bound_highspeed_bound_ratio,stepping_stones_easy_bound_highspeed_count,stepping_stones_easy_bound_highspeed_pronk_ratio,stepping_stones_easy_bound_highspeed_trot_ratio,stepping_stones_easy_bound_highspeed_pace_ratio,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,action_clip_rate
37,0.9137199576944113,0.0191650390625,0.0037109375989530236,0.4758500624448061,-0.020384936273330823,197.43338775634766,5.1086128652095795,-0.6492806077003479,0.35302734375,0.248779296875,0.2109375,0.187255859375,0.2662259638309479,52,0.3275240361690521,0.20733173191547394,0.19891828298568726,0.24816177785396576,51,0.3480392396450043,0.21200981736183167,0.19178922474384308,0.24693627655506134,51,0.3504902124404907,0.21446079015731812,0.1881127506494522,0.19914215803146362,51,0.3388480544090271,0.2444853037595749,0.21752451360225677,0.2034313827753067,51,0.4007353186607361,0.23774510622024536,0.15808823704719543,2.8630270957946777,0.5050645470619202,0.08992420881986618,0.3361836373806,0.004743032623082399,0.15812988579273224
38,0.953932847827673,0.0172119140625,0.0033447266432631295,0.4621068648993969,-0.01895338192116469,179.03583145141602,5.11014398932457,-0.648021399974823,0.3509521484375,0.25,0.2147216796875,0.184326171875,0.25120192766189575,52,0.3305288553237915,0.21935096383094788,0.19891828298568726,0.2647058963775635,51,0.3284313976764679,0.22610294818878174,0.18075981736183167,0.2340686321258545,51,0.3553921580314636,0.21139706671237946,0.19914215803146362,0.1770833432674408,51,0.3535539209842682,0.2708333432674408,0.1985294222831726,0.21813726425170898,51,0.387254923582077,0.2291666716337204,0.16544118523597717,2.8517532348632812,0.5014482140541077,0.0893269032239914,0.3371843695640564,0.00441681919619441,0.15883789956569672
39,0.9742427337914705,0.0172119140625,0.0033447266378061613,0.4610330546274781,-0.019868122995831072,184.816312789917,5.116402119398117,-0.6471583247184753,0.3603515625,0.2489013671875,0.2093505859375,0.181396484375,0.24879808723926544,52,0.35276442766189575,0.20372596383094788,0.19471155107021332,0.240196093916893,51,0.36151963472366333,0.21262255311012268,0.18566177785396576,0.2542892098426819,51,0.3339460790157318,0.22242647409439087,0.18933823704719543,0.17463235557079315,51,0.3713235557079315,0.24877451360225677,0.20526961982250214,0.2028186321258545,51,0.38235294818878174,0.25245100259780884,0.1623774617910385,2.868117332458496,0.5029134154319763,0.09062020480632782,0.3393029570579529,0.005796003621071577,0.15786133706569672
40,0.9220829382538795,0.0186767578125,0.0037109375480213203,0.4786516772583127,-0.01725792427896522,208.46077632904053,5.119368374347687,-0.6464928388595581,0.3499755859375,0.2579345703125,0.205078125,0.18701171875,0.27223557233810425,52,0.34194713830947876,0.1977163553237915,0.18810096383094788,0.2653186321258545,51,0.33700981736183167,0.20710785686969757,0.19056373834609985,0.262254923582077,51,0.34129902720451355,0.2187500149011612,0.1776960790157318,0.18504902720451355,51,0.36825981736183167,0.2506127655506134,0.19607843458652496,0.20588235557079315,51,0.36151963472366333,0.2389705926179886,0.1936274617910385,2.8784775733947754,0.5073112845420837,0.08922979235649109,0.3384826183319092,0.0064411889761686325,0.162109375
41,0.8953312784433365,0.01611328125,0.0030517578834405867,0.4871390853077173,-0.019877795479260385,163.2756872177124,5.122970819473267,-0.645622730255127,0.3472900390625,0.2464599609375,0.217041015625,0.189208984375,0.262620210647583,52,0.3335336744785309,0.2211538553237915,0.18269231915473938,0.24387255311012268,51,0.33700981736183167,0.22242647409439087,0.19669118523597717,0.24325981736183167,51,0.33700981736183167,0.23161765933036804,0.1881127506494522,0.1924019604921341,51,0.36213237047195435,0.24571079015731812,0.19975490868091583,0.21017158031463623,51,0.36703431606292725,0.23651961982250214,0.18627451360225677,2.9201784133911133,0.5040593147277832,0.08929801732301712,0.33648571372032166,0.005955374799668789,0.16411133110523224
42,0.9794128891080618,0.0185546875,0.0036132813220319804,0.4543355517089367,-0.01966237445594743,185.34346389770508,5.1283083856105804,-0.6448542475700378,0.3397216796875,0.2554931640625,0.20751953125,0.197265625,0.25360578298568726,52,0.3197115361690521,0.21394231915473938,0.21274039149284363,0.2604166865348816,51,0.3296568691730499,0.21262255311012268,0.19730393588542938,0.2757353186607361,51,0.31556373834609985,0.2034313827753067,0.20526961982250214,0.19607843458652496,51,0.3609068691730499,0.24632354080677032,0.19669118523597717,0.21078431606292725,51,0.37316179275512695,0.24142158031463623,0.17463235557079315,2.8573522567749023,0.5008354187011719,0.08904522657394409,0.33718907833099365,0.0037382859736680984,0.16357421875
43,0.9247886836528778,0.016845703125,0.003149414151266683,0.47892849799245596,-0.017444657685700804,179.31446170806885,5.128538906574249,-0.6434361338615417,0.353271484375,0.2513427734375,0.2000732421875,0.1953125,0.2650240361690521,52,0.32211539149284363,0.20432692766189575,0.2085336595773697,0.2604166865348816,51,0.34191176295280457,0.17524510622024536,0.22242647409439087,0.25306373834609985,51,0.34620100259780884,0.20465686917304993,0.19607843458652496,0.1819853037595749,51,0.3700980544090271,0.24693627655506134,0.20098039507865906,0.21507354080677032,51,0.3866421580314636,0.23100490868091583,0.1672794222831726,2.890881061553955,0.5043688416481018,0.08861500024795532,0.3378368616104126,0.004607767332345247,0.16376952826976776
44,0.9384654704481363,0.019287109375,0.003710937564392225,0.471014647744596,-0.019210495840525255,180.3891086578369,5.1370232701301575,-0.6418836712837219,0.3541259765625,0.2457275390625,0.2049560546875,0.1951904296875,0.2578125,52,0.3431490659713745,0.1850961595773697,0.21394231915473938,0.2598039209842682,51,0.3296568691730499,0.21446079015731812,0.19607843458652496,0.24571079015731812,51,0.3529411852359772,0.2089460790157318,0.1924019604921341,0.18872550129890442,51,0.3553921580314636,0.2444853037595749,0.21139706671237946,0.20526961982250214,51,0.3897058963775635,0.22058823704719543,0.18443627655506134,2.85707950592041,0.50055992603302,0.08882473409175873,0.3366525173187256,0.004177744500339031,0.16506348550319672
45,0.9161345064640045,0.0184326171875,0.003613281302023097,0.47363756224513054,-0.01789691939484328,177.19058799743652,5.14051741361618,-0.6408476233482361,0.34375,0.2587890625,0.2120361328125,0.1854248046875,0.27223557233810425,52,0.3431490659713745,0.1875,0.19711539149284363,0.2665441334247589,51,0.3296568691730499,0.2187500149011612,0.18504902720451355,0.24816177785396576,51,0.34742647409439087,0.21262255311012268,0.19178922474384308,0.19424019753932953,51,0.3192402124404907,0.2769607901573181,0.20955882966518402,0.23223039507865906,51,0.3792892396450043,0.2297794222831726,0.15870098769664764,2.8748905658721924,0.5013815760612488,0.08827550709247589,0.3361423909664154,0.0051474664360284805,0.17070312798023224
46,0.9188004620373249,0.017578125,0.003442382889261353,0.47448354307562113,-0.019391800567973405,170.3506555557251,5.144063234329224,-0.6401390433311462,0.341064453125,0.2581787109375,0.209716796875,0.1910400390625,0.2686298191547394,52,0.325120210647583,0.20372596383094788,0.20252405107021332,0.2769607901573181,51,0.31066176295280457,0.21017158031463623,0.20220589637756348,0.24816177785396576,51,0.3584558963775635,0.21017158031463623,0.18321079015731812,0.18075981736183167,51,0.3443627655506134,0.2561274468898773,0.2187500149011612,0.20588235557079315,51,0.36703431606292725,0.24080882966518402,0.18627451360225677,2.8867416381835938,0.5079929232597351,0.0924597755074501,0.3376021385192871,0.0033845757134258747,0.1724853515625
47,0.9211458303034306,0.0191650390625,0.003808593823123374,0.47336409986019135,-0.019525937939761207,185.94155979156494,5.14067605137825,-0.639350414276123,0.364013671875,0.25146484375,0.1995849609375,0.1849365234375,0.2475961595773697,52,0.359375,0.19951923191547394,0.19350962340831757,0.25245100259780884,51,0.36151963472366333,0.20526961982250214,0.18075981736183167,0.2506127655506134,51,0.3498774766921997,0.21752451360225677,0.1819853037595749,0.1930147111415863,51,0.3553921580314636,0.2708333432674408,0.18075981736183167,0.19485294818878174,51,0.39399510622024536,0.23590686917304993,0.17524510622024536,2.861701488494873,0.5077230334281921,0.091354139149189,0.33569541573524475,0.003401226829737425,0.1707763671875
48,0.9307377394288778,0.0185546875,0.003540039129802608,0.47090716380625963,-0.02059719047974795,152.51344108581543,5.1405028104782104,-0.6384559869766235,0.361083984375,0.239990234375,0.2120361328125,0.1868896484375,0.2367788553237915,52,0.340745210647583,0.21213942766189575,0.21033655107021332,0.24632354080677032,51,0.324754923582077,0.2297794222831726,0.19914215803146362,0.22181373834609985,51,0.38357844948768616,0.18995098769664764,0.20465686917304993,0.1819853037595749,51,0.3584558963775635,0.2542892098426819,0.20526961982250214,0.22303922474384308,51,0.39828431606292725,0.24080882966518402,0.13786765933036804,2.8931422233581543,0.5083191394805908,0.0902821347117424,0.33750206232070923,0.0024195844307541847,0.16960449516773224
49,0.9597810711711645,0.0177001953125,0.0034179688209405867,0.458739279769361,-0.018179043487180024,181.72663974761963,5.146556258201599,-0.6377103924751282,0.3702392578125,0.2471923828125,0.2039794921875,0.1785888671875,0.2475961595773697,52,0.3647836744785309,0.19951923191547394,0.18810096383094788,0.2671568691730499,51,0.3339460790157318,0.21200981736183167,0.18688726425170898,0.2616421580314636,51,0.34681373834609985,0.20955882966518402,0.1819853037595749,0.17340686917304993,51,0.38296571373939514,0.2389705926179886,0.20465686917304993,0.19424019753932953,51,0.4227941334247589,0.22058823704719543,0.1623774617910385,2.8775174617767334,0.503395676612854,0.08710456639528275,0.334624707698822,0.0028740635607391596,0.17280273139476776
50,0.94669109582901,0.0177001953125,0.0034179687972937245,0.47188454028218985,-0.01843869026924949,175.04360675811768,5.140375643968582,-0.6372422575950623,0.369140625,0.2484130859375,0.2021484375,0.1802978515625,0.2421875149011612,52,0.3617788553237915,0.19951923191547394,0.19651442766189575,0.26348039507865906,51,0.3547794222831726,0.20220589637756348,0.17953431606292725,0.2616421580314636,51,0.34191176295280457,0.21691177785396576,0.17953431606292725,0.18075981736183167,51,0.374387264251709,0.2549019753932953,0.18995098769664764,0.20220589637756348,51,0.4129902124404907,0.21997550129890442,0.16482843458652496,2.9121034145355225,0.5002496242523193,0.0888713002204895,0.3359098732471466,0.005391888320446014,0.17436523735523224
51,0.9349958281964064,0.019775390625,0.0037353516581788426,0.4669272340834141,-0.020500438869930804,176.5776538848877,5.129861533641815,-0.6363973021507263,0.3909912109375,0.234619140625,0.208251953125,0.1661376953125,0.2445913553237915,52,0.3665865659713745,0.19591346383094788,0.1929086595773697,0.25857844948768616,51,0.36213237047195435,0.21078431606292725,0.16850490868091583,0.22549019753932953,51,0.3915441334247589,0.20526961982250214,0.1776960790157318,0.15563726425170898,51,0.387254923582077,0.24938726425170898,0.2077205926179886,0.22181373834609985,51,0.4479166865348816,0.19485294818878174,0.1354166716337204,2.8913395404815674,0.5045045018196106,0.08841199427843094,0.3326387405395508,0.007490457966923714,0.181884765625
52,0.9411759730428457,0.0162353515625,0.003198242269718321,0.46343298722058535,-0.020770990347955376,160.92649745941162,5.129238784313202,-0.6352852582931519,0.3983154296875,0.226318359375,0.19140625,0.1839599609375,0.25,52,0.37139424681663513,0.18629808723926544,0.19230769574642181,0.24203431606292725,51,0.3848039209842682,0.17401961982250214,0.19914215803146362,0.22610294818878174,51,0.3921568691730499,0.2089460790157318,0.17279411852359772,0.19669118523597717,51,0.39828431606292725,0.2138480395078659,0.19117647409439087,0.19669118523597717,51,0.44546571373939514,0.19914215803146362,0.15870098769664764,2.8522510528564453,0.5025120973587036,0.08965155482292175,0.33324486017227173,0.0030153142288327217,0.17922364175319672
53,1.005806241184473,0.0208740234375,0.0041015625411091605,0.4402747070416808,-0.019877251179423183,176.3668098449707,5.1305138766765594,-0.6344206929206848,0.39892578125,0.2186279296875,0.1917724609375,0.190673828125,0.22295673191547394,52,0.3828125,0.19170673191547394,0.20252405107021332,0.2346813827753067,51,0.39276963472366333,0.17953431606292725,0.1930147111415863,0.21017158031463623,51,0.3897058963775635,0.19669118523597717,0.2034313827753067,0.1924019604921341,51,0.37806373834609985,0.22794118523597717,0.20159314572811127,0.18933823704719543,51,0.45159316062927246,0.19730393588542938,0.1617647111415863,2.869305372238159,0.5045707821846008,0.08903671056032181,0.33286213874816895,0.0032527949661016464,0.1812744140625
54,1.0004982557147741,0.0167236328125,0.003247070397264906,0.4367399513721466,-0.021453585010021925,164.76126670837402,5.135674029588699,-0.6333774924278259,0.3974609375,0.2259521484375,0.189453125,0.1871337890625,0.22776442766189575,52,0.3599759638309479,0.18629808723926544,0.22596155107021332,0.23284314572811127,51,0.3915441334247589,0.20159314572811127,0.17401961982250214,0.2291666716337204,51,0.38848039507865906,0.1930147111415863,0.18933823704719543,0.18321079015731812,51,0.4111519753932953,0.22794118523597717,0.1776960790157318,0.18872550129890442,51,0.436887264251709,0.21200981736183167,0.1623774617910385,2.9036455154418945,0.5025694966316223,0.08749720454216003,0.33228811621665955,0.0029161383863538504,0.17919921875
55,0.9780791159719229,0.01953125,0.003881836017171736,0.45846497640013695,-0.01718609331874177,198.95560359954834,5.132111579179764,-0.632685124874115,0.408935546875,0.2176513671875,0.188720703125,0.1846923828125,0.23858174681663513,52,0.38161060214042664,0.19951923191547394,0.18028846383094788,0.2395833432674408,51,0.38786765933036804,0.17953431606292725,0.1930147111415863,0.2034313827753067,51,0.39889708161354065,0.19056373834609985,0.20710785686969757,0.18014706671237946,51,0.41911765933036804,0.21262255311012268,0.1881127506494522,0.18566177785396576,51,0.4577206075191498,0.1936274617910385,0.16299019753932953,2.8564372062683105,0.4949905276298523,0.09101109206676483,0.3366433084011078,0.002793549094349146,0.18308106064796448
56,1.0052454229444265,0.0167236328125,0.0032470703627041075,0.4387245196849108,-0.01905187004012987,162.89441871643066,5.121081292629242,-0.6315154433250427,0.4127197265625,0.226806640625,0.1737060546875,0.186767578125,0.24579328298568726,52,0.364182710647583,0.18870192766189575,0.20132212340831757,0.2444853037595749,51,0.3952206075191498,0.1617647111415863,0.1985294222831726,0.23284314572811127,51,0.4111519753932953,0.1715686321258545,0.18443627655506134,0.19117647409439087,51,0.41973039507865906,0.2187500149011612,0.17034314572811127,0.17585784196853638,51,0.4742647111415863,0.19178922474384308,0.15808823704719543,2.912396192550659,0.4989713430404663,0.08681722730398178,0.331859827041626,0.0007062145159579813,0.1785888671875
57,1.0156692434102297,0.01904296875,0.0037353516436269274,0.44193086959421635,-0.01648433375521563,228.70875644683838,5.1169721484184265,-0.6303690075874329,0.4283447265625,0.22607421875,0.175537109375,0.1700439453125,0.24399039149284363,52,0.3960336744785309,0.17367789149284363,0.18629808723926544,0.2549019753932953,51,0.39460787177085876,0.1770833432674408,0.17340686917304993,0.22242647409439087,51,0.4123774766921997,0.1764705926179886,0.18872550129890442,0.15379902720451355,51,0.4473039507865906,0.22058823704719543,0.17830882966518402,0.1721813827753067,51,0.49203434586524963,0.1881127506494522,0.14767158031463623,2.8847110271453857,0.5021992921829224,0.08845019340515137,0.3321141004562378,0.005303853657096624,0.18300782144069672
58,1.0167649611830711,0.0162353515625,0.0031250000502041075,0.43783170357346535,-0.018073228871799074,164.09875392913818,5.104513227939606,-0.629573404788971,0.4415283203125,0.2305908203125,0.1630859375,0.164794921875,0.24158655107021332,52,0.3990384638309479,0.16706731915473938,0.19230769574642181,0.24754902720451355,51,0.4117647111415863,0.1672794222831726,0.17340686917304993,0.23223039507865906,51,0.4534313976764679,0.1513480395078659,0.16299019753932953,0.15502451360225677,51,0.46078431606292725,0.2248774617910385,0.15931373834609985,0.17034314572811127,51,0.4834558963775635,0.20649510622024536,0.13970588147640228,2.894496440887451,0.49659502506256104,0.08668620884418488,0.33241763710975647,0.004891898483037949,0.18227539956569672
59,0.9788564164191484,0.0208740234375,0.004052734473589226,0.464999339543283,-0.019014537683688104,202.83698081970215,5.101183712482452,-0.6290794610977173,0.4482421875,0.2264404296875,0.1695556640625,0.15576171875,0.2524038553237915,52,0.4212740659713745,0.15504808723926544,0.17127405107021332,0.2193627506494522,51,0.4417892396450043,0.17953431606292725,0.15931373834609985,0.24203431606292725,51,0.4375000298023224,0.17340686917304993,0.14705882966518402,0.1660539209842682,51,0.46139708161354065,0.21139706671237946,0.1611519604921341,0.17892158031463623,51,0.4797794222831726,0.20649510622024536,0.1348039209842682,2.9039173126220703,0.49820494651794434,0.08716108649969101,0.3317752480506897,0.0016572775784879923,0.18159179389476776
60,1.018296018242836,0.01806640625,0.003491210998618044,0.4393811784684658,-0.02142598998034373,162.5513801574707,5.081060528755188,-0.6283130049705505,0.447265625,0.2264404296875,0.16552734375,0.1607666015625,0.22836539149284363,52,0.42848560214042664,0.16346155107021332,0.1796875,0.25,51,0.4381127655506134,0.15196079015731812,0.15992647409439087,0.2291666716337204,51,0.42463237047195435,0.17892158031463623,0.1672794222831726,0.15870098769664764,51,0.4577206075191498,0.2193627506494522,0.16421569883823395,0.16911765933036804,51,0.48774510622024536,0.20526961982250214,0.13786765933036804,2.890896797180176,0.493541955947876,0.08832032978534698,0.3325553238391876,0.0030544293113052845,0.18437500298023224
61,1.0125411730259657,0.019287109375,0.003759765701033757,0.4482542173936963,-0.019063861400354654,176.4878740310669,5.085070759057999,-0.6273582577705383,0.4681396484375,0.2210693359375,0.16064453125,0.150146484375,0.24278846383094788,52,0.41766828298568726,0.17007212340831757,0.1694711595773697,0.2236519753932953,51,0.4479166865348816,0.15808823704719543,0.17034314572811127,0.23039215803146362,51,0.45036765933036804,0.17034314572811127,0.14889706671237946,0.14767158031463623,51,0.49142158031463623,0.2089460790157318,0.15196079015731812,0.15257354080677032,51,0.5343137383460999,0.19914215803146362,0.11397059261798859,2.873594284057617,0.49415743350982666,0.08867215365171432,0.3329232931137085,0.0006072757532820106,0.18662109971046448
62,1.031860014423728,0.0174560546875,0.0033203125803993316,0.43050637375563383,-0.018810225592460483,183.39116859436035,5.094782292842865,-0.6262410283088684,0.4674072265625,0.2188720703125,0.1612548828125,0.1524658203125,0.2211538553237915,52,0.45673078298568726,0.16286058723926544,0.15925481915473938,0.22732843458652496,51,0.44546571373939514,0.16360294818878174,0.16360294818878174,0.240196093916893,51,0.4436274766921997,0.16973039507865906,0.1464460790157318,0.15196079015731812,51,0.4859068691730499,0.20526961982250214,0.1568627506494522,0.15318627655506134,51,0.5055147409439087,0.20036765933036804,0.1409313827753067,2.895493745803833,0.5004509091377258,0.08730141818523407,0.33537325263023376,-0.0016040990594774485,0.18325196206569672
63,1.0294515416026115,0.0186767578125,0.0036132813365838956,0.44453617837280035,-0.01861065163393505,197.83035469055176,5.090049475431442,-0.6255103945732117,0.481689453125,0.2037353515625,0.162109375,0.1524658203125,0.22536058723926544,52,0.45913463830947876,0.16105769574642181,0.15444712340831757,0.1985294222831726,51,0.4687500298023224,0.16911765933036804,0.16360294818878174,0.22181373834609985,51,0.4540441334247589,0.16053922474384308,0.16360294818878174,0.1458333432674408,51,0.48223039507865906,0.19730393588542938,0.17463235557079315,0.1452205926179886,51,0.5447304248809814,0.17524510622024536,0.1348039209842682,2.89844012260437,0.4977191388607025,0.0854550153017044,0.32937660813331604,0.001357875531539321,0.18544922769069672
64,1.0202638916671276,0.017822265625,0.00339355475443881,0.442506100051105,-0.01944527105661109,186.31070232391357,5.095188736915588,-0.6244690418243408,0.4627685546875,0.22265625,0.162353515625,0.1522216796875,0.23016828298568726,52,0.4248798191547394,0.16105769574642181,0.18389423191547394,0.2389705926179886,51,0.44546571373939514,0.17034314572811127,0.1452205926179886,0.23713235557079315,51,0.4209558963775635,0.18014706671237946,0.1617647111415863,0.1458333432674408,51,0.4840686321258545,0.2248774617910385,0.1452205926179886,0.15502451360225677,51,0.5392156839370728,0.1819853037595749,0.12377451360225677,2.9117937088012695,0.5046590566635132,0.08956384658813477,0.3341711759567261,-0.0010812373366206884,0.1868896484375
65,1.0015353374183178,0.01904296875,0.0037109375862200977,0.44922235049307346,-0.016499574019690044,216.65031814575195,5.099637597799301,-0.6236798167228699,0.4769287109375,0.2071533203125,0.1600341796875,0.1558837890625,0.21514423191547394,52,0.44651442766189575,0.16766826808452606,0.17067308723926544,0.2138480395078659,51,0.4479166865348816,0.17340686917304993,0.16482843458652496,0.21017158031463623,51,0.4699755012989044,0.15808823704719543,0.1617647111415863,0.16053922474384308,51,0.48284316062927246,0.20404411852359772,0.15257354080677032,0.14828431606292725,51,0.5379902124404907,0.1924019604921341,0.12132353335618973,2.8816325664520264,0.5044806003570557,0.08674480020999908,0.33191603422164917,-0.0032699047587811947,0.18723145127296448
66,1.0121640376746655,0.0177001953125,0.003417968822759576,0.44176242779940367,-0.017848055576905608,176.16660022735596,5.099212497472763,-0.6232253313064575,0.4732666015625,0.1998291015625,0.17236328125,0.154541015625,0.2319711595773697,52,0.4242788553237915,0.1742788553237915,0.1694711595773697,0.1985294222831726,51,0.46139708161354065,0.18504902720451355,0.15502451360225677,0.19975490868091583,51,0.449754923582077,0.18995098769664764,0.16053922474384308,0.15563726425170898,51,0.4889706075191498,0.19914215803146362,0.15625,0.15625,51,0.5428921580314636,0.16911765933036804,0.13174019753932953,2.8756027221679688,0.49870675802230835,0.08460879325866699,0.33040398359298706,-0.0016571340383961797,0.1912841796875
67,1.02544479444623,0.01904296875,0.00373535163635097,0.4348787507042289,-0.018931959610199556,182.7092227935791,5.091695696115494,-0.6224774122238159,0.4822998046875,0.1988525390625,0.1654052734375,0.1534423828125,0.21033655107021332,52,0.4555288553237915,0.17067308723926544,0.16346155107021332,0.22242647409439087,51,0.4754902124404907,0.1568627506494522,0.1452205926179886,0.18933823704719543,51,0.47732844948768616,0.16360294818878174,0.16973039507865906,0.15931373834609985,51,0.4754902124404907,0.19546569883823395,0.16973039507865906,0.1660539209842682,51,0.5281863212585449,0.1764705926179886,0.12928922474384308,2.866138458251953,0.5055216550827026,0.08580444008111954,0.3313983678817749,-0.0051083690486848354,0.19472657144069672
68,1.0228567477315664,0.0194091796875,0.0038085938740550773,0.44862123765051365,-0.01980716930120252,202.92379093170166,5.096066027879715,-0.6214338541030884,0.4842529296875,0.1890869140625,0.1663818359375,0.1602783203125,0.19831731915473938,52,0.46274039149284363,0.1586538553237915,0.18028846383094788,0.21507354080677032,51,0.4283088445663452,0.1776960790157318,0.17892158031463623,0.19178922474384308,51,0.4785539507865906,0.17279411852359772,0.1568627506494522,0.16360294818878174,51,0.5036764740943909,0.1776960790157318,0.15502451360225677,0.16789215803146362,51,0.5484068989753723,0.1623774617910385,0.12132353335618973,2.8967201709747314,0.5022068023681641,0.08460147678852081,0.33166182041168213,-0.0034915516152977943,0.19033204019069672
69,1.016329662874341,0.017578125,0.0035156250960426405,0.43680994771420956,-0.017217755026649684,161.98945808410645,5.092649340629578,-0.6205512881278992,0.4874267578125,0.1839599609375,0.1702880859375,0.1583251953125,0.19591346383094788,52,0.4609375298023224,0.18088942766189575,0.16225962340831757,0.19607843458652496,51,0.4908088445663452,0.16482843458652496,0.14828431606292725,0.18995098769664764,51,0.45036765933036804,0.1875,0.1721813827753067,0.16850490868091583,51,0.4938725531101227,0.1825980395078659,0.15502451360225677,0.16299019753932953,51,0.5416666865348816,0.15502451360225677,0.1403186321258545,2.876737117767334,0.5006062984466553,0.08952857553958893,0.33590584993362427,0.0010035246377810836,0.19528809189796448
70,1.0333465468138456,0.0201416015625,0.003979492284997832,0.4332719212397933,-0.020125098526477814,179.04545879364014,5.092670321464539,-0.6199980974197388,0.5010986328125,0.177001953125,0.1640625,0.1578369140625,0.18329328298568726,52,0.48016828298568726,0.16766826808452606,0.16887019574642181,0.18137255311012268,51,0.4950980544090271,0.1623774617910385,0.1611519604921341,0.18566177785396576,51,0.4797794222831726,0.1617647111415863,0.17279411852359772,0.1568627506494522,51,0.4963235557079315,0.17585784196853638,0.17095588147640228,0.15747550129890442,51,0.5545343160629272,0.15870098769664764,0.12928922474384308,2.8944201469421387,0.49988868832588196,0.08736888319253922,0.3350521922111511,-0.0006099193124100566,0.19487304985523224
71,1.0366112627089024,0.019287109375,0.0036621094368456397,0.43209927435964346,-0.018754044955130666,149.01972675323486,5.080302000045776,-0.6194182634353638,0.5074462890625,0.1754150390625,0.1661376953125,0.1510009765625,0.18269231915473938,52,0.48557692766189575,0.17908655107021332,0.15264423191547394,0.19975490868091583,51,0.4779411852359772,0.1623774617910385,0.15992647409439087,0.18321079015731812,51,0.48284316062927246,0.17095588147640228,0.16299019753932953,0.1464460790157318,51,0.5165441632270813,0.17953431606292725,0.15747550129890442,0.16053922474384308,51,0.5747548937797546,0.13174019753932953,0.13296568393707275,2.8806405067443848,0.49589648842811584,0.08538074791431427,0.33185404539108276,0.0006450397777371109,0.19216309487819672
72,1.0356080327183008,0.0184326171875,0.0035888672919099918,0.43224320746958256,-0.01950228083296679,187.92808628082275,5.0630422830581665,-0.618431568145752,0.5272216796875,0.1729736328125,0.1558837890625,0.1439208984375,0.18870192766189575,52,0.49038463830947876,0.16286058723926544,0.15805289149284363,0.19178922474384308,51,0.4852941334247589,0.15870098769664764,0.16421569883823395,0.1764705926179886,51,0.5275735259056091,0.15257354080677032,0.14338235557079315,0.1360294222831726,51,0.5343137383460999,0.1776960790157318,0.15196079015731812,0.15318627655506134,51,0.5992647409439087,0.1299019604921341,0.11764706671237946,2.862704038619995,0.4959770143032074,0.08545771986246109,0.33514249324798584,0.0016452682903036475,0.19619141519069672
73,1.0085859466344118,0.0196533203125,0.00385742194885097,0.4457641327753663,-0.019866572692990303,159.0737180709839,5.058996707201004,-0.6177312731742859,0.536376953125,0.1689453125,0.15087890625,0.143798828125,0.19651442766189575,52,0.4921875298023224,0.16105769574642181,0.15024039149284363,0.1936274617910385,51,0.5098039507865906,0.14460784196853638,0.15196079015731812,0.17401961982250214,51,0.5067402124404907,0.15563726425170898,0.16360294818878174,0.13174019753932953,51,0.5710784792900085,0.1409313827753067,0.15625,0.13664215803146362,51,0.6029412150382996,0.13909314572811127,0.12132353335618973,2.891007423400879,0.5007237195968628,0.0849219262599945,0.3279117941856384,-9.702841634862125e-05,0.19733886420726776
74,1.0750506296753883,0.0185546875,0.003637695401266683,0.42037767451256514,-0.01933663699310273,189.34566974639893,5.055461972951889,-0.617506206035614,0.52978515625,0.1656494140625,0.151611328125,0.1529541015625,0.18269231915473938,52,0.496995210647583,0.1508413553237915,0.1694711595773697,0.19178922474384308,51,0.4846813976764679,0.15931373834609985,0.16421569883823395,0.16973039507865906,51,0.5073529481887817,0.1611519604921341,0.1617647111415863,0.14154411852359772,51,0.5741421580314636,0.14767158031463623,0.13664215803146362,0.15012255311012268,51,0.5863970518112183,0.1360294222831726,0.12745098769664764,2.8593149185180664,0.4966995120048523,0.08633818477392197,0.33094438910484314,-0.004025629255920649,0.19833984971046448
