iteration,reward,done_rate,edge_reset_rate,vx_err,weighted_metric_reward,selector_reference_penalty,orientation_penalty,slip_penalty,lateral_velocity_penalty,lateral_position_penalty,clearance_reward,gait_switch_penalty,action_boundary_penalty,policy_loss,value_loss,entropy,adaptation_loss,alpha,z_teacher_mean,z_teacher_std,z_student_mean,z_student_std,z_error,log_std_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,gait_pronk_ratio,gait_trot_ratio,gait_bound_ratio,gait_pace_ratio,gait_switch_rate,push_lateral_pace_recovery_pace_ratio,push_lateral_pace_recovery_count,push_lateral_pace_recovery_gait_switch_rate,push_lateral_pace_recovery_pronk_ratio,push_lateral_pace_recovery_trot_ratio,push_lateral_pace_recovery_bound_ratio,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,action_clip_rate,push_lateral_pace_recovery_action_clip_rate,push_lateral_pace_recovery_frequency_mean,push_lateral_pace_recovery_duration_mean,push_lateral_pace_recovery_footswing_height_mean,push_lateral_pace_recovery_stance_width_mean,push_lateral_pace_recovery_body_pitch_mean
10,0.7395454086363316,0.021484375,0.004125976645809715,0.389854134991765,0.7395454086363316,0.366455078125,0.02387919998727739,0.09756093705072999,0.07415234320797026,3.3333665505051613,0.7509765625,0.1197509765625,0.0,-0.012284270400414243,23.831859827041626,1.2219791561365128,0.001093414204660803,1.0,-0.0005166898481547832,0.10583888739347458,-0.0006525254575535655,0.10864369571208954,0.0009836035314947367,-0.6931471824645996,0.6469478867948055,0.49863416515290737,0.7514640390872955,0.3299136608839035,0.3322259774431586,0.6557234358042479,0.2880926849320531,0.47398721519857645,0.708444757387042,0.4469669871032238,0.7509765625,0.7929111141711473,0.7633106540888548,1.0,1.0,0.9998291041702032,0.2332763671875,0.2647705078125,0.23486328125,0.26708984375,0.23916329443454742,0.26708984375,256,0.23916329443454742,0.2332763671875,0.2647705078125,0.23486328125,2.865234375,0.5,0.10015624761581421,0.3551953434944153,0.0,0.0,0.0,2.866455078125,0.5,0.10007812082767487,0.3550976812839508,0.0
11,0.7408643551170826,0.0224609375,0.004248046960128704,0.4061152460053563,0.7408643551170826,0.3597412109375,0.02399120799964294,0.09493781556375325,0.07406586315482855,3.2123185992240906,0.75347900390625,0.1195068359375,0.0,-0.01290323186549358,23.730812788009644,1.208565577864647,0.0010007914133893792,1.0,-0.0005758248153142631,0.10567319393157959,-0.0004950154107064009,0.10848893970251083,0.0009023871971294284,-0.6931471824645996,0.6314567215740681,0.495560510084033,0.7522269301116467,0.33282250817865133,0.33189393021166325,0.6505478676408529,0.3070785002782941,0.47204926796257496,0.7101128548383713,0.44693385995924473,0.75347900390625,0.7933333106338978,0.7637932039797306,1.0,1.0,0.9997558631002903,0.2412109375,0.2518310546875,0.2264404296875,0.280517578125,0.23891128599643707,0.280517578125,256,0.23891128599643707,0.2412109375,0.2518310546875,0.2264404296875,2.849609375,0.5,0.10203124582767487,0.3575390875339508,0.0,0.0,0.0,2.8597412109375,0.5,0.10027831792831421,0.3553479313850403,0.0
12,0.7409275434911251,0.0233154296875,0.004516601649811491,0.3920074300840497,0.7409275434911251,0.3599853515625,0.021403415186796337,0.0906252022832632,0.07173976418562233,3.369942530989647,0.757080078125,0.11981201171875,0.0,-0.012384675210341811,21.491904854774475,1.1963550448417664,0.0008572228980483487,1.0,-0.0005999025306664407,0.10557403415441513,-0.00033227150561288,0.1079162135720253,0.0007814372656866908,-0.6931471824645996,0.6490493472665548,0.5001632198691368,0.7563276682049036,0.3313831528648734,0.333659871481359,0.6576910521835089,0.2901029195636511,0.4756145318970084,0.7054127119481564,0.4444528641179204,0.757080078125,0.7928055636584759,0.7631900105625391,1.0,1.0,0.9998535178601742,0.22802734375,0.2578125,0.234130859375,0.280029296875,0.23941531777381897,0.280029296875,256,0.23941531777381897,0.22802734375,0.2578125,0.234130859375,2.865234375,0.5,0.10046873986721039,0.3555859327316284,0.0,0.0,0.0,2.8599853515625,0.5,0.10056640207767487,0.3557080030441284,0.0
13,0.736804535612464,0.02099609375,0.004101562599316821,0.3941123550757766,0.736804535612464,0.36505126953125,0.02135230036219582,0.09799482999369502,0.0689763167174533,3.4869264736771584,0.748291015625,0.119384765625,0.0,-0.013007731613470241,18.323070526123047,1.19099460542202,0.0007334405854635406,1.0,-0.0007521117804571986,0.10552059859037399,-0.0007133593899197876,0.10723775625228882,0.0006731613539159298,-0.6931471824645996,0.6403219271451235,0.4899366134777665,0.7512670066207647,0.32856115605682135,0.32887555193156004,0.647575281560421,0.2807414517737925,0.4827387882396579,0.7004961967468262,0.44354685582220554,0.748291015625,0.793544415384531,0.7640344724059105,1.0,1.0,0.9999023452401161,0.2265625,0.27685546875,0.2266845703125,0.2698974609375,0.24042338132858276,0.2698974609375,256,0.24042338132858276,0.2265625,0.27685546875,0.2266845703125,2.853515625,0.5,0.10093749314546585,0.3561719059944153,0.0,0.0,0.0,2.86505126953125,0.5,0.09986327588558197,0.3548291027545929,0.0
14,0.7438787743449211,0.0223388671875,0.004467773578653578,0.3809829642996192,0.7438787743449211,0.36737060546875,0.020675422332715243,0.08989178156480193,0.06719426554627717,3.251999907195568,0.7540283203125,0.1195068359375,0.0,-0.012722136045340449,19.12600564956665,1.1805564016103745,0.0006627168186241761,1.0,-0.0005896530346944928,0.10572324693202972,-0.0006613077130168676,0.10704174637794495,0.000613359035924077,-0.6931471824645996,0.6500088982284069,0.4987169662490487,0.7593640554696321,0.32949565071612597,0.3367237690836191,0.6572664193809032,0.30404698569327593,0.4791677948087454,0.705506544560194,0.4476369973272085,0.7540283203125,0.7933333162218332,0.7637931946665049,1.0,1.0,1.0,0.2373046875,0.254638671875,0.2427978515625,0.2652587890625,0.24017135798931122,0.2652587890625,256,0.24017135798931122,0.2373046875,0.254638671875,0.2427978515625,2.873046875,0.5,0.0990624949336052,0.3538281321525574,0.0,0.0,0.0,2.86737060546875,0.5,0.10032226145267487,0.3554028570652008,0.0
15,0.7395657543092966,0.0213623046875,0.004101562601135811,0.3961263336241245,0.7395657543092966,0.37164306640625,0.02451501233736053,0.09364716289564967,0.08279372635297477,3.140896365046501,0.74493408203125,0.12005615234375,0.0,-0.012708108843071386,19.232417583465576,1.1691237688064575,0.0006680045953544322,1.0,-0.0005305345403030515,0.10594247281551361,-0.0005836627096869051,0.107289157807827,0.0006208780687302351,-0.6931471824645996,0.6414300035685301,0.49295043759047985,0.7489724885672331,0.3277590749785304,0.33069116808474064,0.6495511177927256,0.2973031513392925,0.46905752271413803,0.7094009816646576,0.4478223314508796,0.74493408203125,0.7923833690583706,0.7627074774354696,1.0,1.0,0.9998291041702032,0.24365234375,0.2664794921875,0.233154296875,0.2567138671875,0.24080140888690948,0.2567138671875,256,0.24080140888690948,0.24365234375,0.2664794921875,0.233154296875,2.869140625,0.5,0.09953124821186066,0.35441407561302185,0.0,0.0,0.0,2.87164306640625,0.5,0.09959471970796585,0.3544934391975403,0.0
16,0.7384668570011854,0.0225830078125,0.004345703207945917,0.41010747011750937,0.7384668570011854,0.36724853515625,0.024284782994072884,0.09246874717064202,0.07950154261197895,2.975062996149063,0.757568359375,0.11907958984375,0.0,-0.01082776254042983,20.85603141784668,1.156256377696991,0.0006082301006244961,1.0,-0.0006173771107569337,0.10570372641086578,-0.00017862740787677467,0.10687350481748581,0.0005702961934730411,-0.6931471824645996,0.6284925900399685,0.49398471415042877,0.7473842334002256,0.3289648946374655,0.3282590750604868,0.6490279529243708,0.29899717681109905,0.47711982764303684,0.70844442024827,0.44802284333854914,0.757568359375,0.7940721642225981,0.7646376546472311,1.0,1.0,0.9998291041702032,0.2230224609375,0.2618408203125,0.2496337890625,0.2655029296875,0.23613910377025604,0.2655029296875,256,0.23613910377025604,0.2230224609375,0.2618408203125,0.2496337890625,2.861328125,0.5,0.10109374672174454,0.35636720061302185,0.0,0.0,0.0,2.86724853515625,0.5,0.10060546547174454,0.35575684905052185,0.0
17,0.7420646660029888,0.0223388671875,0.004370117305370513,0.3886855458840728,0.7420646660029888,0.36572265625,0.02017658550175838,0.09294633939862251,0.06644866755232215,3.196965865790844,0.7523193359375,0.119140625,0.0,-0.011485295661259443,18.02702832221985,1.1489340290427208,0.0005142880472703837,1.0,-0.0006335539510473609,0.10560303181409836,-0.0007538092322647572,0.1065199077129364,0.0004808814264833927,-0.6931471824645996,0.6418291553854942,0.4917628839612007,0.7539245262742043,0.32600200828164816,0.3301950581371784,0.6484740693122149,0.307055969722569,0.4759913235902786,0.7067184373736382,0.447370664216578,0.7523193359375,0.7939666118472815,0.7645170111209154,1.0,1.0,0.9999023452401161,0.2353515625,0.260009765625,0.236083984375,0.2685546875,0.23891128599643707,0.2685546875,256,0.23891128599643707,0.2353515625,0.260009765625,0.236083984375,2.849609375,0.5,0.09874999523162842,0.35343751311302185,0.0,0.0,0.0,2.86572265625,0.5,0.10018554329872131,0.3552319407463074,0.0
18,0.7394476942718029,0.0208740234375,0.004174804786089226,0.3761984799057245,0.7394476942718029,0.3671875,0.022181242238730192,0.08629232062958181,0.077228800393641,3.276464857161045,0.749755859375,0.11773681640625,0.0,-0.012266983234439977,16.323873281478882,1.1361836642026901,0.0004836238676944049,1.0,-0.0006634658784605563,0.1056283712387085,-0.0007388285594061017,0.10645735263824463,0.00045336168841458857,-0.6931471824645996,0.6536465082317591,0.49295899644494057,0.7499642502516508,0.3309698747470975,0.3337140465155244,0.648805333301425,0.2853013351559639,0.47866335324943066,0.709627490490675,0.4490641290321946,0.749755859375,0.7963942587375641,0.7672916632145643,1.0,1.0,1.0,0.2364501953125,0.2640380859375,0.23388671875,0.265625,0.23664313554763794,0.265625,256,0.23664313554763794,0.2364501953125,0.2640380859375,0.23388671875,2.87109375,0.5,0.1003124937415123,0.35539063811302185,0.0,0.0,0.0,2.8671875,0.5,0.09998045861721039,0.3549756109714508,0.0
19,0.74988679215312,0.0225830078125,0.004418945383804385,0.3580274600535631,0.74988679215312,0.3642578125,0.019554217578843236,0.07843137485906482,0.061328987358137965,3.0575060099363327,0.75732421875,0.11956787109375,0.0,-0.01237230171682313,17.517111778259277,1.1474556550383568,0.0004391309521452058,1.0,-0.0005846544518135488,0.1056668683886528,-0.00034379720455035567,0.1062198355793953,0.0004147647996433079,-0.6931471824645996,0.6722147669643164,0.5035708555951715,0.7628800477832556,0.33576503302901983,0.3407312408089638,0.6655113101005554,0.3182766605168581,0.48239727318286896,0.7174260318279266,0.4546743193641305,0.75732421875,0.7932277712970972,0.7636725660413504,1.0,1.0,0.9999023452401161,0.24169921875,0.24365234375,0.2431640625,0.271484375,0.23765119910240173,0.271484375,256,0.23765119910240173,0.24169921875,0.24365234375,0.2431640625,2.845703125,0.5,0.10171874612569809,0.3571484684944153,0.0,0.0,0.0,2.8642578125,0.5,0.1005859375,0.35573244094848633,0.0
20,0.7413436435163021,0.0230712890625,0.004541015743598109,0.39097766019403934,0.7413436435163021,0.36981201171875,0.02273256436455995,0.08809427334927022,0.07200132962316275,3.460867293179035,0.751220703125,0.1199951171875,0.0,-0.010269793099723756,18.80575442314148,1.1394518911838531,0.00044350858479447197,1.0,-0.0005390665610320866,0.10580617934465408,-0.0006547643570229411,0.10602376610040665,0.00042264076182618737,-0.6931471824645996,0.6431078612804413,0.5017345622181892,0.7521593607962132,0.32692701928317547,0.33119883202016354,0.6601927001029253,0.2982483636587858,0.4805024703964591,0.709348252043128,0.4505677558481693,0.751220703125,0.7924889121204615,0.762828104197979,1.0,1.0,0.9999267589300871,0.231201171875,0.266357421875,0.2420654296875,0.2603759765625,0.2402973771095276,0.2603759765625,256,0.2402973771095276,0.231201171875,0.266357421875,0.2420654296875,2.87890625,0.5,0.09874999523162842,0.35343751311302185,0.0,0.0,0.0,2.86981201171875,0.5,0.10009765625,0.35512208938598633,0.0
21,0.7382572870701551,0.021728515625,0.0041748047733563,0.4104551840573549,0.7382572870701551,0.3614501953125,0.025887197523843497,0.10306889726780355,0.075718107749708,3.132031224668026,0.7554931640625,0.1185302734375,0.0,-0.011570910952286795,17.102115154266357,1.1394912153482437,0.00045911907182016876,1.0,-0.000615003751590848,0.10572203993797302,-0.0006056974525563419,0.10612960159778595,0.0004356444114819169,-0.6931471824645996,0.628060020506382,0.49580665212124586,0.7457181382924318,0.3271847516298294,0.3345342893153429,0.6526471897959709,0.2969007669016719,0.4670385755598545,0.7046762760728598,0.4466678127646446,0.7554931640625,0.795022115111351,0.7657233811914921,1.0,1.0,0.9998291041702032,0.232421875,0.256591796875,0.23388671875,0.277099609375,0.23790322244167328,0.277099609375,256,0.23790322244167328,0.232421875,0.256591796875,0.23388671875,2.845703125,0.5,0.1015624925494194,0.35695314407348633,0.0,0.0,0.0,2.8614501953125,0.5,0.10043945163488388,0.35554933547973633,0.0
22,0.7347606681287289,0.0211181640625,0.003979492283178843,0.4099395936354995,0.7347606681287289,0.361328125,0.02595646766712889,0.09536564769223332,0.07680985063780099,3.361154519021511,0.75030517578125,0.118408203125,0.0,-0.012559500173665583,15.426529705524445,1.1237916350364685,0.0004452274715731619,1.0,-0.0006365395383909345,0.10575765371322632,-0.0002660309837665409,0.10602133721113205,0.00042051044874824584,-0.6931471824645996,0.6293322555720806,0.4904673248529434,0.743295444175601,0.32398558873683214,0.3289262969046831,0.6472700480371714,0.28076785802841187,0.47792764101177454,0.7088584490120411,0.4459983967244625,0.75030517578125,0.795233216136694,0.7659646533429623,1.0,1.0,0.9997558631002903,0.2379150390625,0.261474609375,0.2232666015625,0.27734375,0.23865926265716553,0.27734375,256,0.23865926265716553,0.2379150390625,0.261474609375,0.2232666015625,2.86328125,0.5,0.09781249612569809,0.3522656559944153,0.0,0.0,0.0,2.861328125,0.5,0.10002440959215164,0.35503053665161133,0.0
23,0.7384927123785019,0.02392578125,0.004418945422003162,0.41568892542272806,0.7384927123785019,0.3724365234375,0.027727027947548777,0.09255397727247328,0.07412806700449437,3.389268934726715,0.7454833984375,0.11932373046875,0.0,-0.012919105065520853,16.34770154953003,1.1156140193343163,0.00044256924411456566,1.0,-0.0006339741521514952,0.1057547926902771,-0.0006140940822660923,0.10574934631586075,0.0004157375660724938,-0.6931471824645996,0.6382901556789875,0.5022385157644749,0.745912704616785,0.32834995724260807,0.331503733061254,0.6569996327161789,0.29014990013092756,0.46947822347283363,0.7154476195573807,0.4450073866173625,0.7454833984375,0.793649960309267,0.7641550991684198,1.0,1.0,0.9996337946504354,0.25244140625,0.256591796875,0.23583984375,0.255126953125,0.23865926265716553,0.255126953125,256,0.23865926265716553,0.25244140625,0.256591796875,0.23583984375,2.8515625,0.5,0.09937499463558197,0.3542187511920929,0.0,0.0,0.0,2.8724365234375,0.5,0.09963866323232651,0.3545483350753784,0.0
24,0.7421951573342085,0.02001953125,0.0038574219925067155,0.3952443841844797,0.7421951573342085,0.3671875,0.021859157364815474,0.10246855858713388,0.07313819124829024,3.0114599987864494,0.745361328125,0.11907958984375,0.0,-0.012237494782311842,14.930336713790894,1.1042472943663597,0.00037303849239833653,1.0,-0.0006269004079513252,0.10553229600191116,-0.00042913167271763086,0.10593245178461075,0.000351952068740502,-0.6931471824645996,0.6429616305977106,0.49745018407702446,0.752895999699831,0.3308564778417349,0.3359622061252594,0.655003035441041,0.304336978122592,0.4797300072386861,0.7057981304824352,0.44568945560604334,0.745361328125,0.7940721660852432,0.7646376509219408,1.0,1.0,0.9998535178601742,0.2425537109375,0.2667236328125,0.22509765625,0.265625,0.23626510798931122,0.265625,256,0.23626510798931122,0.2425537109375,0.2667236328125,0.22509765625,2.853515625,0.5,0.09953124821186066,0.35441407561302185,0.0,0.0,0.0,2.8671875,0.5,0.09962889552116394,0.35453617572784424,0.0
