task_id,condition,cmd_vx,target_gait,requested_gait,samples,reward_mean,weighted_metric_reward,done_rate,vx_err_mean,lateral_offset_mean,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,pronk_ratio,trot_ratio,bound_ratio,pace_ratio,requested_gait_actual_ratio,score_action_boundary_margin,score_action_magnitude,score_action_smoothness,score_clearance,score_energy,score_gait_stability,score_lateral_drift,score_orientation,score_pitch_rate,score_progress,score_roll_rate,score_slip,score_survival,score_vertical_bounce,score_yaw_rate,score_yaw_tracking
ramp_up_trot_robustness,ramp_up,0.5,trotting,pronking,32000,0.9058243252635002,0.9058243252635002,0.00984375,0.0748650088943541,1.6813836347460747,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9902718505263328,0.5,0.61978998619318,0.9914884626865387,0.3675222841352224,0.8646787852048874,0.5574373335540295,0.9483013079166412,0.5831317949295044,0.9205222994089126,1.0,0.22629924359172582,0.9359371520280838,0.8720470367670059
