gait,gait_id,grid_mode,frequency_residual,frequency,duration_residual,duration,footswing_height_residual,footswing_height,stance_width_residual,stance_width,body_pitch_residual,body_pitch,task_id,condition,cmd_vx,target_gait,samples,reward_mean,weighted_metric_reward_mean,measured_vx_mean,vx_abs_error_mean,vy_abs_mean,yaw_abs_mean,lateral_offset_abs_mean,lateral_vel_abs_mean,lateral_vel_sq_mean,base_z_vel_abs_mean,base_z_vel_sq_mean,roll_rate_abs_mean,roll_rate_sq_mean,pitch_rate_abs_mean,pitch_rate_sq_mean,yaw_rate_abs_mean,yaw_rate_sq_mean,gravity_x_sq_mean,gravity_y_sq_mean,torque_penalty_mean,slip_penalty_mean,mechanical_power_abs_mean,positive_mechanical_power_mean,contact_force_mean_mean,stance_contact_force_mean_mean,peak_contact_force_mean,swing_foot_clearance_mean_mean,scuffing_ratio_mean,foot_impact_vel_sum_mean,foot_impact_vel_sq_sum_mean,foot_impact_count_mean,forward_distance_mean,target_forward_distance_mean,actual_frequency_mean,actual_duration_mean,actual_footswing_height_mean,actual_stance_width_mean,actual_body_pitch_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,done_rate,edge_reset_rate,fall_rate,foot_impact_rate,foot_impact_vel_mean,foot_impact_vel_rms,lateral_vel_rms,base_z_vel_rms,roll_rate_rms,pitch_rate_rms,yaw_rate_rms,orientation_rms,forward_distance_ratio,progress_deficit,transport_cost_proxy,progress_score,yaw_score,orientation_score,lateral_score,slip_score,energy_score,impact_score,scuffing_score,smoothness_score,survival_score,neutral_score
pronking,0,action_space,1.0,3.4000000953674316,0.0,0.5,1.0,0.10999999940395355,1.0,0.3700000047683716,0.0,0.0,push_lateral_pace_recovery,push_lateral,1.2,pacing,1000,0.7469935417175293,0.7469935417175293,1.0532143115997314,0.1702663004398346,0.04874974116683006,0.127908393740654,1.20539128780365,0.04874974116683006,0.007841168902814388,0.384125292301178,0.22819945216178894,0.5182684659957886,0.5341476798057556,0.4194958806037903,0.41592293977737427,0.127908393740654,0.03896490857005119,0.0037380135618150234,0.0009036938427016139,0.39842870831489563,0.021212423220276833,193.43841552734375,139.587890625,34.68406677246094,36.83153533935547,217.20213317871094,0.03644732013344765,0.12816667556762695,0.9899531602859497,3.4876670837402344,1.3359999656677246,0.02106430009007454,0.024000104516744614,3.3879823684692383,0.5,0.10909819602966309,0.36879685521125793,0.0,0.8683955669403076,0.8269190788269043,0.9201235771179199,0.6142628192901611,0.5084593296051025,0.9125708341598511,0.5113166570663452,0.2952764332294464,0.8367396593093872,0.555018424987793,0.8637239933013916,0.9827067852020264,0.9695902466773987,0.11427533626556396,0.18213635683059692,1.0,0.021000001579523087,0.005000000353902578,0.01600000075995922,1.336,0.7409828323090147,1.615713212723436,0.08855037494451612,0.47770226309050384,0.7308540755894816,0.6449208786954987,0.19739531040541766,0.06813007709166809,0.1053215004503727,0.014679022133350372,183.66481863841116,0.8905086517333984,0.8490768671035767,0.9113446474075317,0.25609299540519714,0.6542612910270691,0.4507432281970978,0.520673394203186,0.5268531441688538,0.9695902466773987,0.9839999992400408,0.7327898267943126
trotting,1,action_space,1.0,3.4000000953674316,0.0,0.5,-1.0,0.04999999701976776,-1.0,0.2900000214576721,1.0,0.03999999910593033,push_lateral_pace_recovery,push_lateral,1.2,pacing,1000,0.7441590428352356,0.7441590428352356,1.08634614944458,0.1617858111858368,0.07414047420024872,0.1838061362504959,1.0341787338256836,0.07414047420024872,0.020633943378925323,0.12288530170917511,0.07593091577291489,0.49941545724868774,0.5704199075698853,0.3634740710258484,0.2784523069858551,0.1838061362504959,0.07374981045722961,0.0016785354819148779,0.0021585894282907248,0.3801991045475006,0.025524843484163284,152.47091674804688,108.39900970458984,34.76079559326172,69.1124038696289,386.8175048828125,0.05450594425201416,0.1991666853427887,0.6720782518386841,1.6025649309158325,1.321000099182129,0.021726924926042557,0.024000104516744614,3.3867931365966797,0.5,0.05099119991064072,0.29132163524627686,0.038678355515003204,0.8659927845001221,0.7250359058380127,0.938531219959259,0.6484127044677734,0.524584174156189,0.8488603234291077,0.5616817474365234,0.8200489282608032,0.7447327971458435,0.4870587885379791,0.1373906433582306,1.0,0.968559205532074,0.06260298937559128,0.14119680225849152,1.0,0.02200000174343586,0.004000000189989805,0.018000001087784767,1.321,0.5087647593265046,1.1014287539738699,0.14364519963759778,0.2755556491399058,0.7552614829116372,0.5276858032824601,0.2715691633032543,0.061944530914404404,0.10863462463021278,0.011365897953510284,140.35205705474374,0.9005959033966064,0.7133044600486755,0.9261283278465271,0.23530857264995575,0.6001973152160645,0.46748024225234985,0.7383876442909241,0.36941543221473694,0.968559205532074,0.9819999989122152,0.7141403004718132
bounding,2,action_space,1.0,3.4000000953674316,0.0,0.5,0.0,0.11999999731779099,1.0,0.3799999952316284,1.0,0.03999999910593033,push_lateral_pace_recovery,push_lateral,1.2,pacing,1000,0.7230846881866455,0.7230846881866455,1.0902807712554932,0.19145184755325317,0.07507924735546112,0.1927720308303833,1.136861801147461,0.07507924735546112,0.011199545115232468,0.14946484565734863,0.09414426982402802,0.4693208336830139,0.4100399613380432,1.6263034343719482,3.8453738689422607,0.1927720308303833,0.07343792915344238,0.01041429117321968,0.001233626389876008,0.404569149017334,0.037243276834487915,208.59234619140625,148.1582794189453,35.19123840332031,69.10928344726562,456.26214599609375,0.07099315524101257,0.15858332812786102,0.8599123954772949,2.578354597091675,1.314000129699707,0.02180563285946846,0.024000104516744614,3.3861231803894043,0.5,0.11999969929456711,0.3800007998943329,0.03861139714717865,0.8502580523490906,0.6956390142440796,0.8161863088607788,0.16143208742141724,0.538989782333374,0.833525538444519,0.5118077993392944,0.773328423500061,0.5929566621780396,0.48248398303985596,1.0,0.9801127910614014,0.9649038314819336,0.11791084706783295,0.1964680403470993,0.9998000264167786,0.02199999988079071,0.003000000026077032,0.01900000125169754,1.314,0.6544234045019978,1.4007919297968896,0.10582790329224362,0.3068293822697364,0.6403436275454322,1.960962485348014,0.27099433417221547,0.10792551859081191,0.1090281642973423,0.010972358286380768,191.31984319158954,0.8636261820793152,0.6896227598190308,0.7921865582466125,0.25644201040267944,0.47479814291000366,0.4452415704727173,0.6122868061065674,0.45252302289009094,0.9649038314819336,0.9809999987483025,0.6886432251104943
pacing,3,action_space,1.0,2.9000000953674316,0.0,0.5,1.0,0.11999999731779099,1.0,0.3799999952316284,1.0,0.03999999910593033,push_lateral_pace_recovery,push_lateral,1.2,pacing,1000,0.6812337040901184,0.6812337040901184,1.1057394742965698,0.16808298230171204,0.19726786017417908,0.17310495674610138,1.5280616283416748,0.19726786017417908,0.05679728463292122,0.16039803624153137,0.08289583772420883,0.9883157014846802,1.5353755950927734,0.31905001401901245,0.27699849009513855,0.17310495674610138,0.06216173619031906,0.0016107974806800485,0.00334574724547565,0.38458776473999023,0.0372198149561882,187.68026733398438,139.47900390625,34.95831298828125,68.80828094482422,314.5233459472656,0.07639063894748688,0.13208334147930145,0.716849684715271,2.0404934883117676,1.136000156402588,0.02211478352546692,0.024000104516744614,2.887331008911133,0.5,0.11999969929456711,0.3800007998943329,0.03873228281736374,0.8255220651626587,0.7442988157272339,0.9154271483421326,0.7141281366348267,0.26015931367874146,0.8559826612472534,0.2446104884147644,0.7190252542495728,0.6015995144844055,0.5038059949874878,1.0,0.9818421602249146,0.9649478197097778,0.061657343059778214,0.13732828199863434,1.0,0.021000001579523087,0.004000000189989805,0.017000000923871994,1.136,0.6310295857174296,1.3402272143537082,0.23832180897459052,0.28791637279635357,1.2391027379086745,0.526306460244541,0.24932255451587018,0.07040273237705834,0.1105739176273346,0.009426604956388474,169.73280930698397,0.893143892288208,0.7410751581192017,0.9056241512298584,0.0696684718132019,0.47502097487449646,0.46339496970176697,0.6382327675819397,0.5166360139846802,0.9649478197097778,0.982999999076128,0.6709316195203708
