task_id,condition,vx,target_gait,speed_label_type,use_for_training,evidence_support,best_gait_by_objective,expected_rank,score_gap_expected_to_best,best_score_gap_to_second,strong_metric_wins,all_metric_wins,style_reward_strength,reward_focus,notes
ramp_up_trot_robustness,ramp_up,0.5,trotting,weak,yes,supported,trotting,1,0.0,0.1163162669091866,"gravity_x_rms,base_z_vel_rms,phase_match_error","orientation_penalty,gravity_x_rms,progress_deficit,base_z_vel_rms,phase_match_error",mild,"low_slip,orientation_stability",Use as a to-real robustness terrain. Keep gait-style reward mild so uphill traversal and stability dominate.
ramp_up_trot_robustness,ramp_up,1.0,trotting,weak,yes,supported,trotting,1,0.0,0.0547499807936509,"orientation_penalty,gravity_x_rms,phase_match_error","orientation_penalty,gravity_x_rms,pitch_rate_rms,phase_match_error",mild,"low_slip,orientation_stability",Use as a to-real robustness terrain. Keep gait-style reward mild so uphill traversal and stability dominate.
ramp_up_trot_robustness,ramp_up,1.5,trotting,weak,yes,supported,trotting,1,0.0,0.2321975910280761,"gravity_x_rms,transport_cost_proxy,mechanical_power_abs,phase_match_error","orientation_penalty,gravity_x_rms,transport_cost_proxy,mechanical_power_abs,phase_match_error",mild,"low_slip,orientation_stability",Use as a to-real robustness terrain. Keep gait-style reward mild so uphill traversal and stability dominate.
ramp_up_trot_robustness,ramp_up,2.0,trotting,weak,yes,supported,trotting,1,0.0,0.1044732533536072,"transport_cost_proxy,base_z_vel_rms,phase_match_error","gravity_x_rms,transport_cost_proxy,mechanical_power_abs,base_z_vel_rms,phase_match_error",mild,"low_slip,orientation_stability",Use as a to-real robustness terrain. Keep gait-style reward mild so uphill traversal and stability dominate.
