task_id,condition,vx,target_gait,speed_label_type,use_for_training,evidence_support,best_gait_by_objective,expected_rank,score_gap_expected_to_best,best_score_gap_to_second,strong_metric_wins,all_metric_wins,style_reward_strength,reward_focus,notes
stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,bounding,conditional_hard,yes,supported,bounding,1,0.0,0.2827096911454051,"forward_distance_ratio,done_rate,swing_foot_clearance_mean,scuffing_ratio,lateral_vel_rms,base_z_vel_rms,phase_match_error","forward_distance_ratio,done_rate,swing_foot_clearance_mean,scuffing_ratio,lateral_vel_rms,base_z_vel_rms,phase_match_error",medium,"foot_clearance,orientation_stability_mild",Use only after the terrain visual check confirms the stepping-stone spacing/depth is reasonable.
