task_id,condition,vx,target_gait,speed_label_type,use_for_training,evidence_support,best_gait_by_objective,expected_rank,score_gap_expected_to_best,best_score_gap_to_second,strong_metric_wins,all_metric_wins,style_reward_strength,reward_focus,notes
push_lateral_pace_recovery,push_lateral,1.5,pacing,conditional_hard,yes,not_in_hypothesis_table,pacing,,,0.1264486654298696,"progress_deficit,orientation_penalty,yaw_rate_rms,done_rate","progress_deficit,orientation_penalty,yaw_rate_rms,done_rate",medium,"orientation_stability_strong,low_yaw_rate,low_lateral_drift",Use as the main non-trot push-disturbance demo task after visual confirmation.
