task_id,condition,target_gait,cmd_vx,num_seeds,adaptive_reward_mean_mean,forced_trot_reward_mean_mean,delta_reward_mean_mean,delta_reward_mean_std,delta_reward_mean_positive_count,adaptive_vx_err_mean_mean,forced_trot_vx_err_mean_mean,delta_vx_err_mean_mean,delta_vx_err_mean_std,delta_vx_err_mean_positive_count,adaptive_done_rate_mean,forced_trot_done_rate_mean,delta_done_rate_mean,delta_done_rate_std,delta_done_rate_positive_count,adaptive_mechanical_power_abs_mean,forced_trot_mechanical_power_abs_mean,delta_mechanical_power_abs_mean,delta_mechanical_power_abs_std,delta_mechanical_power_abs_positive_count,adaptive_slip_penalty_mean,forced_trot_slip_penalty_mean,delta_slip_penalty_mean,delta_slip_penalty_std,delta_slip_penalty_positive_count,adaptive_contact_slip_penalty_mean,forced_trot_contact_slip_penalty_mean,delta_contact_slip_penalty_mean,delta_contact_slip_penalty_std,delta_contact_slip_penalty_positive_count,adaptive_impact_velocity_rms_mean,forced_trot_impact_velocity_rms_mean,delta_impact_velocity_rms_mean,delta_impact_velocity_rms_std,delta_impact_velocity_rms_positive_count,adaptive_scuffing_ratio_mean,forced_trot_scuffing_ratio_mean,delta_scuffing_ratio_mean,delta_scuffing_ratio_std,delta_scuffing_ratio_positive_count,adaptive_orientation_penalty_mean,forced_trot_orientation_penalty_mean,delta_orientation_penalty_mean,delta_orientation_penalty_std,delta_orientation_penalty_positive_count,adaptive_lateral_position_penalty_mean,forced_trot_lateral_position_penalty_mean,delta_lateral_position_penalty_mean,delta_lateral_position_penalty_std,delta_lateral_position_penalty_positive_count
stepping_stones_easy_bound_highspeed,stepping_stones_easy,bounding,1.7,3,0.5809817971090475,0.5780108699997266,0.002970927109320972,0.004490025700483134,2,0.6439124222199122,0.6537045918007691,-0.009792169580856935,0.005766343122372642,0,0.019822916666666666,0.019864583333333335,-4.1666666666666706e-05,0.00023867581744561685,1,287.89088155619305,290.12308220418294,-2.2322006479899037,4.040945370600927,1,0.19478380085279542,0.19629517633095384,-0.0015113754781584017,0.002537518742105425,1,0.3802007050489386,0.3792000894546509,0.0010006155942877126,0.004796202460220872,2,0.5064105575283369,0.5090850196530422,-0.0026744621247053457,0.0021672718766109008,0,0.1307611146879693,0.13019896182293694,0.0005621528650323615,0.0010186731538545297,2,0.04318188775206606,0.044470270157791675,-0.001288382405725615,0.0014339335324107091,0,3.54532933417956,3.656978942553202,-0.11164960837364202,0.08647478043714836,0
stepping_stones_easy_bound_highspeed,stepping_stones_easy,bounding,2.0,3,0.5282331149379412,0.5263532417416573,0.001879873196283947,0.0026435170223692147,2,0.8158335606555144,0.8220532662570477,-0.00621970560153325,0.005718302521118704,1,0.023083333333333334,0.02303125,5.208333333333338e-05,0.000548731966294414,1,339.90922995503746,343.63586083984376,-3.7266308848063168,5.392875351416733,1,0.24008299514030418,0.24617437209313114,-0.006091376952826984,0.0037606757731645977,0,0.4657452201098204,0.47248438094059625,-0.006739160830775896,0.006513982536546356,0,0.5341530915498733,0.5389222387671471,-0.004769147217273728,0.0017651544773194467,0,0.13005989959463476,0.13034201749538382,-0.0002821179007490478,0.001240911169423838,1,0.04762222122680396,0.04894612837024033,-0.0013239071434363707,0.0005732685415658465,0,3.4474167206684747,3.5064544032414755,-0.059037682573000495,0.08591726579486135,1
