task_id,condition,cmd_vx,target_gait,requested_gait,samples,reward_mean,weighted_metric_reward,done_rate,vx_err_mean,lateral_offset_mean,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,pronk_ratio,trot_ratio,bound_ratio,pace_ratio,requested_gait_actual_ratio,score_action_boundary_margin,score_action_magnitude,score_action_smoothness,score_clearance,score_energy,score_gait_stability,score_lateral_drift,score_orientation,score_pitch_rate,score_progress,score_roll_rate,score_slip,score_survival,score_vertical_bounce,score_yaw_rate,score_yaw_tracking
flat_trot_efficiency,flat,1.5,trotting,bounding,32000,0.8462177910208702,0.8462177910208702,0.02596875,0.2636335865482688,1.457344033241272,3.0,0.5,0.11999999731779099,0.3799999952316284,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9743670982122421,1.0,0.44520992508530616,0.9775727722644806,0.41134100034832954,0.7636759645938873,0.14691118723154067,0.7912931330800056,0.6032870979905128,0.7829435442090035,0.9998999996185303,0.694409032702446,0.8425971266627311,0.7130790870189667
