iteration,reward,done_rate,edge_reset_rate,vx_err,weighted_metric_reward,selector_reference_penalty,orientation_penalty,slip_penalty,lateral_velocity_penalty,lateral_position_penalty,clearance_reward,gait_switch_penalty,action_boundary_penalty,policy_loss,value_loss,entropy,adaptation_loss,alpha,z_teacher_mean,z_teacher_std,z_student_mean,z_student_std,z_error,log_std_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,gait_pronk_ratio,gait_trot_ratio,gait_bound_ratio,gait_pace_ratio,gait_switch_rate,ramp_up_trot_robustness_trot_ratio,ramp_up_trot_robustness_count,ramp_up_trot_robustness_gait_switch_rate,ramp_up_trot_robustness_pronk_ratio,ramp_up_trot_robustness_bound_ratio,ramp_up_trot_robustness_pace_ratio,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,action_clip_rate,ramp_up_trot_robustness_action_clip_rate,ramp_up_trot_robustness_frequency_mean,ramp_up_trot_robustness_duration_mean,ramp_up_trot_robustness_footswing_height_mean,ramp_up_trot_robustness_stance_width_mean,ramp_up_trot_robustness_body_pitch_mean
10,0.8032398987561464,0.018798828125,0.003735351629075012,0.2559826960787177,0.8032398987561464,0.386474609375,0.022527620662003756,0.05155724217183888,0.04845927725546062,3.248584598302841,0.755615234375,0.11737060546875,0.0,-0.009825718152569607,40.04022765159607,1.2047810032963753,0.0015048568311613053,1.0,0.00983159989118576,0.1331537514925003,0.009717469103634357,0.1350766122341156,0.0013969892170280218,-0.6931471824645996,0.7592408694326878,0.5585607513785362,0.7124339528381824,0.3455697689205408,0.355887858197093,0.7117916718125343,0.2932110670953989,0.4677670355886221,0.7668037340044975,0.49901641625911,0.755615234375,0.7970275618135929,0.7680154852569103,1.0,1.0,0.999975586310029,0.26171875,0.22705078125,0.2818603515625,0.2293701171875,0.23676913976669312,0.22705078125,256,0.23676913976669312,0.26171875,0.2818603515625,0.2293701171875,2.896484375,0.5,0.09921874105930328,0.35402345657348633,0.0,0.0,0.0,2.88531494140625,0.5,0.10044921934604645,0.3555615246295929,0.0
11,0.8023028429597616,0.0159912109375,0.0031982422369765118,0.26398402266204357,0.8023028429597616,0.38092041015625,0.022394743806216866,0.05466491915285587,0.04818386223632842,3.0647283121943474,0.75384521484375,0.1182861328125,0.0,-0.010176366020459682,32.944623589515686,1.1952961087226868,0.001324068296526093,1.0,0.00974305160343647,0.1326470673084259,0.009574059396982193,0.13416190445423126,0.0012376252561807632,-0.6931471824645996,0.7553387731313705,0.554452383890748,0.7144810929894447,0.34966478683054447,0.3572861813008785,0.7095400169491768,0.2934465426951647,0.4801789605990052,0.7643878255039454,0.4980732211843133,0.75384521484375,0.7954443134367466,0.7662059217691422,1.0,1.0,1.0,0.254150390625,0.2381591796875,0.275146484375,0.2325439453125,0.23664313554763794,0.2381591796875,256,0.23664313554763794,0.254150390625,0.275146484375,0.2325439453125,2.873046875,0.5,0.09921874105930328,0.35402345657348633,0.0,0.0,0.0,2.88372802734375,0.5,0.10030761361122131,0.3553845286369324,0.0
12,0.8023365922272205,0.017822265625,0.003540039120707661,0.2678514705039561,0.8023365922272205,0.3857421875,0.021446402301080525,0.05261323822196573,0.04447968862950802,3.4293810352683067,0.76043701171875,0.11773681640625,0.0,-0.009266302789910696,35.163485050201416,1.1716807037591934,0.0012844842276535928,1.0,0.009804383851587772,0.13296565413475037,0.010007617063820362,0.13384802639484406,0.00121110281907022,-0.6931471824645996,0.7479346729815006,0.5653154067695141,0.7253114599734545,0.34666757471859455,0.3593592867255211,0.7191469855606556,0.2918243957683444,0.47389876190572977,0.7610359396785498,0.4936691718176007,0.76043701171875,0.7963942568749189,0.7672916632145643,1.0,1.0,0.999975586310029,0.2506103515625,0.228515625,0.2857666015625,0.235107421875,0.23613910377025604,0.228515625,256,0.23613910377025604,0.2506103515625,0.2857666015625,0.235107421875,2.86328125,0.5,0.10171874612569809,0.3571484386920929,0.0,0.0,0.0,2.8824462890625,0.5,0.10083495080471039,0.3560436964035034,0.0
13,0.7989013660699129,0.0189208984375,0.0037109375934960553,0.27628713427111506,0.7989013660699129,0.37860107421875,0.02267909940565005,0.06130311742890626,0.04693366610445082,3.3675813004374504,0.7508544921875,0.118896484375,0.0,-0.0109744754518033,38.39480018615723,1.1719689145684242,0.0011806715046986938,1.0,0.009455529972910881,0.13292290270328522,0.009219830855727196,0.1340654343366623,0.0011160786962136626,-0.6931471824645996,0.7411234229803085,0.5424234978854656,0.714297465980053,0.3491201624274254,0.3489493988454342,0.6998018156737089,0.2917448035441339,0.46723238937556744,0.7572985030710697,0.4930878272280097,0.7508544921875,0.7943888138979673,0.7649995740503073,1.0,1.0,0.9999267589300871,0.2554931640625,0.2427978515625,0.2703857421875,0.2313232421875,0.23714716732501984,0.2427978515625,256,0.23714716732501984,0.2554931640625,0.2703857421875,0.2313232421875,2.900390625,0.5,0.09859374165534973,0.3532421886920929,0.0,0.0,0.0,2.88433837890625,0.5,0.1000683605670929,0.35508543252944946,0.0
14,0.7982117272913456,0.0181884765625,0.0035644532035803422,0.2828266257420182,0.7982117272913456,0.37445068359375,0.022953745734412223,0.059188660117797554,0.04845412657596171,3.0727032124996185,0.7513427734375,0.11822509765625,0.0,-0.01148795647895895,33.35940980911255,1.1516791433095932,0.0011251711403019726,1.0,0.010140800848603249,0.13305409252643585,0.0103471539914608,0.13386885821819305,0.0010609261225908995,-0.6931471824645996,0.7322153504937887,0.543433029204607,0.7092669829726219,0.3477806830778718,0.34949629474431276,0.6994495913386345,0.29720784444361925,0.46870745811611414,0.7580776307731867,0.4934784658253193,0.7513427734375,0.7955498602241278,0.7663265727460384,1.0,1.0,0.9999267589300871,0.2462158203125,0.2510986328125,0.2730712890625,0.2296142578125,0.2358870953321457,0.2510986328125,256,0.2358870953321457,0.2462158203125,0.2730712890625,0.2296142578125,2.884765625,0.5,0.09937499463558197,0.3542187809944153,0.0,0.0,0.0,2.88519287109375,0.5,0.10010741651058197,0.3551343083381653,0.0
15,0.8005144577473402,0.01611328125,0.0031250000865838956,0.2457538158632815,0.8005144577473402,0.36688232421875,0.022650481841992587,0.06117080291733146,0.04560434108134359,3.473495066165924,0.74859619140625,0.1177978515625,0.0,-0.010631810961058363,33.82796096801758,1.1438817381858826,0.0009975749744626228,1.0,0.010263204574584961,0.1328987181186676,0.01016231719404459,0.13368847966194153,0.0009430163772776723,-0.6931471824645996,0.7640266325324774,0.5453486442565918,0.7158825360238552,0.34882508497685194,0.35589813254773617,0.701712891459465,0.2707345592789352,0.48766070883721113,0.7601325083523989,0.4931577490642667,0.74859619140625,0.7962887100875378,0.7671710215508938,1.0,1.0,0.9999023452401161,0.236572265625,0.2662353515625,0.273193359375,0.2239990234375,0.23601309955120087,0.2662353515625,256,0.23601309955120087,0.236572265625,0.273193359375,0.2239990234375,2.900390625,0.5,0.09984374046325684,0.3548046946525574,0.0,0.0,0.0,2.88800048828125,0.5,0.09988768398761749,0.3548596203327179,0.0
16,0.8026974368840456,0.0186767578125,0.0037109375662112143,0.2643989543430507,0.8026974368840456,0.35467529296875,0.021829681878443807,0.05351425951812416,0.0466815271647647,3.336403399705887,0.74261474609375,0.11907958984375,0.0,-0.011682907439535484,33.6913161277771,1.1134396567940712,0.0009617686191631947,1.0,0.009956822730600834,0.13277031481266022,0.009904714301228523,0.13323847949504852,0.0009161597117781639,-0.6931471824645996,0.7552423123270273,0.5480181742459536,0.7158281784504652,0.35707780066877604,0.35115631204098463,0.7039518728852272,0.3069107783958316,0.484144926071167,0.7604434732347727,0.4949729638174176,0.74261474609375,0.7940721586346626,0.7646376471966505,1.0,1.0,0.999975586310029,0.22412109375,0.2906494140625,0.251953125,0.2332763671875,0.23840725421905518,0.2906494140625,256,0.23840725421905518,0.22412109375,0.251953125,0.2332763671875,2.884765625,0.5,0.09937499463558197,0.3542187809944153,0.0,0.0,0.0,2.88336181640625,0.5,0.09940917789936066,0.35426148772239685,0.0
17,0.8007895145565271,0.018798828125,0.003686523506985395,0.26502208318561316,0.8007895145565271,0.3580322265625,0.023284753086045384,0.0566466188756749,0.04890283348504454,3.366963379085064,0.74346923828125,0.11798095703125,0.0,-0.009876561409328133,33.7331440448761,1.1012255176901817,0.0009570064830768388,1.0,0.010010546073317528,0.1329345852136612,0.009904839098453522,0.13294614851474762,0.0009101923205889761,-0.6931471824645996,0.7511179782450199,0.5447283089160919,0.7208749167621136,0.355723874643445,0.3504148833453655,0.699544632807374,0.29088199883699417,0.4761277073994279,0.756532134488225,0.49049175065010786,0.74346923828125,0.7959720678627491,0.7668091133236885,1.0,1.0,0.9999267589300871,0.2291259765625,0.283935546875,0.2535400390625,0.2333984375,0.23513104021549225,0.283935546875,256,0.23513104021549225,0.2291259765625,0.2535400390625,0.2333984375,2.869140625,0.5,0.09843749552965164,0.35304689407348633,0.0,0.0,0.0,2.88330078125,0.5,0.09947753697633743,0.3543469309806824,0.0
18,0.8008693885058165,0.0167236328125,0.0032958985029836185,0.26444190880283713,0.8008693885058165,0.35406494140625,0.022715037339366972,0.05416914285160601,0.047708199825137854,3.1429134011268616,0.74456787109375,0.11834716796875,0.0,-0.011525996393174864,27.870606303215027,1.0905012041330338,0.0009200300446536858,1.0,0.009517095983028412,0.13272438943386078,0.00945604033768177,0.13313108682632446,0.0008718019817024469,-0.6931471824645996,0.7506926134228706,0.5422021169215441,0.71799111738801,0.35749913193285465,0.3517525987699628,0.6994134020060301,0.2865386866033077,0.4864781927317381,0.7635013237595558,0.4954959414899349,0.74456787109375,0.7953387685120106,0.7660852987319231,1.0,1.0,0.9999511726200581,0.218994140625,0.2918701171875,0.2479248046875,0.2412109375,0.23865926265716553,0.2918701171875,256,0.23865926265716553,0.218994140625,0.2479248046875,0.2412109375,2.892578125,0.5,0.09859374165534973,0.3532422184944153,0.0,0.0,0.0,2.87939453125,0.5,0.09956543147563934,0.3544567823410034,0.0
19,0.8006897699087858,0.0179443359375,0.0035156250833097147,0.28985336516052485,0.8006897699087858,0.36358642578125,0.021829899807926267,0.0584907733136788,0.04551736614666879,3.206474930047989,0.751708984375,0.118896484375,0.0,-0.010260742055834271,31.07929825782776,1.0711661502718925,0.000919450496439822,1.0,0.009791364893317223,0.13265521824359894,0.00928872637450695,0.13283491134643555,0.0008782751974649727,-0.6931471824645996,0.7269775047898293,0.5397348627448082,0.7234281487762928,0.35222745034843683,0.35486945416778326,0.6950352471321821,0.3150566602125764,0.4754947489127517,0.7609474305063486,0.4925168789923191,0.751708984375,0.7943888194859028,0.7649995610117912,1.0,1.0,0.9999267589300871,0.2237548828125,0.2728271484375,0.2630615234375,0.2403564453125,0.23853325843811035,0.2728271484375,256,0.23853325843811035,0.2237548828125,0.2630615234375,0.2403564453125,2.88671875,0.5,0.10078124701976776,0.35597658157348633,0.0,0.0,0.0,2.87982177734375,0.5,0.10013671219348907,0.3551709055900574,0.0
20,0.7973830979317427,0.0185546875,0.003662109456854523,0.2841309066861868,0.7973830979317427,0.36444091796875,0.022007407096680254,0.05790584452915937,0.04828254098538309,3.335430346429348,0.7528076171875,0.119384765625,0.0,-0.010523869015742093,31.785005807876587,1.0670469030737877,0.0008562472503399476,1.0,0.010322205722332,0.13295263051986694,0.01006087101995945,0.13281762599945068,0.0008217664435505867,-0.6931471824645996,0.7321021351963282,0.5381393972784281,0.7224917951971292,0.35716251377016306,0.3525655521079898,0.6938354037702084,0.2812028485350311,0.4780320730060339,0.7573751658201218,0.49229190219193697,0.7528076171875,0.7935444228351116,0.7640344686806202,1.0,1.0,0.9999511726200581,0.2232666015625,0.2711181640625,0.252685546875,0.2529296875,0.24256551265716553,0.2711181640625,256,0.24256551265716553,0.2232666015625,0.252685546875,0.2529296875,2.8515625,0.5,0.10124999284744263,0.3565625250339508,0.0,0.0,0.0,2.87353515625,0.5,0.10022460669279099,0.3552807867527008,0.0
21,0.7994398325681686,0.0172119140625,0.0034423828783474164,0.2785140546038747,0.7994398325681686,0.3609619140625,0.023173868656158447,0.05926715617533773,0.045211673714220524,3.376032277941704,0.753662109375,0.11767578125,0.0,-0.012091597003745846,27.05461871623993,1.054626151919365,0.0007978224821272306,1.0,0.009831283241510391,0.13275288045406342,0.010049482807517052,0.13215795159339905,0.0007613701745867729,-0.6931471824645996,0.7391997165977955,0.5334676653146744,0.7134981248527765,0.348061490803957,0.34831302613019943,0.6920362245291471,0.30549400206655264,0.4795792559161782,0.7541331276297569,0.49110998772084713,0.753662109375,0.7964998092502356,0.7674123104661703,1.0,1.0,1.0,0.214599609375,0.278076171875,0.2601318359375,0.2471923828125,0.2353830635547638,0.278076171875,256,0.2353830635547638,0.214599609375,0.2601318359375,0.2471923828125,2.87109375,0.5,0.10249999165534973,0.3581250309944153,0.0,0.0,0.0,2.87640380859375,0.5,0.10029296576976776,0.35536623001098633,0.0
22,0.7990294173359871,0.017822265625,0.0035644532144942787,0.2755872206762433,0.7990294173359871,0.3638916015625,0.021962234750390053,0.061491274856962264,0.04551372316200286,3.135110981762409,0.758056640625,0.11810302734375,0.0,-0.010785500577185303,29.984789848327637,1.042916014790535,0.0007710656682320405,1.0,0.010050569660961628,0.13241322338581085,0.00995665229856968,0.1321977823972702,0.0007410626858472824,-0.6931471824645996,0.7420673277229071,0.5386992152780294,0.7226641476154327,0.3527694633230567,0.3511639768257737,0.6949907410889864,0.29235824942588806,0.48370122257620096,0.750879654660821,0.49083357211202383,0.758056640625,0.795760964974761,0.7665678411722183,1.0,1.0,1.0,0.211669921875,0.272216796875,0.26806640625,0.248046875,0.23689515888690948,0.272216796875,256,0.23689515888690948,0.211669921875,0.26806640625,0.248046875,2.87890625,0.5,0.09968749433755875,0.3546093702316284,0.0,0.0,0.0,2.8759765625,0.5,0.10064452886581421,0.3558056950569153,0.0
23,0.7957626692950726,0.0179443359375,0.0035644531744765118,0.2839460950344801,0.7957626692950726,0.36309814453125,0.021942676277831197,0.06604640244040638,0.05188524886034429,3.489771343767643,0.76007080078125,0.1187744140625,0.0,-0.010911133664194494,24.91168248653412,1.0375318452715874,0.0007159450178733096,1.0,0.009916269220411777,0.13273482024669647,0.009768537245690823,0.13256728649139404,0.0006852950318716466,-0.6931471824645996,0.7330755013972521,0.5345443654805422,0.7215931694954634,0.34320694766938686,0.34654730930924416,0.6900110617280006,0.2716241301968694,0.4846470570191741,0.7517383899539709,0.4875168250873685,0.76007080078125,0.7945999149233103,0.7652408462017775,1.0,1.0,0.999975586310029,0.2060546875,0.2738037109375,0.267822265625,0.2523193359375,0.23903729021549225,0.2738037109375,256,0.23903729021549225,0.2060546875,0.267822265625,0.2523193359375,2.87109375,0.5,0.10140624642372131,0.3567578196525574,0.0,0.0,0.0,2.87384033203125,0.5,0.10080565512180328,0.35600709915161133,0.0
24,0.7941963858902454,0.0181884765625,0.003588867293728981,0.29000978311523795,0.7941963858902454,0.3677978515625,0.023041059263050556,0.06215576850809157,0.050848682760261,3.726633235812187,0.76470947265625,0.119384765625,0.0,-0.011271312192548066,28.396708726882935,1.0226424187421799,0.0007152408943511546,1.0,0.01012769527733326,0.1331423968076706,0.010149884968996048,0.13243527710437775,0.0006879127467982471,-0.6931471824645996,0.7282859962433577,0.5352532975375652,0.7116395700722933,0.34805664978921413,0.3435665275901556,0.6912242565304041,0.2703315815888345,0.48098923079669476,0.7529210634529591,0.4893692107871175,0.76470947265625,0.7935444079339504,0.7640344686806202,1.0,1.0,0.9999511726200581,0.2061767578125,0.264404296875,0.265625,0.2637939453125,0.23954132199287415,0.264404296875,256,0.23954132199287415,0.2061767578125,0.265625,0.2637939453125,2.89453125,0.5,0.10046874731779099,0.3555859327316284,0.0,0.0,0.0,2.86810302734375,0.5,0.10117675364017487,0.3564709424972534,0.0
25,0.7986315153539181,0.017822265625,0.0035156250924046617,0.2703672586940229,0.7986315153539181,0.3642578125,0.0222791600972414,0.057311040232889354,0.04630705015733838,3.5536305904388428,0.7554931640625,0.1190185546875,0.0,-0.01023544804775156,25.890267729759216,1.032680369913578,0.0007069575440254994,0.9949494949494949,0.009600256569683552,0.13323335349559784,0.009587280452251434,0.13282692432403564,0.0006800857372581959,-0.6931471824645996,0.7492084763944149,0.5383954979479313,0.7185011729598045,0.3503900012001395,0.35027965996414423,0.6954181250184774,0.27436482813209295,0.4795881202444434,0.7585886102169752,0.4927013171836734,0.7554931640625,0.7941777184605598,0.7647582832723856,1.0,1.0,0.9999511726200581,0.217529296875,0.271484375,0.262451171875,0.24853515625,0.2377772033214569,0.271484375,256,0.2377772033214569,0.217529296875,0.262451171875,0.24853515625,2.85546875,0.5,0.10187499225139618,0.35734379291534424,0.0,0.0,0.0,2.875732421875,0.5,0.10043944418430328,0.35554933547973633,0.0
