task_id,condition,cmd_vx,target_gait,requested_gait,samples,reward_mean,weighted_metric_reward,done_rate,vx_err_mean,lateral_offset_mean,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,pronk_ratio,trot_ratio,bound_ratio,pace_ratio,requested_gait_actual_ratio,score_action_boundary_margin,score_action_magnitude,score_action_smoothness,score_clearance,score_energy,score_gait_stability,score_lateral_drift,score_orientation,score_pitch_rate,score_progress,score_roll_rate,score_slip,score_survival,score_vertical_bounce,score_yaw_rate,score_yaw_tracking
flat_trot_efficiency,flat,1.0,trotting,trotting,32000,0.890444921374321,0.890444921374321,0.01834375,0.12182206458039582,1.5197400971651078,3.0,0.5,0.07999999821186066,0.33000001311302185,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5164202090501785,1.0,0.4069257336258888,0.916594364643097,0.6569539443254471,0.9029840688705444,0.5953848626613617,0.8763184586167335,1.0,0.8045070208907127,0.8669014601707459,0.7542289934754371
