iteration,reward,done_rate,edge_reset_rate,vx_err,weighted_metric_reward,selector_reference_penalty,orientation_penalty,slip_penalty,lateral_velocity_penalty,lateral_position_penalty,clearance_reward,gait_switch_penalty,action_boundary_penalty,policy_loss,value_loss,entropy,adaptation_loss,alpha,z_teacher_mean,z_teacher_std,z_student_mean,z_student_std,z_error,log_std_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,gait_pronk_ratio,gait_trot_ratio,gait_bound_ratio,gait_pace_ratio,gait_switch_rate,stepping_stones_easy_bound_highspeed_bound_ratio,stepping_stones_easy_bound_highspeed_count,stepping_stones_easy_bound_highspeed_gait_switch_rate,stepping_stones_easy_bound_highspeed_pronk_ratio,stepping_stones_easy_bound_highspeed_trot_ratio,stepping_stones_easy_bound_highspeed_pace_ratio,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,action_clip_rate,stepping_stones_easy_bound_highspeed_action_clip_rate,stepping_stones_easy_bound_highspeed_frequency_mean,stepping_stones_easy_bound_highspeed_duration_mean,stepping_stones_easy_bound_highspeed_footswing_height_mean,stepping_stones_easy_bound_highspeed_stance_width_mean,stepping_stones_easy_bound_highspeed_body_pitch_mean
10,0.7214343193918467,0.0166015625,0.0029541016374423634,0.8862680401653051,0.7214343193918467,0.36859130859375,0.057198619353584945,0.2754679429344833,0.0621025285217911,3.469842031598091,0.7447509765625,0.11810302734375,0.0,-0.01339013408869505,34.05656695365906,1.2006426826119423,0.0018890330029535107,1.0,0.024045612663030624,0.08604315668344498,0.024702031165361404,0.09258110076189041,0.0017168230842798948,-0.6931471824645996,0.27384202368557453,0.3205488258972764,0.5968689080327749,0.23243169439956546,0.25530338101089,0.4598385887220502,0.2475495357066393,0.45389064587652683,0.588072719052434,0.3620976274833083,0.7447509765625,0.7957609631121159,0.7665678430348635,1.0,1.0,0.9996337946504354,0.2552490234375,0.2552490234375,0.2628173828125,0.2266845703125,0.23550906777381897,0.2628173828125,256,0.23550906777381897,0.2552490234375,0.2552490234375,0.2266845703125,2.892578125,0.5,0.0990624949336052,0.3538281321525574,0.0,0.0,0.0,2.88665771484375,0.5,0.0995800718665123,0.35447508096694946,0.0
11,0.7223843429237604,0.02001953125,0.0034423829147272045,0.8909527137875557,0.7223843429237604,0.36370849609375,0.05765762249939144,0.27638777578249574,0.060096540953963995,3.6542113348841667,0.73651123046875,0.11920166015625,0.0,-0.013082889374345541,37.90686249732971,1.1777804121375084,0.0016968294512480497,1.0,0.024075163528323174,0.08563126623630524,0.023745238780975342,0.09106270968914032,0.0015486343763768673,-0.6931471824645996,0.27088250080123544,0.3203443279489875,0.600425323471427,0.23666415689513087,0.2555948249064386,0.4560139225795865,0.2674391088075936,0.44570760428905487,0.5949368719011545,0.36295565124601126,0.73651123046875,0.7938610631972551,0.7643963731825352,1.0,1.0,0.9994384814053774,0.2679443359375,0.259033203125,0.2725830078125,0.200439453125,0.24017135798931122,0.2725830078125,256,0.24017135798931122,0.2679443359375,0.259033203125,0.200439453125,2.90234375,0.5,0.10062499344348907,0.3557812571525574,0.0,0.0,0.0,2.8997802734375,0.5,0.09892089664936066,0.35365116596221924,0.0
12,0.722514083608985,0.01806640625,0.003271484451033757,0.8947059158235788,0.722514083608985,0.3604736328125,0.051224031718447804,0.2677548276260495,0.05903417710214853,3.407876931130886,0.74444580078125,0.1190185546875,0.0,-0.01353425980778411,33.68919384479523,1.1656281650066376,0.0014285401630331762,1.0,0.02393301948904991,0.08585932105779648,0.024172503501176834,0.09070249646902084,0.0013082862133160233,-0.6931471824645996,0.2607576986774802,0.3237559897825122,0.6049083434045315,0.2306564780883491,0.26152724772691727,0.4609315972775221,0.26974317291751504,0.4474629648029804,0.5928042009472847,0.3663565004244447,0.74444580078125,0.7941777128726244,0.764758288860321,1.0,1.0,0.9996582083404064,0.264404296875,0.2467041015625,0.279052734375,0.2098388671875,0.23702116310596466,0.279052734375,256,0.23702116310596466,0.264404296875,0.2467041015625,0.2098388671875,2.888671875,0.5,0.0989062488079071,0.3536328375339508,0.0,0.0,0.0,2.89508056640625,0.5,0.09955565631389618,0.35444459319114685,0.0
13,0.7187085449695587,0.01904296875,0.0034179688282165444,0.9057905040681362,0.7187085449695587,0.362060546875,0.054862833698280156,0.2791537563316524,0.06087727926205844,3.876064673066139,0.7459716796875,0.1181640625,0.0,-0.013558213482610881,31.740466594696045,1.1653920039534569,0.0013177848377381451,1.0,0.023982085287570953,0.08570897579193115,0.023746943101286888,0.08917446434497833,0.0012203167425468564,-0.6931471824645996,0.2533228164538741,0.3203663695603609,0.5933259166777134,0.2303393534384668,0.25720618199557066,0.4575788415968418,0.24865178670734167,0.4461735226213932,0.5889323987066746,0.3615898275747895,0.7459716796875,0.7956554051488638,0.7664472069591284,1.0,1.0,0.9996093809604645,0.2491455078125,0.2589111328125,0.27587890625,0.216064453125,0.23689515888690948,0.27587890625,256,0.23689515888690948,0.2491455078125,0.2589111328125,0.216064453125,2.890625,0.5,0.09812499582767487,0.3526562452316284,0.0,0.0,0.0,2.8919677734375,0.5,0.09967773407697678,0.35459718108177185,0.0
14,0.7186545748263597,0.0189208984375,0.0032714844473957783,0.9026910476386547,0.7186545748263597,0.3668212890625,0.05792633455712348,0.27710356982424855,0.06171534047462046,3.561797983944416,0.73809814453125,0.11810302734375,0.0,-0.012869534810306504,32.04265296459198,1.1378833204507828,0.0012266473568161018,1.0,0.02390580251812935,0.08586092293262482,0.023929867893457413,0.08905201405286789,0.0011402037926018238,-0.6931471824645996,0.25910452380776405,0.3209569538012147,0.5903295818716288,0.2337389225140214,0.2538451524451375,0.45764239225536585,0.24897613981738687,0.44210783671587706,0.5881734192371368,0.3598330058157444,0.73809814453125,0.7957609724253416,0.7665678430348635,1.0,1.0,0.9994873125106096,0.2608642578125,0.262939453125,0.266357421875,0.2098388671875,0.2363911271095276,0.266357421875,256,0.2363911271095276,0.2608642578125,0.262939453125,0.2098388671875,2.900390625,0.5,0.0989062488079071,0.3536328077316284,0.0,0.0,0.0,2.89508056640625,0.5,0.09904784709215164,0.35380983352661133,0.0
15,0.7194952219724655,0.0184326171875,0.003173828210492502,0.9217031225562096,0.7194952219724655,0.36712646484375,0.05731729289982468,0.27789211878553033,0.060857134871184826,3.4435009136795998,0.739501953125,0.11810302734375,0.0,-0.012578777474118397,30.98984706401825,1.1173133999109268,0.0010581817768979818,1.0,0.024177301675081253,0.0862838551402092,0.024556538090109825,0.08968941867351532,0.0009866751497611403,-0.6931471824645996,0.25199241284281015,0.32073933631181717,0.5932842791080475,0.22931355005130172,0.25580845260992646,0.4560652766376734,0.2628753581084311,0.44941756036132574,0.5843740496784449,0.35954878479242325,0.739501953125,0.7957609687000513,0.7665678448975086,1.0,1.0,0.9994873125106096,0.260986328125,0.260009765625,0.2657470703125,0.2132568359375,0.23664313554763794,0.2657470703125,256,0.23664313554763794,0.260986328125,0.260009765625,0.2132568359375,2.880859375,0.5,0.0989062488079071,0.3536328077316284,0.0,0.0,0.0,2.89337158203125,0.5,0.09916015714406967,0.3539502024650574,0.0
16,0.716672345995903,0.0172119140625,0.002954101626528427,0.9141584746539593,0.716672345995903,0.36956787109375,0.05538186687044799,0.27960828272625804,0.059278413420543075,3.7609764263033867,0.742431640625,0.11865234375,0.0,-0.013172088249120861,30.59328293800354,1.12102310359478,0.0010398141348559875,1.0,0.02402401715517044,0.08561287820339203,0.024437541142106056,0.08833430707454681,0.0009677782654762268,-0.6931471824645996,0.24693878553807735,0.3130214810371399,0.592817572876811,0.23365935124456882,0.25410609506070614,0.44793114718049765,0.24408016446977854,0.44859580136835575,0.581616472452879,0.35966768208891153,0.742431640625,0.7948110196739435,0.7654821071773767,1.0,1.0,0.9995117243379354,0.2498779296875,0.2652587890625,0.2608642578125,0.2239990234375,0.23601309955120087,0.2608642578125,256,0.23601309955120087,0.2498779296875,0.2652587890625,0.2239990234375,2.8984375,0.5,0.1015624925494194,0.35695314407348633,0.0,0.0,0.0,2.88800048828125,0.5,0.0993945300579071,0.3542431592941284,0.0
17,0.7200907282531261,0.0174560546875,0.0029296875709405867,0.9380326680839062,0.7200907282531261,0.3658447265625,0.06304810824804008,0.2812294103205204,0.06199117237702012,3.413755737245083,0.7415771484375,0.118408203125,0.0,-0.012374627287499607,29.434523344039917,1.1079966127872467,0.001004851106699789,1.0,0.024287937209010124,0.08571799844503403,0.02370499074459076,0.0875902846455574,0.0009425031021237373,-0.6931471824645996,0.2526196166872978,0.31328571680933237,0.5865716077387333,0.23137367889285088,0.25033792620524764,0.4482505861669779,0.2750845132395625,0.44562069419771433,0.5891169440001249,0.3554001683369279,0.7415771484375,0.7952332198619843,0.7659646607935429,1.0,1.0,0.9994384814053774,0.255126953125,0.26171875,0.268310546875,0.21484375,0.23815523087978363,0.268310546875,256,0.23815523087978363,0.255126953125,0.26171875,0.21484375,2.90625,0.5,0.0990624949336052,0.3538281321525574,0.0,0.0,0.0,2.892578125,0.5,0.09932616353034973,0.3541577458381653,0.0
18,0.7201191708445549,0.017822265625,0.0032226562998403097,0.9083034489303827,0.7201191708445549,0.36871337890625,0.05830216605681926,0.27756592771038413,0.06181606207974255,3.442757911980152,0.736083984375,0.1197509765625,0.0,-0.013131421903381124,32.21561598777771,1.0912329629063606,0.0009059324402187485,1.0,0.024143483489751816,0.08603153377771378,0.024394473060965538,0.08808787167072296,0.0008579514687880874,-0.6931471824645996,0.26069474406540394,0.32004205510020256,0.5901916399598122,0.22818954614922404,0.25818104203790426,0.4571603527292609,0.2670730692334473,0.4414381319656968,0.5883525516837835,0.36138636711984873,0.736083984375,0.7929111123085022,0.7633106503635645,1.0,1.0,0.9996582064777613,0.2626953125,0.26513671875,0.2625732421875,0.2095947265625,0.23991934955120087,0.2625732421875,256,0.23991934955120087,0.2626953125,0.26513671875,0.2095947265625,2.892578125,0.5,0.09828124940395355,0.3528515696525574,0.0,0.0,0.0,2.89520263671875,0.5,0.09888671338558197,0.3536083996295929,0.0
19,0.7205332517623901,0.0186767578125,0.0033447266578150447,0.91392732411623,0.7205332517623901,0.3656005859375,0.05749614431988448,0.2687689973972738,0.06000091973692179,3.3371157571673393,0.740478515625,0.1185302734375,0.0,-0.01329716172767803,31.255095958709717,1.069336123764515,0.0008618446554464754,1.0,0.024179568514227867,0.08600281924009323,0.024459052830934525,0.08742956817150116,0.0008129928028210998,-0.6931471824645996,0.2609491986222565,0.32642220705747604,0.5940264835953712,0.23328881338238716,0.25746636977419257,0.462917628698051,0.25918307621032,0.4453595234081149,0.5948454290628433,0.3621777528896928,0.740478515625,0.7950221095234156,0.7657233886420727,1.0,1.0,0.9996093809604645,0.26318359375,0.255859375,0.268798828125,0.212158203125,0.23613910377025604,0.268798828125,256,0.23613910377025604,0.26318359375,0.255859375,0.212158203125,2.90625,0.5,0.09828124940395355,0.35285159945487976,0.0,0.0,0.0,2.8939208984375,0.5,0.09923827648162842,0.35404783487319946,0.0
20,0.7201209850609303,0.0186767578125,0.0030273438096628524,0.9247678183019161,0.7201209850609303,0.36688232421875,0.059848704491741955,0.26686823554337025,0.060354189248755574,3.274917349219322,0.7369384765625,0.11810302734375,0.0,-0.013480845256708562,31.501384139060974,1.0683914795517921,0.0007408487144857645,1.0,0.024111308157444,0.08550658077001572,0.02456110529601574,0.08694904297590256,0.0006998397293500602,-0.6931471824645996,0.25189754320308566,0.3228390980511904,0.5924077052623034,0.23392391297966242,0.25480869598686695,0.45937996823340654,0.27137604635208845,0.43589041102677584,0.5877855382859707,0.3621363127604127,0.7369384765625,0.7957609631121159,0.7665678504854441,1.0,1.0,0.9992919955402613,0.2572021484375,0.2689208984375,0.2662353515625,0.2076416015625,0.2363911271095276,0.2662353515625,256,0.2363911271095276,0.2572021484375,0.2689208984375,0.2076416015625,2.87109375,0.5,0.10046873986721039,0.3555859327316284,0.0,0.0,0.0,2.89617919921875,0.5,0.09895507246255875,0.3536938726902008,0.0
21,0.7180193234235048,0.016845703125,0.0029785156875732355,0.9241735823452473,0.7180193234235048,0.3677978515625,0.05896914307959378,0.2855037460103631,0.06399033416528255,3.4821483567357063,0.7440185546875,0.1190185546875,0.0,-0.014515411137836054,28.583713173866272,1.0518313199281693,0.0007107643505150918,1.0,0.024213826283812523,0.0858280137181282,0.024194343015551567,0.08696131408214569,0.0006717575015500188,-0.6931471824645996,0.24743672041222453,0.3189265560358763,0.5872038211673498,0.2276274305768311,0.25432579685002565,0.45321447867900133,0.2581023876555264,0.4428143920376897,0.5831152405589819,0.3603078043088317,0.7440185546875,0.7941777035593987,0.764758288860321,1.0,1.0,0.9996093809604645,0.25634765625,0.255615234375,0.264404296875,0.2236328125,0.23828125,0.264404296875,256,0.23828125,0.25634765625,0.255615234375,0.2236328125,2.88671875,0.5,0.09937499463558197,0.3542187809944153,0.0,0.0,0.0,2.88818359375,0.5,0.09952148050069809,0.3544018864631653,0.0
22,0.7185005024075508,0.0194091796875,0.0032226563180302037,0.9294373374432325,0.7185005024075508,0.3697509765625,0.06508588243741542,0.276347694452852,0.061183894402347505,3.4606924653053284,0.74224853515625,0.1182861328125,0.0,-0.013433709391392767,28.558936834335327,1.0444535836577415,0.0007518330712628085,1.0,0.02395610138773918,0.08606946468353271,0.023436859250068665,0.0866081565618515,0.0007126944256015122,-0.6931471824645996,0.2560758446343243,0.319389215670526,0.5833597332239151,0.23132825084030628,0.25617613131180406,0.4548355583101511,0.25480347825214267,0.44015384651720524,0.5879260748624802,0.35853367764502764,0.74224853515625,0.7954443097114563,0.7662059273570776,1.0,1.0,0.9993408285081387,0.2637939453125,0.251708984375,0.260498046875,0.2239990234375,0.23752519488334656,0.260498046875,256,0.23752519488334656,0.2637939453125,0.251708984375,0.2239990234375,2.869140625,0.5,0.10093749314546585,0.3561718761920929,0.0,0.0,0.0,2.88800048828125,0.5,0.09937988221645355,0.3542248606681824,0.0
23,0.7213686909526587,0.018798828125,0.0030517578688886715,0.9236730430275202,0.7213686909526587,0.359130859375,0.06293545756489038,0.27788607217371464,0.062391247600317,2.9597144573926926,0.75103759765625,0.119384765625,0.0,-0.013048401131527498,31.31906032562256,1.0349527448415756,0.0007232080679386854,1.0,0.02405443601310253,0.08605116605758667,0.024385947734117508,0.08680033683776855,0.0006868538330309093,-0.6931471824645996,0.2527940487489104,0.3197674388065934,0.5864779260009527,0.23104400327429175,0.2513356953859329,0.4542973516508937,0.2807704177685082,0.4395066909492016,0.5896163154393435,0.35732655599713326,0.75103759765625,0.7935444209724665,0.7640344612300396,1.0,1.0,0.9992919974029064,0.244140625,0.2537841796875,0.28173828125,0.2203369140625,0.23891128599643707,0.28173828125,256,0.23891128599643707,0.244140625,0.2537841796875,0.2203369140625,2.884765625,0.5,0.09843749552965164,0.35304689407348633,0.0,0.0,0.0,2.88983154296875,0.5,0.10008300840854645,0.3551037609577179,0.0
24,0.7189334146678448,0.019775390625,0.003247070400902885,0.9287972990423441,0.7189334146678448,0.3636474609375,0.06129158765543252,0.26717551751062274,0.06332339299842715,3.5060451328754425,0.7449951171875,0.1187744140625,0.0,-0.014668071904452518,29.821049094200134,1.0206659510731697,0.0006868221316835843,1.0,0.024287134408950806,0.08591235429048538,0.024528302252292633,0.08618514984846115,0.0006528734811581671,-0.6931471824645996,0.25352032482624054,0.3175606457516551,0.5857265312224627,0.23367252899333835,0.254320478066802,0.4524091612547636,0.26045816112309694,0.43026156909763813,0.5934045724570751,0.3570895893499255,0.7449951171875,0.7945999167859554,0.765240840613842,1.0,1.0,0.9992919974029064,0.2576904296875,0.2523193359375,0.272705078125,0.21728515625,0.23853325843811035,0.272705078125,256,0.23853325843811035,0.2576904296875,0.2523193359375,0.21728515625,2.880859375,0.5,0.09968749433755875,0.3546093702316284,0.0,0.0,0.0,2.891357421875,0.5,0.09959960728883743,0.3544995188713074,0.0
