gait,gait_id,grid_mode,frequency_residual,frequency,duration_residual,duration,footswing_height_residual,footswing_height,stance_width_residual,stance_width,body_pitch_residual,body_pitch,task_id,condition,cmd_vx,target_gait,samples,reward_mean,weighted_metric_reward_mean,measured_vx_mean,vx_abs_error_mean,vy_abs_mean,yaw_abs_mean,lateral_offset_abs_mean,lateral_vel_abs_mean,lateral_vel_sq_mean,base_z_vel_abs_mean,base_z_vel_sq_mean,roll_rate_abs_mean,roll_rate_sq_mean,pitch_rate_abs_mean,pitch_rate_sq_mean,yaw_rate_abs_mean,yaw_rate_sq_mean,gravity_x_sq_mean,gravity_y_sq_mean,torque_penalty_mean,slip_penalty_mean,mechanical_power_abs_mean,positive_mechanical_power_mean,contact_force_mean_mean,stance_contact_force_mean_mean,peak_contact_force_mean,swing_foot_clearance_mean_mean,scuffing_ratio_mean,foot_impact_vel_sum_mean,foot_impact_vel_sq_sum_mean,foot_impact_count_mean,forward_distance_mean,target_forward_distance_mean,actual_frequency_mean,actual_duration_mean,actual_footswing_height_mean,actual_stance_width_mean,actual_body_pitch_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,done_rate,edge_reset_rate,fall_rate,foot_impact_rate,foot_impact_vel_mean,foot_impact_vel_rms,lateral_vel_rms,base_z_vel_rms,roll_rate_rms,pitch_rate_rms,yaw_rate_rms,orientation_rms,forward_distance_ratio,progress_deficit,transport_cost_proxy,progress_score,yaw_score,orientation_score,lateral_score,slip_score,energy_score,impact_score,scuffing_score,smoothness_score,survival_score,neutral_score
pronking,0,action_space,0.0,3.0,0.0,0.5,1.0,0.10999999940395355,0.0,0.33000001311302185,1.0,0.03999999910593033,rough_slope_trot_robustness,rough_slope,2.0,trotting,1000,0.6542474627494812,0.6542474627494812,1.4736428260803223,0.5766313076019287,0.14784246683120728,0.36100974678993225,1.5916626453399658,0.14784246683120728,0.038114145398139954,0.4149501323699951,0.2836754322052002,0.8571882843971252,1.6317723989486694,1.0486284494400024,2.034231185913086,0.36100974678993225,0.30638253688812256,0.023826031014323235,0.00610087625682354,0.5107715725898743,0.10450692474842072,326.8766784667969,234.17758178710938,33.172176361083984,42.72605514526367,380.09429931640625,0.06241188198328018,0.06708333641290665,0.9817343950271606,4.063765525817871,1.1260000467300415,0.02947283908724785,0.04000015929341316,3.000000238418579,0.5,0.10869880765676498,0.33000147342681885,0.03826475143432617,0.5362960696220398,0.5192946195602417,0.698248028755188,0.2879522442817688,0.3725470304489136,0.6704042553901672,0.32219821214675903,0.29378390312194824,0.7167848944664001,0.4768756628036499,0.8587321043014526,0.9749249219894409,0.9605857133865356,0.23921909928321838,0.3247416615486145,1.0,0.02800000086426735,0.006000000052154064,0.02200000174343586,1.126,0.8718777753108348,1.8997442159789955,0.1952284441318425,0.5326118964172695,1.2774084698907666,1.4262647671148179,0.5535183257021601,0.17299395154497968,0.14736419543623924,0.05263660103082657,221.81540376119617,0.2644733786582947,0.27163925766944885,0.5496144890785217,0.09499362856149673,0.12367001175880432,0.3600389063358307,0.40565305948257446,0.7150400876998901,0.9605857133865356,0.9779999982565641,0.48144279685067504
trotting,1,action_space,1.0,3.4000000953674316,0.0,0.5,1.0,0.10999999940395355,-1.0,0.2900000214576721,-1.0,-0.03999999910593033,rough_slope_trot_robustness,rough_slope,2.0,trotting,1000,0.6277740001678467,0.6277740001678467,1.602373480796814,0.49088919162750244,0.15512126684188843,0.34944310784339905,1.438676357269287,0.15512126684188843,0.04268372803926468,0.2610011696815491,0.16207334399223328,0.8282469511032104,1.3035762310028076,0.6474622488021851,0.7873325347900391,0.34944310784339905,0.24891391396522522,0.020479172468185425,0.00481305830180645,0.498790979385376,0.10975630581378937,321.9130554199219,232.6622314453125,33.181854248046875,66.50299072265625,356.1642150878906,0.09435346722602844,0.05733334645628929,0.8555774688720703,2.881234645843506,1.2710000276565552,0.03204747661948204,0.04000015929341316,3.3813564777374268,0.5,0.10860142856836319,0.2918649911880493,-0.03813491016626358,0.6001145839691162,0.507166862487793,0.7084265947341919,0.42834410071372986,0.35294926166534424,0.6607325077056885,0.3110908269882202,0.5086367130279541,0.633690595626831,0.4124641716480255,0.8575149774551392,1.0,0.9556649327278137,0.07156205177307129,0.18280243873596191,1.0,0.03100000135600567,0.00800000037997961,0.023000001907348633,1.271,0.673152944593332,1.5056239639597016,0.2066004066773942,0.4025833379466086,1.1417426290556063,0.8873176064916322,0.498912731813115,0.15903531296536588,0.1602373830974102,0.03976341336965561,200.8976429514072,0.3814067840576172,0.2949041724205017,0.6029960513114929,0.10102866590023041,0.11134452372789383,0.3687700629234314,0.5673800706863403,0.7507619261741638,0.9556649327278137,0.9769999980926514,0.5290636547694081
bounding,2,action_space,1.0,3.4000000953674316,0.0,0.5,0.0,0.11999999731779099,-1.0,0.3400000035762787,1.0,0.03999999910593033,rough_slope_trot_robustness,rough_slope,2.0,trotting,1000,0.5968837738037109,0.5968837738037109,1.485388159751892,0.6082350015640259,0.14921464025974274,0.37884265184402466,1.3833482265472412,0.14921464025974274,0.03827371820807457,0.28979456424713135,0.1976640522480011,0.8858486413955688,1.6071033477783203,1.7697606086730957,4.682695388793945,0.37884265184402466,0.2717444896697998,0.0283929705619812,0.006630174815654755,0.5776304006576538,0.17644649744033813,357.6687927246094,255.25970458984375,33.31818389892578,64.24598693847656,492.69085693359375,0.10496606677770615,0.06466667354106903,0.9630759954452515,3.686344623565674,1.2380001544952393,0.029707755893468857,0.04000015929341316,3.382017135620117,0.5,0.11999969929456711,0.34179848432540894,0.03820095956325531,0.4908978343009949,0.47000715136528015,0.6392028331756592,0.1471390426158905,0.3427792191505432,0.6318925619125366,0.32521703839302063,0.4734823703765869,0.5010927319526672,0.3770209550857544,1.0,0.9740602374076843,0.9543912410736084,0.1259966790676117,0.22739256918430328,0.9998000264167786,0.030000001192092896,0.0060000005178153515,0.024000000208616257,1.238,0.7779288592361672,1.7255901396386613,0.1956366995429911,0.444594255752367,1.2677157992934853,2.163953647561321,0.5212911755149897,0.1871447177390694,0.14853877946734428,0.05146201699972153,240.79146610698152,0.22768338024616241,0.23806357383728027,0.49635547399520874,0.11662138998508453,0.029336290434002876,0.314975380897522,0.475011944770813,0.7237325310707092,0.9543912410736084,0.9759999997913837,0.45611877234554604
pacing,3,action_space,1.0,2.9000000953674316,0.0,0.5,1.0,0.11999999731779099,0.0,0.3799999952316284,1.0,0.03999999910593033,rough_slope_trot_robustness,rough_slope,2.0,trotting,1000,0.6073060035705566,0.6073060035705566,1.5687776803970337,0.49523311853408813,0.22697633504867554,0.43072444200515747,1.383387804031372,0.22697633504867554,0.08266244828701019,0.27247828245162964,0.17397619783878326,1.165663242340088,2.307681083679199,0.6955209970474243,0.9411307573318481,0.43072444200515747,0.36068570613861084,0.011241097934544086,0.007370490115135908,0.4995109736919403,0.121220663189888,320.84173583984375,231.34326171875,33.935340881347656,69.7491683959961,431.8303527832031,0.10139106214046478,0.05650001019239426,0.8743681311607361,3.097878932952881,1.0859999656677246,0.03137555718421936,0.04000015929341316,2.880995273590088,0.5,0.11999969929456711,0.3800007998943329,0.038098935037851334,0.577701210975647,0.4313254952430725,0.7462926506996155,0.41491544246673584,0.23794418573379517,0.5895755887031555,0.25774645805358887,0.5007046461105347,0.5277141332626343,0.4190210998058319,1.0,0.9723309278488159,0.9515520334243774,0.12808740139007568,0.23408742249011993,1.0,0.03200000151991844,0.004000000189989805,0.02800000086426735,1.086,0.8051271104900437,1.6889519296672906,0.28751077942750286,0.4171045406595129,1.5191053563460302,0.9701189397861729,0.600571149938632,0.13642429420627397,0.1568777859210968,0.04312301054596901,204.51701974663715,0.37492722272872925,0.15641610324382782,0.6891945004463196,0.04799603670835495,0.0885300561785698,0.3682394325733185,0.4901030361652374,0.7538965940475464,0.9515520334243774,0.9719999991357327,0.5295577833527013
