iteration,reward,done_rate,edge_reset_rate,vx_err,weighted_metric_reward,selector_reference_penalty,orientation_penalty,slip_penalty,lateral_velocity_penalty,lateral_position_penalty,clearance_reward,gait_switch_penalty,action_boundary_penalty,policy_loss,value_loss,entropy,adaptation_loss,alpha,z_teacher_mean,z_teacher_std,z_student_mean,z_student_std,z_error,log_std_mean,score_progress,score_yaw_tracking,score_orientation,score_pitch_rate,score_roll_rate,score_yaw_rate,score_lateral_drift,score_vertical_bounce,score_slip,score_energy,score_clearance,score_gait_stability,score_action_smoothness,score_action_magnitude,score_action_boundary_margin,score_survival,gait_pronk_ratio,gait_trot_ratio,gait_bound_ratio,gait_pace_ratio,gait_switch_rate,flat_trot_efficiency_trot_ratio,flat_trot_efficiency_count,flat_trot_efficiency_gait_switch_rate,flat_trot_efficiency_pronk_ratio,flat_trot_efficiency_bound_ratio,flat_trot_efficiency_pace_ratio,frequency_mean,duration_mean,footswing_height_mean,stance_width_mean,body_pitch_mean,action_clip_rate,flat_trot_efficiency_action_clip_rate,flat_trot_efficiency_frequency_mean,flat_trot_efficiency_duration_mean,flat_trot_efficiency_footswing_height_mean,flat_trot_efficiency_stance_width_mean,flat_trot_efficiency_body_pitch_mean
10,0.7903827056288719,0.0177001953125,0.00354003915344947,0.23780999053269625,0.7903827056288719,0.39019775390625,0.015586908848490566,0.053014718694612384,0.03595875599421561,3.3166903629899025,0.775146484375,0.1180419921875,0.0,-0.010439206613227725,34.42142713069916,1.2340515479445457,0.0011005564883816987,1.0,0.021358847618103027,0.08840152621269226,0.021473079919815063,0.09173667430877686,0.0010088295675814152,-0.6931471824645996,0.7781256567686796,0.5828245170414448,0.775549778714776,0.3583897138014436,0.37736020144075155,0.7360755503177643,0.31661407370120287,0.5218301955610514,0.769153231754899,0.4908435642719269,0.775146484375,0.7958665080368519,0.7666884772479534,1.0,1.0,1.0,0.2301025390625,0.2196044921875,0.2958984375,0.25439453125,0.23853325843811035,0.2196044921875,256,0.23853325843811035,0.2301025390625,0.2958984375,0.25439453125,2.875,0.5,0.10249999910593033,0.3581250011920929,0.0,0.0,0.0,2.872802734375,0.5,0.10201171040534973,0.3575146794319153,0.0
11,0.7919339649379253,0.01904296875,0.003784179794820375,0.2327003194950521,0.7919339649379253,0.3935546875,0.014907773467712104,0.047394539578817785,0.03603703057160601,3.2239781469106674,0.77655029296875,0.11834716796875,0.0,-0.008443439932307228,37.89523530006409,1.224525734782219,0.0009507528739050031,1.0,0.02166818082332611,0.08827420324087143,0.02152787707746029,0.09122923761606216,0.0008859093068167567,-0.6931471824645996,0.7854040898382664,0.5892316903918982,0.7801937386393547,0.357507536187768,0.3811051920056343,0.742193354293704,0.32815319020301104,0.510382067412138,0.7723379358649254,0.4940734673291445,0.77655029296875,0.79533876106143,0.7660852931439877,1.0,1.0,0.999975586310029,0.2340087890625,0.212890625,0.29443359375,0.2586669921875,0.23361894488334656,0.212890625,256,0.23361894488334656,0.2340087890625,0.29443359375,0.2586669921875,2.87109375,0.5,0.10171873867511749,0.3571484684944153,0.0,0.0,0.0,2.87066650390625,0.5,0.10212402045726776,0.35765504837036133,0.0
12,0.7892488110810518,0.017333984375,0.0034667969412112143,0.23184890300035477,0.7892488110810518,0.39093017578125,0.015173595020314679,0.04753943835385144,0.03624297946225852,3.3214255794882774,0.7783203125,0.117919921875,0.0,-0.010720046077040024,33.57990336418152,1.2044074684381485,0.000886897567397682,1.0,0.021571725606918335,0.08834375441074371,0.021410230547189713,0.09070252627134323,0.0008334929007105529,-0.6931471824645996,0.7809860203415155,0.577499870210886,0.7759018782526255,0.3508509201928973,0.3793239491060376,0.7309760022908449,0.31593920662999153,0.5089219622313976,0.7684472613036633,0.4907986344769597,0.7783203125,0.7960776146501303,0.7669297475367785,1.0,1.0,1.0,0.2252197265625,0.2181396484375,0.302734375,0.25390625,0.23462700843811035,0.2181396484375,256,0.23462700843811035,0.2252197265625,0.302734375,0.25390625,2.853515625,0.5,0.10312499105930328,0.35890626907348633,0.0,0.0,0.0,2.873046875,0.5,0.1022656261920929,0.35783204436302185,0.0
13,0.7953616939485073,0.0198974609375,0.003955078220315045,0.23465949948877096,0.7953616939485073,0.39410400390625,0.014542942692060024,0.0478396950638853,0.035807355772703886,2.915109060704708,0.77783203125,0.11834716796875,0.0,-0.010582662391243502,35.42486071586609,1.214811772108078,0.0008078297214524355,1.0,0.021384347230196,0.08835139125585556,0.021436909213662148,0.0904482826590538,0.0007569405133835971,-0.6931471824645996,0.7840253412723541,0.5853592362254858,0.7835138458758593,0.3555143140256405,0.38111146446317434,0.7387486379593611,0.3673639679327607,0.5120936492457986,0.7717657722532749,0.494256941601634,0.77783203125,0.7953387629240751,0.7660853005945683,1.0,1.0,0.999975586310029,0.2325439453125,0.2117919921875,0.2930908203125,0.2625732421875,0.237273171544075,0.2117919921875,256,0.237273171544075,0.2325439453125,0.2930908203125,0.2625732421875,2.8671875,0.5,0.10249999910593033,0.3581250309944153,0.0,0.0,0.0,2.86871337890625,0.5,0.10222655534744263,0.3577832281589508,0.0
14,0.7909172922372818,0.017578125,0.003491211038635811,0.22926767216995358,0.7909172922372818,0.39129638671875,0.015050083806272596,0.049689703388139606,0.03653847030363977,3.173848085105419,0.7767333984375,0.11773681640625,0.0,-0.01026398569229059,29.63668656349182,1.2043861150741577,0.0007348498256760649,1.0,0.021439753472805023,0.08848786354064941,0.021556176245212555,0.09004869312047958,0.0006897008861415088,-0.6931471824645996,0.7841774802654982,0.5905127618461847,0.7801716011017561,0.3628627238795161,0.3762762378901243,0.7417608238756657,0.30923006031662226,0.5171865373849869,0.7725286725908518,0.49420641269534826,0.7767333984375,0.7963942606002092,0.7672916557639837,1.0,1.0,0.999975586310029,0.2291259765625,0.2174072265625,0.2857666015625,0.2677001953125,0.23550906777381897,0.2174072265625,256,0.23550906777381897,0.2291259765625,0.2857666015625,0.2677001953125,2.85546875,0.5,0.10359374433755875,0.3594922125339508,0.0,0.0,0.0,2.86614990234375,0.5,0.10213866829872131,0.3576733469963074,0.0
15,0.7889219857752323,0.017822265625,0.0035644532217702363,0.2290634331293404,0.7889219857752323,0.3895263671875,0.015001696097897366,0.04712547094095498,0.03593156230635941,3.7302437722682953,0.77264404296875,0.1187744140625,0.0,-0.009366409649373963,30.591790437698364,1.2007791548967361,0.0006968946145207155,1.0,0.021642856299877167,0.08832947909832001,0.02155553176999092,0.08954087644815445,0.0006572214188054204,-0.6931471824645996,0.7874046731740236,0.5853488277643919,0.7774020750075579,0.3549777986481786,0.3747150059789419,0.7382328640669584,0.2957580080255866,0.5137481391429901,0.7700514998286963,0.4922196585685015,0.77264404296875,0.79459991119802,0.7652408368885517,1.0,1.0,1.0,0.2337646484375,0.220947265625,0.2930908203125,0.252197265625,0.23903729021549225,0.220947265625,256,0.23903729021549225,0.2337646484375,0.2930908203125,0.252197265625,2.880859375,0.5,0.10093749314546585,0.3561719059944153,0.0,0.0,0.0,2.8739013671875,0.5,0.10181151330471039,0.3572644293308258,0.0
16,0.7876346632838249,0.017578125,0.0035156250651198206,0.2508979975245893,0.7876346632838249,0.3948974609375,0.014981760352384299,0.051660189288668334,0.03745368542149663,3.189130701124668,0.77459716796875,0.1181640625,0.0,-0.010446008847793564,31.14209544658661,1.197359785437584,0.0006372641291818582,1.0,0.02201022394001484,0.08827116340398788,0.02222350426018238,0.08898521214723587,0.0005994070088490844,-0.6931471824645996,0.7663530334830284,0.5758535340428352,0.7782040722668171,0.3487508948892355,0.37302492186427116,0.7284954786300659,0.32389343343675137,0.5076930783689022,0.7644445635378361,0.4881580760702491,0.77459716796875,0.7956554144620895,0.7664472032338381,1.0,1.0,1.0,0.2406005859375,0.210205078125,0.287353515625,0.2618408203125,0.2363911271095276,0.210205078125,256,0.2363911271095276,0.2406005859375,0.287353515625,0.2618408203125,2.87109375,0.5,0.10109374672174454,0.35636723041534424,0.0,0.0,0.0,2.86907958984375,0.5,0.10196776688098907,0.3574597239494324,0.0
17,0.7843065802007914,0.0211181640625,0.004223632953653578,0.26115940883755684,0.7843065802007914,0.39508056640625,0.015489890007302165,0.05574976309435442,0.037769544462207705,3.4793357104063034,0.78021240234375,0.11956787109375,0.0,-0.008519274051650427,32.68094491958618,1.1867592856287956,0.0006415987154468894,1.0,0.021538663655519485,0.08821878582239151,0.021234992891550064,0.08986882865428925,0.0006097473669797182,-0.6931471824645996,0.7565060444176197,0.5686718393117189,0.7746868506073952,0.34801682364195585,0.37215552385896444,0.7209517881274223,0.3182903900742531,0.502379322424531,0.7603473588824272,0.48768441937863827,0.78021240234375,0.7932277750223875,0.7636725548654795,1.0,1.0,1.0,0.229736328125,0.2098388671875,0.294677734375,0.2657470703125,0.23941531777381897,0.2098388671875,256,0.23941531777381897,0.229736328125,0.294677734375,0.2657470703125,2.875,0.5,0.10406249761581421,0.3600781559944153,0.0,0.0,0.0,2.86712646484375,0.5,0.1024169921875,0.35802125930786133,0.0
18,0.7915359884500504,0.016357421875,0.0032470703936269274,0.23608024790883064,0.7915359884500504,0.39251708984375,0.015501099027460441,0.05305120360571891,0.03790362027939409,2.9506178125739098,0.78118896484375,0.11712646484375,0.0,-0.008793517758022062,29.058827757835388,1.177501119673252,0.0005839064833708107,1.0,0.021499868482351303,0.0883670523762703,0.021663246676325798,0.08905307203531265,0.0005549294291995466,-0.6931471824645996,0.7745325546711683,0.5769328083842993,0.7760689724236727,0.35511026717722416,0.37039622478187084,0.7306219954043627,0.3339005298912525,0.522057912312448,0.7688253782689571,0.49149092845618725,0.78118896484375,0.7974497601389885,0.7684980258345604,1.0,1.0,0.999975586310029,0.22265625,0.2149658203125,0.2891845703125,0.273193359375,0.23311491310596466,0.2149658203125,256,0.23311491310596466,0.22265625,0.2891845703125,0.273193359375,2.8828125,0.5,0.1029687449336052,0.3587109446525574,0.0,0.0,0.0,2.8634033203125,0.5,0.10249511152505875,0.3581189215183258,0.0
19,0.7920508794486523,0.019287109375,0.003808593817666406,0.23762623453512788,0.7920508794486523,0.38494873046875,0.014938331354642287,0.0510785267688334,0.0369198732660152,3.0347719341516495,0.768310546875,0.11810302734375,0.0,-0.008906179587938823,34.63518476486206,1.1825116351246834,0.0005623198121611495,1.0,0.021953649818897247,0.08852294832468033,0.022153757512569427,0.08862870931625366,0.000538668071385473,-0.6931471824645996,0.7815608009696007,0.5844448637217283,0.7809230424463749,0.3558171149343252,0.3785081999376416,0.7370288241654634,0.3274188442155719,0.5137050552293658,0.775314973667264,0.49557284731417894,0.768310546875,0.7957609612494707,0.7665678448975086,1.0,1.0,0.9999511726200581,0.2332763671875,0.2301025390625,0.2711181640625,0.2655029296875,0.234375,0.2301025390625,256,0.234375,0.2332763671875,0.2711181640625,0.2655029296875,2.875,0.5,0.09999999403953552,0.35500001907348633,0.0,0.0,0.0,2.86724853515625,0.5,0.10146483778953552,0.35683107376098633,0.0
20,0.7875059340149164,0.0172119140625,0.003442382885623374,0.24162878235802054,0.7875059340149164,0.37799072265625,0.014839851908618584,0.052977263112552464,0.03866860695416108,3.1273219659924507,0.76373291015625,0.11871337890625,0.0,-0.009130302001722157,29.628617525100708,1.1695826798677444,0.0005366725526982918,1.0,0.021515153348445892,0.08822619915008545,0.021375011652708054,0.08884914219379425,0.0005122149013914168,-0.6931471824645996,0.7726337406784296,0.573852552101016,0.7812043186277151,0.3653758801519871,0.3722748728469014,0.7287675589323044,0.3133163256570697,0.5061438446864486,0.767040241509676,0.49291557259857655,0.76373291015625,0.7947054598480463,0.7653614673763514,1.0,1.0,1.0,0.228515625,0.2440185546875,0.257080078125,0.2703857421875,0.23613910377025604,0.2440185546875,256,0.23613910377025604,0.228515625,0.257080078125,0.2703857421875,2.876953125,0.5,0.09937499463558197,0.3542187511920929,0.0,0.0,0.0,2.86480712890625,0.5,0.10109862685203552,0.35637331008911133,0.0
21,0.7868760339915752,0.0194091796875,0.0038574219379370334,0.24860220588743687,0.7868760339915752,0.38348388671875,0.015203584218397737,0.055232499027624726,0.03756318584783003,3.229973003268242,0.77203369140625,0.1192626953125,0.0,-0.008806139681837521,32.07440102100372,1.1568941548466682,0.0004858354623138439,1.0,0.02239440754055977,0.08848445117473602,0.022794434800744057,0.08833091706037521,0.00046335329534485936,-0.6931471824645996,0.7652931325137615,0.5705054178833961,0.7762648556381464,0.3571264548227191,0.3693597698584199,0.7251706775277853,0.31510850973427296,0.5111799789592624,0.7669957354664803,0.491391783580184,0.77203369140625,0.7937555182725191,0.7642757445573807,1.0,1.0,0.999975586310029,0.222900390625,0.2330322265625,0.2813720703125,0.2626953125,0.2402973771095276,0.2330322265625,256,0.2402973771095276,0.222900390625,0.2813720703125,0.2626953125,2.884765625,0.5,0.10124999284744263,0.3565624952316284,0.0,0.0,0.0,2.86865234375,0.5,0.10176268965005875,0.3572033643722534,0.0
22,0.7861516550183296,0.0179443359375,0.00358886729736696,0.25328537495806813,0.7861516550183296,0.38043212890625,0.015361432946519926,0.05538658064324409,0.03843834425788373,3.51177816092968,0.767333984375,0.1190185546875,0.0,-0.009918185416609049,22.6003497838974,1.135529838502407,0.00044035040809831116,1.0,0.02177640050649643,0.08833124488592148,0.02141672745347023,0.0892859697341919,0.0004195831425022334,-0.6931471824645996,0.7606112472712994,0.5729676391929388,0.7759024333208799,0.3548574270680547,0.37253003660589457,0.7251549605280161,0.3113090666010976,0.51544882170856,0.7642240822315216,0.48893366288393736,0.767333984375,0.7941777147352695,0.7647582925856113,1.0,1.0,1.0,0.2261962890625,0.2391357421875,0.2711181640625,0.2635498046875,0.23916329443454742,0.2391357421875,256,0.23916329443454742,0.2261962890625,0.2711181640625,0.2635498046875,2.86328125,0.5,0.10171874612569809,0.3571484684944153,0.0,0.0,0.0,2.86822509765625,0.5,0.10138671100139618,0.35673341155052185,0.0
23,0.7861015126109123,0.0181884765625,0.0036376954085426405,0.24772244691848755,0.7861015126109123,0.3760986328125,0.015267249022144824,0.0572078333934769,0.0371989153791219,3.5958487018942833,0.767578125,0.11810302734375,0.0,-0.009764637507032603,26.20504105091095,1.145813599228859,0.00047123701369855553,1.0,0.021724805235862732,0.08844754844903946,0.02159710042178631,0.08877746760845184,0.0004527989658527076,-0.6931471824645996,0.7637108210474253,0.5716590713709593,0.7778411861509085,0.3571731196716428,0.37196225207298994,0.7254360765218735,0.292236196808517,0.5228305235505104,0.7673224080353975,0.4910654351115227,0.767578125,0.7957609593868256,0.7665678393095732,1.0,1.0,1.0,0.217041015625,0.247802734375,0.2745361328125,0.2606201171875,0.23702116310596466,0.247802734375,256,0.23702116310596466,0.217041015625,0.2745361328125,0.2606201171875,2.8671875,0.5,0.10062499344348907,0.3557812571525574,0.0,0.0,0.0,2.86968994140625,0.5,0.10140624642372131,0.3567578196525574,0.0
24,0.7885189037770033,0.0177001953125,0.0035400391407165444,0.24563582800328732,0.7885189037770033,0.38250732421875,0.014862993266433477,0.05662787414621562,0.03624257881892845,3.4548614844679832,0.769775390625,0.1190185546875,0.0,-0.010191684763412923,25.30171239376068,1.1380824521183968,0.0004296788538340479,1.0,0.021760299801826477,0.08819002658128738,0.02194587141275406,0.0882938876748085,0.0004129703447688371,-0.6931471824645996,0.7696986570954323,0.5797067191451788,0.7802051492035389,0.35215905774384737,0.3761144019663334,0.7325563319027424,0.309842836111784,0.5202061114832759,0.7692538797855377,0.4919354850426316,0.769775390625,0.7941777147352695,0.7647582981735468,1.0,1.0,1.0,0.2254638671875,0.2349853515625,0.2972412109375,0.2423095703125,0.23765119910240173,0.2349853515625,256,0.23765119910240173,0.2254638671875,0.2972412109375,0.2423095703125,2.84765625,0.5,0.10218749195337296,0.3577343821525574,0.0,0.0,0.0,2.87884521484375,0.5,0.10158202797174454,0.35697752237319946,0.0
25,0.7861369028687477,0.017822265625,0.003540039111612714,0.24854832515120506,0.7861369028687477,0.38201904296875,0.015313515585148707,0.057417060947045684,0.03733316092984751,3.491641938686371,0.769775390625,0.11737060546875,0.0,-0.00932478450704366,27.584961533546448,1.1268239617347717,0.0004110099507670384,0.9949494949494949,0.0218619666993618,0.08837977051734924,0.02207738533616066,0.08841295540332794,0.00039496313547715545,-0.6931471824645996,0.7660407330840826,0.5773252621293068,0.7778250835835934,0.3575130579993129,0.3760517593473196,0.7296972833573818,0.29410326201468706,0.5131986476480961,0.7681813519448042,0.4914838522672653,0.769775390625,0.7970275618135929,0.7680154889822006,1.0,1.0,0.999975586310029,0.2244873046875,0.2359619140625,0.27587890625,0.263671875,0.23563507199287415,0.2359619140625,256,0.23563507199287415,0.2244873046875,0.27587890625,0.263671875,2.85546875,0.5,0.10203124582767487,0.3575390577316284,0.0,0.0,0.0,2.8681640625,0.5,0.10158202797174454,0.35697755217552185,0.0
