candidate,task_id,condition,cmd_vx,gait,gait_id,balanced_score,neutral_score,weighted_metric_reward_mean,vx_abs_error_mean,fall_rate,lateral_offset_abs_mean,scuffing_ratio_mean,foot_impact_vel_sum_mean,transport_cost_proxy,actual_frequency_mean,actual_duration_mean,actual_footswing_height_mean,actual_stance_width_mean,actual_body_pitch_mean,efficiency_score,robustness_score,contact_safety_score
robustness,ramp_up_trot_robustness,ramp_up,0.5,pacing,3.0,,0.8697455879300833,0.7662000060081482,0.09333004057407379,0.00800000037997961,1.2258853912353516,0.015166668221354485,0.1758265197277069,222.96606709062146,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0,,0.7781015155246345,
robustness,ramp_up_trot_robustness,ramp_up,1.0,pronking,0.0,,0.8254339338686223,0.9014739990234375,0.14348286390304565,0.014000000432133675,1.151599407196045,0.056416671723127365,0.7234118580818176,196.14925469752544,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0,,0.7450624314568391,
robustness,ramp_up_trot_robustness,ramp_up,1.0,trotting,1.0,,0.8447243404120971,0.7203695178031921,0.12896032631397247,0.012000000104308128,1.7878146171569824,0.04516667127609253,0.6075886487960815,164.0343340384335,2.610191822052002,0.5,0.10923531651496887,0.3689795732498169,0.038980066776275635,,0.729175321182342,
robustness,ramp_up_trot_robustness,ramp_up,1.0,bounding,2.0,,0.753236127157624,0.8328875303268433,0.17675049602985382,0.009000000543892384,1.429088830947876,0.0507500022649765,0.7646442651748657,208.10546451938268,3.000000238418579,0.5,0.11999969929456711,0.3800007998943329,0.0,,0.7096211891621351,
robustness,ramp_up_trot_robustness,ramp_up,1.0,pacing,3.0,,0.8117809674869745,0.8262399435043335,0.14956294000148773,0.01600000075995922,1.5207295417785645,0.04058333858847618,0.46989601850509644,174.45056269260238,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0,,0.7358286849912105,
robustness,ramp_up_trot_robustness,ramp_up,1.5,pronking,0.0,,0.771746365687786,0.8588616847991943,0.2443763017654419,0.02199999988079071,1.582655668258667,0.053833335638046265,0.8549742698669434,181.8362819497252,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0,,0.7039243143385019,
robustness,ramp_up_trot_robustness,ramp_up,1.5,trotting,1.0,,0.755635052632827,0.7309337854385376,0.2613718509674072,0.020000001415610313,1.4930442571640015,0.0416666716337204,0.7527064085006714,179.3163737428299,3.000000238418579,0.5,0.10892097651958466,0.2914389669895172,0.0,,0.6892469883025663,
robustness,ramp_up_trot_robustness,ramp_up,1.5,bounding,2.0,,0.652699002948327,0.8036893606185913,0.3255816698074341,0.020000001415610313,1.4099854230880737,0.0468333400785923,0.9020181894302368,211.48958803461852,3.000000238418579,0.5,0.11999969929456711,0.3800007998943329,0.0,,0.654705959576659,
robustness,ramp_up_trot_robustness,ramp_up,1.5,pacing,3.0,,0.7310188007660402,0.7275857925415039,0.28767532110214233,0.02199999988079071,1.375932216644287,0.027416665107011795,0.44612208008766174,170.2244833115905,2.5,0.5,0.11999969929456711,0.3800007998943329,0.03835473954677582,,0.6850867944095677,
robustness,ramp_up_trot_robustness,ramp_up,2.0,pronking,0.0,,0.6547580731984897,0.7125623226165771,0.42137789726257324,0.023000001907348633,1.5044615268707275,0.055750004947185516,0.9265031814575195,198.4910500329741,3.000000238418579,0.5,0.1086045503616333,0.33000147342681885,0.03813906013965607,,0.6364524466235463,
robustness,ramp_up_trot_robustness,ramp_up,2.0,trotting,1.0,,0.6341952007168379,0.6918110251426697,0.4355257749557495,0.024000000208616257,1.2970056533813477,0.04616667330265045,0.8019312620162964,183.90462702279868,3.000000238418579,0.5,0.10865059494972229,0.2917993664741516,0.03820048272609711,,0.623606460608118,
robustness,ramp_up_trot_robustness,ramp_up,2.0,bounding,2.0,,0.5306429529610353,0.6642662882804871,0.507606565952301,0.02500000037252903,1.345361351966858,0.03683333471417427,1.2546652555465698,239.83421858589392,3.3808369636535645,0.5,0.11999969929456711,0.3800007998943329,0.03808294236660004,,0.5711532383248572,
robustness,ramp_up_trot_robustness,ramp_up,2.0,pacing,3.0,,0.5578839199092144,0.7748695611953735,0.5084867477416992,0.027000000700354576,1.1763584613800049,0.03191666305065155,0.8538232445716858,199.74607036962186,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0,,0.6039063770899443,
robustness,rough_slope_trot_robustness,rough_slope,0.5,pronking,0.0,,0.8355844212990058,0.7731831669807434,0.11183521151542664,0.010999999940395355,0.8752212524414062,0.04700000211596489,0.6460925936698914,254.11312957867747,2.606778621673584,0.5,0.08000031858682632,0.33000147342681885,0.03932128846645355,,0.7532600667176208,
robustness,rough_slope_trot_robustness,rough_slope,0.5,trotting,1.0,,0.8217796840655962,0.735387921333313,0.09234130382537842,0.006000000052154064,1.1480374336242676,0.061000000685453415,0.5654250383377075,224.74360297729717,3.000000238418579,0.5,0.10950535535812378,0.29066002368927,0.03934009373188019,,0.754657906048545,
robustness,rough_slope_trot_robustness,rough_slope,0.5,bounding,2.0,,0.7183318055283866,0.7832212448120117,0.132103830575943,0.004999999888241291,1.628171443939209,0.0650833323597908,0.6632598638534546,265.5937988734881,3.000000238418579,0.5,0.11999969929456711,0.3800007998943329,0.0,,0.6993678019086763,
robustness,rough_slope_trot_robustness,rough_slope,0.5,pacing,3.0,,0.7914656732525481,0.6828205585479736,0.09759210795164108,0.00800000037997961,1.7728726863861084,0.02383333630859852,0.27557235956192017,200.62240656425897,2.5,0.5,0.11999969929456711,0.3404781222343445,0.039520133286714554,,0.7431625631615155,
robustness,rough_slope_trot_robustness,rough_slope,1.0,pronking,0.0,,0.7774242222505181,0.7364118099212646,0.16729816794395447,0.012000000104308128,1.5357975959777832,0.059666670858860016,0.9223031401634216,189.7850485574706,3.000000238418579,0.5,0.10926229506731033,0.2909839153289795,0.0,,0.7195255637350605,
robustness,rough_slope_trot_robustness,rough_slope,1.0,trotting,1.0,,0.7653534044756701,0.6962270140647888,0.1766236424446106,0.012000000104308128,1.3775689601898193,0.06233333796262741,0.7568918466567993,178.48670473651012,3.389211416244507,0.5,0.10919032990932465,0.29107993841171265,0.03892005234956741,,0.7113364912811818,
robustness,rough_slope_trot_robustness,rough_slope,1.0,bounding,2.0,,0.6882407121164235,0.7805525064468384,0.2052783966064453,0.01600000075995922,1.4569556713104248,0.049416668713092804,0.730717122554779,193.2301830244859,3.000000238418579,0.5,0.11999969929456711,0.3800007998943329,0.0,,0.6900742062163062,
robustness,rough_slope_trot_robustness,rough_slope,1.0,pacing,3.0,,0.7124401416237417,0.7699189186096191,0.2032274305820465,0.018000001087784767,1.3066754341125488,0.039750002324581146,0.45735278725624084,163.82576055735564,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0,,0.7087635922177535,
robustness,rough_slope_trot_robustness,rough_slope,1.5,pronking,0.0,,0.6695974187827425,0.674544095993042,0.3129880130290985,0.020000001415610313,1.5390782356262207,0.07308334112167358,0.7222212553024292,173.78946772203176,3.3856613636016846,0.5,0.10892416536808014,0.291434645652771,0.03856521099805832,,0.6469599090637714,
robustness,rough_slope_trot_robustness,rough_slope,1.5,trotting,1.0,,0.6575976268045213,0.6690734624862671,0.29796403646469116,0.018000001087784767,1.3504936695098877,0.058333344757556915,0.8908013105392456,184.25298293599124,3.385592222213745,0.5,0.10891899466514587,0.2914414405822754,0.038558341562747955,,0.6338650539699124,
robustness,rough_slope_trot_robustness,rough_slope,1.5,bounding,2.0,,0.6338150315967046,0.6465892791748047,0.30118733644485474,0.018000001087784767,1.3923208713531494,0.056916676461696625,0.917202889919281,202.10732324913067,3.385608196258545,0.5,0.11999969929456711,0.34143930673599243,0.03855997323989868,,0.6239917176828635,
robustness,rough_slope_trot_robustness,rough_slope,1.5,pacing,3.0,,0.651824773926484,0.6839420199394226,0.2934357523918152,0.02199999988079071,1.336469292640686,0.05825001001358032,0.742415189743042,179.26756528382788,2.885223388671875,0.5,0.11999969929456711,0.3800007998943329,0.0,,0.6446365062904552,
robustness,rough_slope_trot_robustness,rough_slope,2.0,pronking,0.0,,0.44140328760994113,0.6440813541412354,0.6487529873847961,0.024000000208616257,1.292582631111145,0.07316666841506958,0.8078972101211548,214.20667431055674,3.000000238418579,0.5,0.08000031858682632,0.36827293038368225,-0.03827318549156189,,0.5023147197879427,
robustness,rough_slope_trot_robustness,rough_slope,2.0,trotting,1.0,,0.5427543025855954,0.6471853256225586,0.4927152693271637,0.024000000208616257,1.352320909500122,0.07225000858306885,0.7080833315849304,189.16352024220882,2.6179909706115723,0.5,0.10865052044391632,0.33000147342681885,0.03820038586854935,,0.5648198124112153,
