candidate,task_id,condition,cmd_vx,top_gait,second_gait,score_margin,margin_label,top_score,second_score,top_neutral_score,top_live_weighted_reward,top_vx_abs_error,top_fall_rate,top_lateral_offset_abs,top_scuffing_ratio,top_foot_impact_vel_sum,top_transport_cost_proxy,top_frequency,top_duration,top_footswing_height,top_stance_width,top_body_pitch
efficiency,ramp_up_trot_robustness,ramp_up,1.5,pronking,pacing,0.013859893461423245,weak_advantage,0.6951645688552942,0.681304675393871,0.771746365687786,0.8588616847991943,0.2443763017654419,0.02199999988079071,1.582655668258667,0.053833335638046265,0.8549742698669434,181.8362819497252,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
efficiency,ramp_up_trot_robustness,ramp_up,2.0,trotting,pronking,0.004370965329664078,tie_or_noise,0.5833469358871558,0.5789759705574917,0.6293349233575357,0.7364166975021362,0.44888654351234436,0.024000000208616257,1.4190994501113892,0.044083334505558014,0.9097247123718262,192.27809505649043,3.381613254547119,0.5,0.08000031858682632,0.33000147342681885,0.0
efficiency,rough_slope_trot_robustness,rough_slope,0.5,pacing,trotting,0.0004887563741898804,tie_or_noise,0.7791552615401867,0.7786665051659968,0.7914656732525481,0.6828205585479736,0.09759210795164108,0.00800000037997961,1.7728726863861084,0.02383333630859852,0.27557235956192017,200.62240656425897,2.5,0.5,0.11999969929456711,0.3404781222343445,0.039520133286714554
efficiency,rough_slope_trot_robustness,rough_slope,1.0,pacing,pronking,0.007135991506012518,tie_or_noise,0.7389982986164148,0.7318623071104022,0.7124401416237417,0.7699189186096191,0.2032274305820465,0.018000001087784767,1.3066754341125488,0.039750002324581146,0.45735278725624084,163.82576055735564,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
efficiency,rough_slope_trot_robustness,rough_slope,1.5,pacing,trotting,0.009749207795331616,tie_or_noise,0.6462293941793699,0.6364801863840382,0.6268686773745636,0.6718562841415405,0.31345582008361816,0.023000001907348633,1.6036007404327393,0.0429166704416275,0.4664459228515625,162.38191126994604,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
efficiency,rough_slope_trot_robustness,rough_slope,2.0,trotting,pacing,0.013530222233384848,weak_advantage,0.5321096259701465,0.5185794037367617,0.5427543025855954,0.6471853256225586,0.4927152693271637,0.024000000208616257,1.352320909500122,0.07225000858306885,0.7080833315849304,189.16352024220882,2.6179909706115723,0.5,0.10865052044391632,0.33000147342681885,0.03820038586854935
efficiency,stepping_stones_easy_bound_highspeed,stepping_stones_easy,1.7,pacing,pronking,0.01947757733536748,weak_advantage,0.5413605849399963,0.5218830076046288,0.5749960368205057,0.8109382390975952,0.48170965909957886,0.018000001087784767,1.6949282884597778,0.11516664922237396,0.7115359902381897,229.96897806342878,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
efficiency,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,pacing,trotting,0.040301567479868405,clear_advantage,0.51078926729055,0.47048769981068156,0.5655769932230836,0.7156381607055664,0.5874982476234436,0.02500000037252903,1.7701060771942139,0.10174998641014099,0.5690653920173645,211.34558338516047,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0384400375187397
robustness,flat_trot_efficiency,flat,0.5,pronking,trotting,0.0053068771958350025,tie_or_noise,0.7588706457972284,0.7535637686013934,0.881423348635435,0.7984644770622253,0.05946362018585205,0.006000000052154064,0.6970187425613403,0.1290000081062317,0.8198803663253784,250.55960643475908,3.3940136432647705,0.5,0.08000031858682632,0.33000147342681885,0.0
robustness,flat_trot_efficiency,flat,1.0,pronking,trotting,0.0010243888368935972,tie_or_noise,0.7506324678538292,0.7496080790169356,0.8757946731646856,0.845299482345581,0.14050352573394775,0.017000000923871994,1.2840304374694824,0.13708333671092987,0.6514879465103149,181.93278962575167,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
robustness,flat_trot_efficiency,flat,1.5,trotting,pronking,0.0008029456182223615,tie_or_noise,0.7045211597247337,0.7037182141065114,0.8274946795900662,0.7460876703262329,0.20033486187458038,0.02200000174343586,1.3916726112365723,0.15116667747497559,0.7567058801651001,170.19010607925756,3.000000238418579,0.5,0.1088302731513977,0.29155999422073364,0.0
robustness,flat_trot_efficiency,flat,2.0,trotting,pronking,0.008096634614758513,tie_or_noise,0.6625365868695383,0.6544399522547798,0.7434543317556381,0.7050940990447998,0.34368962049484253,0.02500000223517418,1.4564552307128906,0.14908334612846375,0.9081380367279053,184.19945806049162,3.3803353309631348,0.5,0.1085248738527298,0.29196697473526,0.0
robustness,push_lateral_pace_recovery,push_lateral,1.2,trotting,pronking,0.00816893953133413,tie_or_noise,0.7288708263720439,0.7207018868407098,0.7010252476693728,0.8585798740386963,0.16914016008377075,0.01600000075995922,1.3474876880645752,0.16500002145767212,0.6529302000999451,147.88206300331754,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
robustness,push_lateral_pace_recovery,push_lateral,1.5,trotting,pronking,0.004524210059061229,tie_or_noise,0.7110971561898061,0.7065729461307448,0.6853646683769348,0.7780429124832153,0.20182809233665466,0.017000000923871994,1.2660967111587524,0.1456666737794876,0.71725994348526,156.77590453336978,3.000000238418579,0.5,0.10887175053358078,0.33000147342681885,0.0
robustness,push_lateral_pace_recovery,push_lateral,1.8,trotting,pronking,0.008440810641864527,tie_or_noise,0.6793965126683073,0.6709557020264427,0.6422090721436036,0.762798011302948,0.2983916997909546,0.02199999988079071,1.2108731269836426,0.15058335661888123,0.7749164700508118,172.99616960326227,3.000000238418579,0.5,0.10865110158920288,0.33000147342681885,0.0
robustness,ramp_up_trot_robustness,ramp_up,0.5,pronking,pacing,0.002405463770879912,tie_or_noise,0.7805069792955144,0.7781015155246345,0.8864715051096983,0.911828875541687,0.07003110647201538,0.007000000216066837,1.5791616439819336,0.04383333772420883,0.8451954126358032,256.4618538549326,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
robustness,ramp_up_trot_robustness,ramp_up,1.0,pronking,pacing,0.00923374646562869,tie_or_noise,0.7450624314568391,0.7358286849912105,0.8254339338686223,0.9014739990234375,0.14348286390304565,0.014000000432133675,1.151599407196045,0.056416671723127365,0.7234118580818176,196.14925469752544,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
robustness,ramp_up_trot_robustness,ramp_up,1.5,pronking,trotting,0.014677326035935634,weak_advantage,0.7039243143385019,0.6892469883025663,0.771746365687786,0.8588616847991943,0.2443763017654419,0.02199999988079071,1.582655668258667,0.053833335638046265,0.8549742698669434,181.8362819497252,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
robustness,ramp_up_trot_robustness,ramp_up,2.0,pronking,trotting,0.012845986015428301,weak_advantage,0.6364524466235463,0.623606460608118,0.6547580731984897,0.7125623226165771,0.42137789726257324,0.023000001907348633,1.5044615268707275,0.055750004947185516,0.9265031814575195,198.4910500329741,3.000000238418579,0.5,0.1086045503616333,0.33000147342681885,0.03813906013965607
robustness,rough_slope_trot_robustness,rough_slope,0.5,trotting,pronking,0.0013978393309241888,tie_or_noise,0.754657906048545,0.7532600667176208,0.8217796840655962,0.735387921333313,0.09234130382537842,0.006000000052154064,1.1480374336242676,0.061000000685453415,0.5654250383377075,224.74360297729717,3.000000238418579,0.5,0.10950535535812378,0.29066002368927,0.03934009373188019
robustness,rough_slope_trot_robustness,rough_slope,1.0,pronking,trotting,0.008189072453878676,tie_or_noise,0.7195255637350605,0.7113364912811818,0.7774242222505181,0.7364118099212646,0.16729816794395447,0.012000000104308128,1.5357975959777832,0.059666670858860016,0.9223031401634216,189.7850485574706,3.000000238418579,0.5,0.10926229506731033,0.2909839153289795,0.0
robustness,rough_slope_trot_robustness,rough_slope,1.5,pronking,pacing,0.002323402773316219,tie_or_noise,0.6469599090637714,0.6446365062904552,0.6695974187827425,0.674544095993042,0.3129880130290985,0.020000001415610313,1.5390782356262207,0.07308334112167358,0.7222212553024292,173.78946772203176,3.3856613636016846,0.5,0.10892416536808014,0.291434645652771,0.03856521099805832
robustness,rough_slope_trot_robustness,rough_slope,2.0,trotting,pacing,0.012471311945256192,weak_advantage,0.5648198124112153,0.5523485004659591,0.5427543025855954,0.6471853256225586,0.4927152693271637,0.024000000208616257,1.352320909500122,0.07225000858306885,0.7080833315849304,189.16352024220882,2.6179909706115723,0.5,0.10865052044391632,0.33000147342681885,0.03820038586854935
robustness,stepping_stones_easy_bound_highspeed,stepping_stones_easy,1.7,pronking,pacing,0.002930094207811207,tie_or_noise,0.5543637140010431,0.5514336197932319,0.5928167304710338,0.6840771436691284,0.4700624346733093,0.01900000125169754,1.6076295375823975,0.11741665005683899,0.9486640691757202,223.38181826903198,3.3856091499328613,0.5,0.10892024636268616,0.36855971813201904,0.0
robustness,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,pacing,trotting,0.024256944277785575,weak_advantage,0.5407339869203364,0.5164770426425508,0.5655769932230836,0.7156381607055664,0.5874982476234436,0.02500000037252903,1.7701060771942139,0.10174998641014099,0.5690653920173645,211.34558338516047,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0384400375187397
contact_safety,flat_trot_efficiency,flat,0.5,pacing,trotting,0.06343636627380655,clear_advantage,0.7901003234948103,0.7266639572210037,0.8705127315223217,0.7565011978149414,0.0570092536509037,0.010000000707805157,1.507596731185913,0.07050000131130219,0.1513606756925583,188.00748040219793,2.5,0.5,0.11999969929456711,0.3800007998943329,-0.03939542919397354
contact_safety,flat_trot_efficiency,flat,1.0,pacing,trotting,0.03041172646559198,clear_advantage,0.7468960220424029,0.7164842955768109,0.830807483891646,0.7022441625595093,0.13614314794540405,0.018000001087784767,1.544129490852356,0.06750001013278961,0.31769871711730957,146.14159015651714,2.5,0.5,0.11999969929456711,0.3411386013031006,-0.038860201835632324
contact_safety,flat_trot_efficiency,flat,1.5,pacing,trotting,0.009523283346341116,tie_or_noise,0.6894302583657779,0.6799069750194368,0.7649500385920207,0.7287790775299072,0.2575615644454956,0.01900000125169754,1.4465093612670898,0.1250000149011612,0.4242587685585022,167.38240491658226,2.5,0.5,0.11999969929456711,0.3800007998943329,0.03834594413638115
contact_safety,flat_trot_efficiency,flat,2.0,pacing,trotting,0.004629039076658237,tie_or_noise,0.6444651345794017,0.6398360955027435,0.6517653093735377,0.7004483938217163,0.438723623752594,0.02800000086426735,1.4388575553894043,0.0989999920129776,0.5239480137825012,179.0553246473306,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
contact_safety,push_lateral_pace_recovery,push_lateral,1.2,pacing,trotting,0.005704351457265555,tie_or_noise,0.7110933445394039,0.7053889930821383,0.6628799022963414,0.6856595277786255,0.19034820795059204,0.02200000174343586,1.5795972347259521,0.08691667020320892,0.47979143261909485,145.14674453360152,2.5,0.5,0.11999969929456711,0.3413430452346802,0.038656048476696014
contact_safety,push_lateral_pace_recovery,push_lateral,1.5,trotting,pacing,0.00018684004361801954,tie_or_noise,0.6879232769975295,0.6877364369539115,0.6853646683769348,0.7780429124832153,0.20182809233665466,0.017000000923871994,1.2660967111587524,0.1456666737794876,0.71725994348526,156.77590453336978,3.000000238418579,0.5,0.10887175053358078,0.33000147342681885,0.0
contact_safety,push_lateral_pace_recovery,push_lateral,1.8,trotting,pacing,0.00069939941167807,tie_or_noise,0.656245506268281,0.655546106856603,0.6422090721436036,0.762798011302948,0.2983916997909546,0.02199999988079071,1.2108731269836426,0.15058335661888123,0.7749164700508118,172.99616960326227,3.000000238418579,0.5,0.10865110158920288,0.33000147342681885,0.0
contact_safety,ramp_up_trot_robustness,ramp_up,0.5,pacing,trotting,0.06167924541693459,clear_advantage,0.8243748574589307,0.7626956120419961,0.8697455879300833,0.7662000060081482,0.09333004057407379,0.00800000037997961,1.2258853912353516,0.015166668221354485,0.1758265197277069,222.96606709062146,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
contact_safety,ramp_up_trot_robustness,ramp_up,1.0,pacing,trotting,0.02325472785876348,weak_advantage,0.7632869890676095,0.740032261208846,0.8117809674869745,0.8262399435043335,0.14956294000148773,0.01600000075995922,1.5207295417785645,0.04058333858847618,0.46989601850509644,174.45056269260238,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
contact_safety,ramp_up_trot_robustness,ramp_up,1.5,pacing,trotting,0.017886014340015466,weak_advantage,0.7236597210168838,0.7057737066768683,0.7310188007660402,0.7275857925415039,0.28767532110214233,0.02199999988079071,1.375932216644287,0.027416665107011795,0.44612208008766174,170.2244833115905,2.5,0.5,0.11999969929456711,0.3800007998943329,0.03835473954677582
contact_safety,ramp_up_trot_robustness,ramp_up,2.0,pronking,pacing,0.0009754286362575471,tie_or_noise,0.6413051541034993,0.6403297254672418,0.6547580731984897,0.7125623226165771,0.42137789726257324,0.023000001907348633,1.5044615268707275,0.055750004947185516,0.9265031814575195,198.4910500329741,3.000000238418579,0.5,0.1086045503616333,0.33000147342681885,0.03813906013965607
contact_safety,rough_slope_trot_robustness,rough_slope,0.5,pacing,trotting,0.0271621411809555,weak_advantage,0.7885283306527596,0.7613661894718041,0.7914656732525481,0.6828205585479736,0.09759210795164108,0.00800000037997961,1.7728726863861084,0.02383333630859852,0.27557235956192017,200.62240656425897,2.5,0.5,0.11999969929456711,0.3404781222343445,0.039520133286714554
contact_safety,rough_slope_trot_robustness,rough_slope,1.0,pacing,trotting,0.020595044126877404,weak_advantage,0.7470383386772412,0.7264432945503638,0.7124401416237417,0.7699189186096191,0.2032274305820465,0.018000001087784767,1.3066754341125488,0.039750002324581146,0.45735278725624084,163.82576055735564,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
contact_safety,rough_slope_trot_robustness,rough_slope,1.5,pacing,pronking,0.014746062171000718,weak_advantage,0.6761240366559762,0.6613779744849755,0.6268686773745636,0.6718562841415405,0.31345582008361816,0.023000001907348633,1.6036007404327393,0.0429166704416275,0.4664459228515625,162.38191126994604,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
contact_safety,rough_slope_trot_robustness,rough_slope,2.0,pacing,trotting,0.013383926737767005,weak_advantage,0.5914125135598275,0.5780285868220605,0.49498166918362446,0.6038117408752441,0.5625449419021606,0.023000001907348633,1.2658154964447021,0.051166679710149765,0.6331210136413574,208.82176776272013,2.5,0.5,0.11999969929456711,0.34185662865638733,0.038142815232276917
contact_safety,stepping_stones_easy_bound_highspeed,stepping_stones_easy,1.7,pacing,bounding,0.004135099372181816,tie_or_noise,0.5784644915256649,0.5743293921534831,0.5749960368205057,0.8109382390975952,0.48170965909957886,0.018000001087784767,1.6949282884597778,0.11516664922237396,0.7115359902381897,229.96897806342878,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
contact_safety,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,pacing,bounding,0.026848836318374758,weak_advantage,0.5767359332862095,0.5498870969678348,0.5655769932230836,0.7156381607055664,0.5874982476234436,0.02500000037252903,1.7701060771942139,0.10174998641014099,0.5690653920173645,211.34558338516047,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0384400375187397
