candidate,task_id,condition,cmd_vx,top_gait,second_gait,score_margin,margin_label,top_score,second_score,top_neutral_score,top_live_weighted_reward,top_vx_abs_error,top_fall_rate,top_lateral_offset_abs,top_scuffing_ratio,top_foot_impact_vel_sum,top_transport_cost_proxy,top_frequency,top_duration,top_footswing_height,top_stance_width,top_body_pitch
balanced,flat_trot_efficiency,flat,0.5,pacing,pronking,0.023089633543383004,weak_advantage,0.7799751062623479,0.7568854727189649,0.8705127315223217,0.7565011978149414,0.0570092536509037,0.010000000707805157,1.507596731185913,0.07050000131130219,0.1513606756925583,188.00748040219793,2.5,0.5,0.11999969929456711,0.3800007998943329,-0.03939542919397354
balanced,flat_trot_efficiency,flat,1.0,pronking,trotting,0.0007627781819212753,tie_or_noise,0.7499054958874528,0.7491427177055315,0.8757946731646856,0.845299482345581,0.14050352573394775,0.017000000923871994,1.2840304374694824,0.13708333671092987,0.6514879465103149,181.93278962575167,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
balanced,flat_trot_efficiency,flat,1.5,trotting,pronking,0.00929051488637933,tie_or_noise,0.7006026047874582,0.6913120899010788,0.8274946795900662,0.7460876703262329,0.20033486187458038,0.02200000174343586,1.3916726112365723,0.15116667747497559,0.7567058801651001,170.19010607925756,3.000000238418579,0.5,0.1088302731513977,0.29155999422073364,0.0
balanced,flat_trot_efficiency,flat,2.0,trotting,pronking,0.02334943196990269,weak_advantage,0.6435705955732952,0.6202211636033925,0.7434543317556381,0.7050940990447998,0.34368962049484253,0.02500000223517418,1.4564552307128906,0.14908334612846375,0.9081380367279053,184.19945806049162,3.3803353309631348,0.5,0.1085248738527298,0.29196697473526,0.0
balanced,push_lateral_pace_recovery,push_lateral,1.2,trotting,pronking,0.016006891768087006,weak_advantage,0.7308314521881667,0.7148245604200797,0.7010252476693728,0.8585798740386963,0.16914016008377075,0.01600000075995922,1.3474876880645752,0.16500002145767212,0.6529302000999451,147.88206300331754,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
balanced,push_lateral_pace_recovery,push_lateral,1.5,trotting,pronking,0.011718291315165441,weak_advantage,0.7074962747367946,0.6957779834216291,0.6853646683769348,0.7780429124832153,0.20182809233665466,0.017000000923871994,1.2660967111587524,0.1456666737794876,0.71725994348526,156.77590453336978,3.000000238418579,0.5,0.10887175053358078,0.33000147342681885,0.0
balanced,push_lateral_pace_recovery,push_lateral,1.8,trotting,pacing,0.01562462625178429,weak_advantage,0.6680620679801161,0.6524374417283318,0.6324254272457881,0.8286489248275757,0.3151594400405884,0.021000001579523087,1.4025923013687134,0.16558334231376648,0.7044980525970459,162.52391248824085,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
balanced,ramp_up_trot_robustness,ramp_up,0.5,pacing,pronking,0.01648971526460208,weak_advantage,0.8037055309861898,0.7872158157215877,0.8697455879300833,0.7662000060081482,0.09333004057407379,0.00800000037997961,1.2258853912353516,0.015166668221354485,0.1758265197277069,222.96606709062146,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
balanced,ramp_up_trot_robustness,ramp_up,1.0,pacing,pronking,0.009418018297715713,tie_or_noise,0.7577179885046049,0.7482999702068892,0.8117809674869745,0.8262399435043335,0.14956294000148773,0.01600000075995922,1.5207295417785645,0.04058333858847618,0.46989601850509644,174.45056269260238,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
balanced,ramp_up_trot_robustness,ramp_up,1.5,pronking,pacing,0.007913399013605993,tie_or_noise,0.7034943423487924,0.6955809433351864,0.771746365687786,0.8588616847991943,0.2443763017654419,0.02199999988079071,1.582655668258667,0.053833335638046265,0.8549742698669434,181.8362819497252,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
balanced,ramp_up_trot_robustness,ramp_up,2.0,pronking,trotting,0.0075212217190048225,tie_or_noise,0.6192851957949725,0.6117639740759677,0.6547580731984897,0.7125623226165771,0.42137789726257324,0.023000001907348633,1.5044615268707275,0.055750004947185516,0.9265031814575195,198.4910500329741,3.000000238418579,0.5,0.1086045503616333,0.33000147342681885,0.03813906013965607
balanced,rough_slope_trot_robustness,rough_slope,0.5,pacing,trotting,0.006474305960265103,tie_or_noise,0.7718490824442018,0.7653747764839367,0.7914656732525481,0.6828205585479736,0.09759210795164108,0.00800000037997961,1.7728726863861084,0.02383333630859852,0.27557235956192017,200.62240656425897,2.5,0.5,0.11999969929456711,0.3404781222343445,0.039520133286714554
balanced,rough_slope_trot_robustness,rough_slope,1.0,pacing,pronking,0.006633771685036649,tie_or_noise,0.7328512662513689,0.7262174945663322,0.7124401416237417,0.7699189186096191,0.2032274305820465,0.018000001087784767,1.3066754341125488,0.039750002324581146,0.45735278725624084,163.82576055735564,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
balanced,rough_slope_trot_robustness,rough_slope,1.5,pacing,pronking,0.006448597460985139,tie_or_noise,0.6543628684499047,0.6479142709889195,0.651824773926484,0.6839420199394226,0.2934357523918152,0.02199999988079071,1.336469292640686,0.05825001001358032,0.742415189743042,179.26756528382788,2.885223388671875,0.5,0.11999969929456711,0.3800007998943329,0.0
balanced,rough_slope_trot_robustness,rough_slope,2.0,trotting,pacing,0.012014771930196066,weak_advantage,0.5527318146418442,0.5407170427116481,0.5427543025855954,0.6471853256225586,0.4927152693271637,0.024000000208616257,1.352320909500122,0.07225000858306885,0.7080833315849304,189.16352024220882,2.6179909706115723,0.5,0.10865052044391632,0.33000147342681885,0.03820038586854935
balanced,stepping_stones_easy_bound_highspeed,stepping_stones_easy,1.7,pacing,pronking,0.010466508084738813,weak_advantage,0.5501168914054605,0.5396503833207217,0.5749960368205057,0.8109382390975952,0.48170965909957886,0.018000001087784767,1.6949282884597778,0.11516664922237396,0.7115359902381897,229.96897806342878,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
balanced,stepping_stones_easy_bound_highspeed,stepping_stones_easy,2.0,pacing,bounding,0.03456779561767526,clear_advantage,0.529519666113298,0.4949518704956228,0.5655769932230836,0.7156381607055664,0.5874982476234436,0.02500000037252903,1.7701060771942139,0.10174998641014099,0.5690653920173645,211.34558338516047,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0384400375187397
efficiency,flat_trot_efficiency,flat,0.5,pacing,trotting,0.01918240423713402,weak_advantage,0.7950633622822352,0.7758809580451012,0.8705127315223217,0.7565011978149414,0.0570092536509037,0.010000000707805157,1.507596731185913,0.07050000131130219,0.1513606756925583,188.00748040219793,2.5,0.5,0.11999969929456711,0.3800007998943329,-0.03939542919397354
efficiency,flat_trot_efficiency,flat,1.0,trotting,pronking,0.00590878550428886,tie_or_noise,0.7669579559172105,0.7610491704129216,0.8677630216876665,0.8919445276260376,0.12926310300827026,0.018000001087784767,1.0688319206237793,0.1615000069141388,0.6129928231239319,145.21879293661158,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
efficiency,flat_trot_efficiency,flat,1.5,trotting,pacing,0.01821402102775338,weak_advantage,0.7067602074073096,0.6885461863795562,0.8180914997061094,0.7799035310745239,0.20994633436203003,0.018000001087784767,1.5167373418807983,0.171833336353302,0.5761744976043701,151.9839222109038,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.03844466805458069
efficiency,flat_trot_efficiency,flat,2.0,trotting,pronking,0.02622667247695576,weak_advantage,0.630062182866303,0.6038355103893472,0.7131436218818029,0.8331161737442017,0.39543959498405457,0.02800000086426735,1.2901368141174316,0.17416667938232422,0.8578829765319824,171.46755140073432,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
efficiency,push_lateral_pace_recovery,push_lateral,1.2,trotting,pronking,0.02550481081873701,weak_advantage,0.7492754509772307,0.7237706401584937,0.7010252476693728,0.8585798740386963,0.16914016008377075,0.01600000075995922,1.3474876880645752,0.16500002145767212,0.6529302000999451,147.88206300331754,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
efficiency,push_lateral_pace_recovery,push_lateral,1.5,trotting,pronking,0.02015421060579159,weak_advantage,0.7102292738023347,0.6900750631965431,0.6672761532931756,0.8356257081031799,0.23979422450065613,0.020000001415610313,1.609370231628418,0.16966667771339417,0.6784613132476807,158.9690541481183,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
efficiency,push_lateral_pace_recovery,push_lateral,1.8,trotting,pronking,0.03318031383345699,clear_advantage,0.6745475493704102,0.6413672355369532,0.6324254272457881,0.8286489248275757,0.3151594400405884,0.021000001579523087,1.4025923013687134,0.16558334231376648,0.7044980525970459,162.52391248824085,3.000000238418579,0.5,0.08000031858682632,0.33000147342681885,0.0
efficiency,ramp_up_trot_robustness,ramp_up,0.5,pacing,trotting,0.015534913699541852,weak_advantage,0.8080409648079825,0.7925060511084406,0.8697455879300833,0.7662000060081482,0.09333004057407379,0.00800000037997961,1.2258853912353516,0.015166668221354485,0.1758265197277069,222.96606709062146,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
efficiency,ramp_up_trot_robustness,ramp_up,1.0,pacing,trotting,0.01163663658579539,weak_advantage,0.7605665661228289,0.7489299295370335,0.8117809674869745,0.8262399435043335,0.14956294000148773,0.01600000075995922,1.5207295417785645,0.04058333858847618,0.46989601850509644,174.45056269260238,2.5,0.5,0.11999969929456711,0.3800007998943329,0.0
